,conflict,congruency,hand,postError,block1,block2,block3,CONFLICT,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,relevant,alpha,decay,ccc,alpha_ccc,subject
0,78.91981318216338,3.3070085511511067,19.221910048074662,69.10987917424109,374.94330631773,406.0079904028481,397.5033534199758,3.128993653493368e-14,0.5878941814897867,0.0001939285433554346,0.00013896819170070493,1.2382376230243869e-211,4.720471486299095e-281,2.5494241629934584e-229,0.08645180166662325,-7432.3667545461385,14874.733509092277,14900.40397769824,8233.589991925035,SR_Q_D_alphaCCC_WOB,0.9903463664521305,0.5113493206759735,0.3642081160122341,0.6235371672460731,0.5298562396384923,sub44
