,conflict,congruency,hand,postError,block1,block2,block3,CONFLICT,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,relevant,alpha,decay,ccc,alpha_ccc,subject
0,44.8966294392131,-0.726418060562832,-14.670018359616897,20.74147302239121,395.0213985378075,397.04059916924047,409.6014576960616,1.551246730761007e-12,0.8680444661103192,0.0008116266987979127,0.2355021533908268,0.0,0.0,0.0,0.05256560455310688,-7222.50748116594,14455.01496233188,14480.68144210636,5945.957631521029,SR_Q_D_alphaCCC_WOB,0.9746180978937141,0.48092768648032225,0.3959375655997979,0.08537527631591901,0.8807668350711666,sub22
