,trial_index,RT,congruency,stimPosit,respPosit,correction,hand,block1,block2,block3,error_outlier,nblock,postError,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr,conflict
0,1,390.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-0.5,0.7204319521106965
1,2,389.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5,0.5,0.5,0.767106746779836,0.23289325322016396,-0.5,0.5,0.0,0.0,0.7204319521106965
2,3,481.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.767106746779836,0.23289325322016396,0.767106746779836,0.767106746779836,0.23289325322016396,-0.23289325322016396,0.23289325322016396,0.0,0.0,0.3977748413162375
3,4,396.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.10847853479094283,0.10847853479094283,0.8915214652090572,0.767106746779836,0.23289325322016396,0.8915214652090572,-0.8915214652090572,0.0,0.0,0.9355113087343235
4,5,431.8,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.23289325322016396,0.5847413313037109,0.4152586686962891,0.767106746779836,0.23289325322016396,0.0,0.0,-0.767106746779836,0.767106746779836,0.9003970345545407
5,6,291.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.6426920283506149,0.5847413313037109,0.4152586686962891,0.3573079716493851,0.6426920283506149,0.0,0.0,-0.3573079716493851,0.3573079716493851,0.5658171582606547
6,7,322.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0,0.5847413313037109,0.5847413313037109,0.4152586686962891,0.16642923183784683,0.8335707681621531,-0.5847413313037109,0.5847413313037109,0.0,0.0,0.7929809186988992
7,8,326.1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,1,0.727635378120778,0.27236462187922184,0.727635378120778,0.16642923183784683,0.8335707681621531,-0.27236462187922184,0.27236462187922195,0.0,0.0,0.4544401761408786
8,9,549.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.8335707681621531,0.12686376570306365,0.8731362342969363,0.16642923183784683,0.8335707681621531,0.0,0.0,-0.16642923183784683,0.16642923183784686,0.29531779947123504
9,10,473.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.8731362342969363,0.12686376570306365,0.8731362342969363,0.07752049046729807,0.9224795095327019,-0.12686376570306365,0.12686376570306368,0.0,0.0,0.2301308885583144
10,11,376.4,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9409085697793057,0.05909143022069431,0.9409085697793057,0.07752049046729807,0.9224795095327019,-0.05909143022069431,0.059091430220694297,0.0,0.0,0.11119662683863557
11,12,355.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9724760091569404,0.02752399084305962,0.9724760091569404,0.07752049046729807,0.9224795095327019,-0.02752399084305962,0.027523990843059565,0.0,0.0,0.052662750255485634
12,13,371.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9224795095327019,0.012820303538084317,0.9871796964619157,0.07752049046729807,0.9224795095327019,0.0,0.0,-0.07752049046729807,0.07752049046729814,0.1444472953432271
13,14,342.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9638920015676965,0.012820303538084317,0.9871796964619157,0.036107998432303515,0.9638920015676965,0.0,0.0,-0.036107998432303515,0.0361079984323035,0.06877692326015329
14,15,462.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.016818618444335492,0.012820303538084317,0.9871796964619157,0.016818618444335492,0.9831813815556645,0.0,0.0,0.9831813815556645,-0.9831813815556645,0.941575625726205
15,16,329.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.012820303538084317,0.012820303538084317,0.9871796964619157,0.5420473790880119,0.4579526209119881,0.9871796964619157,-0.9871796964619157,0.0,0.0,0.9414576867365234
16,17,385.1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.4598149820438191,0.5401850179561809,0.4598149820438191,0.5420473790880119,0.4579526209119881,-0.5401850179561809,0.5401850179561809,0.0,0.0,0.7566257493280171
17,18,644.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5420473790880119,0.25161089234521533,0.7483891076547846,0.5420473790880119,0.4579526209119881,0.0,0.0,0.4579526209119881,-0.4579526209119881,0.6791031087715017
18,19,695.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.7866918485902132,0.25161089234521533,0.7483891076547846,0.7866918485902132,0.2133081514097868,0.0,0.0,0.21330815140978676,-0.2133081514097868,0.36850172408958626
19,20,299.4,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.0993560586404091,0.25161089234521533,0.7483891076547846,0.9006439413595909,0.0993560586404091,0.0,0.0,-0.9006439413595909,0.9006439413595909,0.936867807232781
20,21,438.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.25161089234521533,0.25161089234521533,0.7483891076547846,0.41950779499253144,0.5804922050074686,0.7483891076547846,-0.7483891076547846,0.0,0.0,0.8924351489033049
21,22,638.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.6514104520874833,0.6514104520874833,0.3485895479125166,0.41950779499253144,0.5804922050074686,0.34858954791251673,-0.3485895479125166,0.0,0.0,0.5550501980184048
22,23,645.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.8376316922962155,0.8376316922962155,0.1623683077037844,0.41950779499253144,0.5804922050074686,0.16236830770378452,-0.1623683077037844,0.0,0.0,0.28877132026519686
23,24,537.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.924371033198026,0.924371033198026,0.07562896680197392,0.41950779499253144,0.5804922050074686,0.07562896680197395,-0.07562896680197392,0.0,0.0,0.1410657911599752
