,trial_index,RT,congruency,stimPosit,respPosit,correction,hand,block1,block2,block3,error_outlier,nblock,postError,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr,conflict
0,1,648.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,0,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.0,0.0,0.6154258784212635
1,2,371.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,1,0.9173816251091668,0.9173816251091668,0.08261837489083323,0.5,0.5,0.08261837489083323,-0.08261837489083323,0.0,0.0,0.13617436345767095
2,3,375.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.013651591739204522,0.9863484082607955,0.013651591739204522,0.5,0.5,-0.9863484082607955,0.9863484082607955,0.0,0.0,0.734339692818423
3,4,422.6,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.837018994866666,0.16298100513333402,0.837018994866666,0.5,0.5,-0.16298100513333402,0.16298100513333402,0.0,0.0,0.25553315103272023
4,5,386.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5,0.026930451564381203,0.9730695484356188,0.5,0.5,0.0,0.0,0.5,-0.5,0.6154258784212635
5,6,389.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.08261837489083323,0.026930451564381203,0.9730695484356188,0.9173816251091668,0.08261837489083323,0.0,0.0,-0.9173816251091668,0.9173816251091668,0.746262551427318
6,7,401.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9730695484356188,0.026930451564381203,0.9730695484356188,0.15158515804246198,0.848414841957538,-0.026930451564381203,0.02693045156438123,0.0,0.0,0.045887370181310345
7,8,404.3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9955500997133491,0.004449900286650946,0.9955500997133491,0.15158515804246198,0.848414841957538,-0.004449900286650946,0.004449900286650932,0.0,0.0,0.007682316116362694
8,9,383.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9992647129397813,0.0007352870602187083,0.9992647129397813,0.15158515804246198,0.848414841957538,-0.0007352870602187083,0.0007352870602187478,0.0,0.0,0.0012721322529022714
9,10,335.2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.15158515804246198,0.0001214964439870558,0.9998785035560129,0.15158515804246198,0.848414841957538,0.0,0.0,0.848414841957538,-0.848414841957538,0.7486725756796454
10,11,506.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.14018931095158982,0.0001214964439870558,0.9998785035560129,0.8598106890484102,0.14018931095158982,0.0,0.0,-0.8598106890484102,0.8598106890484102,0.7489304206895225
11,12,454.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.1420723236858944,0.0001214964439870558,0.9998785035560129,0.1420723236858944,0.8579276763141056,0.0,0.0,0.8579276763141056,-0.8579276763141056,0.7489057280063758
12,13,361.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.0001214964439870558,0.0001214964439870558,0.9998785035560129,0.8582388192181196,0.14176118078188038,0.9998785035560129,-0.9998785035560129,0.0,0.0,0.7308844426355902
13,14,353.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.834783325895848,0.834783325895848,0.16521667410415197,0.8582388192181196,0.14176118078188038,0.16521667410415197,-0.16521667410415197,0.0,0.0,0.25866902123081315
14,15,328.4,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.14176118078188038,0.972700133761293,0.027299866238706894,0.8582388192181196,0.14176118078188038,0.0,0.0,-0.8582388192181196,0.8582388192181196,0.748910297221226
15,16,299.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.972700133761293,0.972700133761293,0.027299866238706894,0.14181259302405735,0.8581874069759426,0.02729986623870695,-0.027299866238706894,0.0,0.0,0.04650673874418062
16,17,375.3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.14181259302405735,0.9954890588332418,0.004510941166758174,0.14181259302405735,0.8581874069759426,0.0,0.0,0.8581874069759426,-0.8581874069759426,0.7489095555723508
17,18,346.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.004510941166758174,0.9954890588332418,0.004510941166758174,0.858195902167739,0.141804097832261,-0.9954890588332418,0.9954890588332418,0.0,0.0,0.7320455201423367
