,conflict,congruency,hand,postError,block1,block2,block3,CONFLICT,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,relevant,alpha,decay,alpha_error,subject
0,148.2602596488275,-1.5170778428847953,-16.29726597628211,15.190919545921915,385.9172187129949,373.13174311016996,345.71469588069965,7.713289545526501e-20,0.7084991444941103,6.222885224219477e-05,0.2683284570723208,8.808359508254543e-282,3.2512424786090694e-271,3.25749025392931e-250,0.1261383442119104,-7092.093533509296,14192.187067018593,14212.701050801314,5098.857348782789,SR_Q_D_E_WOB,0.4580909836623427,0.6288667017315789,0.4874401565300125,0.3294156843714674,sub28
