,conflict,congruency,hand,postError,block1,block2,block3,CONFLICT,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,relevant,alpha,decay,ccc,alpha_ccc,subject
0,115.52939894155085,12.68113882434244,14.904439046673088,57.38658020643707,335.61193906492304,364.95608054531647,411.1953792114671,9.180520509669895e-17,0.048422714256314586,0.007110127122467697,0.011411803240905192,5.107200481922503e-159,2.0587197451824025e-164,3.9876223350088974e-219,0.14605815409321599,-7509.636620965616,15029.273241931232,15054.935729689532,9493.356979916942,SR_Q_D_alphaCCC_WOB,0.9999521940530289,0.6079291325569505,0.890401113927188,0.28682607277823513,0.4406474703577959,sub15
