,conflict,congruency,hand,postError,block1,block2,block3,CONFLICT,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,relevant,alpha,decay,ccc,alpha_ccc,subject
0,70.3379317953515,-24.078685228357084,-12.934969750893401,21.657611203379574,407.9294126438654,388.0482041515328,393.4058732508913,1.217102339733464e-11,4.160223961405189e-06,0.003780623170174385,0.02085472778395926,0.0,0.0,0.0,0.08925862861649125,-6876.353818652464,13762.707637304928,13788.13295877469,5885.832872730887,SR_Q_D_alphaCCC_WOB,0.6576018147932854,0.7304510467938908,0.5597498860797223,0.6868591648332051,0.22049962201849654,sub14
