conflict,congruency,hand,postError,block1,block2,block3,CONFLICT,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,relevant,alpha,decay,ccc,alpha_ccc,subject
78.17688555348941,19.144437793309862,5.088826013795466,18.814204094704067,322.21534763876406,337.4479598853308,346.59977758029436,4.3477672750264417e-41,6.592302052882723e-10,0.05355128896824135,0.15060631149704576,0.0,0.0,0.0,0.2098133512154059,-6638.875350781505,13287.750701563007,13313.452966778515,2171.818258823159,SR_Q_D_alphaCCC_WOB,0.7096716531457242,1.0,0.6217789884128717,0.21536172394694653,0.755762920523549,sub01
88.51349082176311,-5.5083779039869,-4.918040232482267,81.12175370306085,367.2949584343603,355.56951384355415,345.18343885462593,1.7513525234657469e-32,0.12050916597823405,0.10525673644621203,2.5156409618518762e-06,0.0,0.0,0.0,0.1478300381758012,-6859.051677902479,13728.103355804958,13753.833278143533,2899.49267992238,SR_Q_D_alphaCCC_WOB,0.6076568805323811,0.7735314871026999,0.4509419091841505,0.6406353435643987,0.5589346894910836,sub02
80.91300914943972,18.704614190590352,36.68277846787496,11.718481610232274,345.1448047330739,342.62088687705887,354.0700978636653,6.743592017268519e-06,8.727516249545427e-05,2.9632080407511403e-19,0.2800473947768909,0.0,1.9832188028054023e-288,0.0,0.10022942194104956,-6938.481358383448,13886.962716766899,13912.512114082258,4912.364996137636,SR_Q_D_alphaCCC_WOB,0.2869218213707735,0.6370767815472402,0.06407397861065768,0.21783545372015067,0.2636757303913947,sub04
108.76036099694227,18.63699817001952,-6.755039787810802,12.476683175076573,306.4577739072336,289.1389904243277,290.497590814548,3.1078587170289893e-27,5.497366214009659e-05,0.0838057287273979,0.19793763809139253,2.102285901817289e-217,7.324331551648949e-193,2.039318919036999e-213,0.1280005210159204,-6846.959082819317,13703.918165638634,13729.430662417504,4595.521278834458,SR_Q_D_alphaCCC_WOB,1.0,0.397931013378928,0.7775947281195377,0.8693852398970933,0.5996709356841735,sub13
70.3379317953515,-24.078685228357084,-12.9349697508934,21.657611203379574,407.92941264386536,388.04820415153284,393.4058732508913,1.2171023397334641e-11,4.160223961405189e-06,0.0037806231701743853,0.02085472778395926,0.0,0.0,0.0,0.08925862861649125,-6876.353818652465,13762.70763730493,13788.13295877469,5885.832872730887,SR_Q_D_alphaCCC_WOB,0.6576018147932854,0.7304510467938908,0.5597498860797223,0.6868591648332051,0.22049962201849652,sub14
115.52939894155085,12.681138824342439,14.904439046673088,57.386580206437074,335.61193906492304,364.95608054531647,411.1953792114671,9.180520509669896e-17,0.04842271425631458,0.0071101271224676965,0.011411803240905192,5.107200481922501e-159,2.0587197451824017e-164,3.987622335008896e-219,0.146058154093216,-7509.636620965616,15029.273241931232,15054.93572968953,9493.356979916942,SR_Q_D_alphaCCC_WOB,0.9999521940530288,0.6079291325569505,0.8904011139271879,0.28682607277823513,0.4406474703577959,sub15
98.76347134941828,32.82221996445058,14.865873876984566,23.607553875993762,296.5028891257351,281.0865545370865,335.79805007595013,2.212910085929437e-25,9.855896632913622e-08,0.0040453951351444705,0.08007964995927358,1.467226695813018e-210,9.033315157387762e-163,1.3962428192203599e-251,0.14806533522807908,-7243.975821279456,14497.951642558908,14523.501039874267,8092.433215013563,SR_Q_D_alphaCCC_WOB,1.0,0.6354988533996839,0.8236450362253409,0.8264441918649922,0.7881799761944968,sub16
128.47573389627925,11.174349702584806,20.11024175405354,-7.214154808956339,297.09407150106875,284.71031290085534,310.74477950842663,7.778774053219726e-29,0.03335544234942905,6.976427441587892e-06,0.6087119714328217,9.216368359947779e-242,7.262581702323249e-201,1.8938018125527102e-252,0.12762108968402452,-7195.4152802695935,14400.830560539187,14426.465014583682,6130.447219957597,SR_Q_D_alphaCCC_WOB,0.6830694474117986,0.6182610709081979,0.7623763807840054,0.8630900208762907,0.9485970323724264,sub33
113.53092916013928,1.9559766297696368,-9.972079100852826,29.931387363536373,327.3446214966237,340.855707421986,341.8266347888008,1.0135802151048392e-17,0.7081826225407668,0.023850123221178937,0.02474700291017717,3.8010226679217203e-181,7.916349413774919e-187,7.289371208646032e-193,0.07530497892223753,-7138.928584065054,14287.857168130107,14313.46343039633,5973.438478365876,SR_Q_D_alphaCCC_WOB,1.0,0.25981991876631816,0.3631937586114555,0.7822058208924018,0.2096986056816849,sub34
88.29542701699455,14.644138469690366,23.85007631071319,44.96213680889741,342.5884930588248,345.64265565138567,342.0576152437918,1.5577023541688388e-28,0.008373554584727392,6.048467735262689e-07,0.006087003102190043,1.3158972879368693e-300,1.0106029709197452e-262,4.356379411243551e-303,0.12731727283606675,-7302.894777485968,14615.789554971936,14641.440047522563,7017.131301807438,SR_Q_D_alphaCCC_WOB,1.0,1.0,0.9301351057238894,0.29013878688673256,0.7223798971432229,sub35
248.35780006861592,-12.916865868773675,11.071222759744222,0.025595366651662062,369.08108363259356,391.84023415012086,351.3365053148758,9.015913258227494e-27,0.25490790565812405,0.2573076899158825,0.9995303823661892,5.042328468821223e-101,1.0696655616344444e-93,6.354350212437538e-92,0.09588764711817176,-8202.431150878137,16414.86230175628,16440.512794306902,29629.337848488794,SR_Q_D_alphaCCC_WOB,0.798801959995336,0.8366915684277346,0.9138285075131732,0.613129153192228,0.4525191167567853,sub36
237.39108298555175,23.553735997603926,20.341431011968734,-9.772427231387367,282.14929949535804,278.5230677315344,270.20209981666005,1.692915482568348e-35,4.855258251265188e-06,2.5732578796882267e-06,0.3475396788653067,1.80569808410957e-154,2.8431412893771484e-139,1.1270721670505955e-142,0.1682536149000985,-6983.382285505251,13976.764571010503,14002.289398251853,5591.981187055746,SR_Q_D_alphaCCC_WOB,0.5221448387862744,0.5700370351199612,0.5644209742427929,0.3113596994911878,0.3853899882090001,sub37
92.20253295053652,15.533246510105592,9.319971157092242,-28.21547630106412,328.4786042759896,337.9769555205005,338.47195676728666,2.865558133681955e-14,0.007604461408831539,0.053862858478608215,0.010896587246033422,3.015752641181755e-203,4.909147983322253e-182,7.502380518484334e-204,0.07685356430979473,-6856.188886014438,13722.377772028876,13747.727142671169,6783.904593014543,SR_Q_D_alphaCCC_WOB,1.0,1.0,0.4509611557472932,0.211988877393864,0.3759323217197365,sub38
161.95111693951478,3.967226762332493,34.732839890214464,23.710258535028558,286.76957942342096,271.45728159922584,247.93531360643618,6.283041381016055e-77,0.40459078660792,4.86790914707655e-17,0.1035205821746192,1.265531004744279e-268,1.2486135128016254e-219,3.3833348385335123e-221,0.3010052445256278,-7087.089321328807,14184.178642657616,14209.813096702106,5151.305092085629,SR_Q_D_alphaCCC_WOB,0.8705540956996227,0.9774739542395916,0.9733524922695206,0.09189107490415648,0.6756427311589854,sub39
86.0041260195306,4.9519087919888936,-15.803298222884946,-1.5024025179025045,344.6273789607645,371.536502657526,350.22914817198983,2.8553791444379433e-20,0.2434402935174445,1.063990915479706e-05,0.8750743369824892,0.0,0.0,0.0,0.12406378662394155,-6855.388182602334,13720.776365204669,13746.366446226995,3916.5356359869393,SR_Q_D_alphaCCC_WOB,0.73242334365448,0.4884359681671888,0.3056198135304709,0.7502490823517671,0.2605171328812692,sub40
103.89737518040329,-10.589122942521547,-9.823762930694622,21.254640838032568,355.10683385695665,359.4658379206854,343.437328366762,2.7320166056607502e-40,0.01812659394784323,0.010031110151434165,0.10629566270432947,6.9471462810914e-288,0.0,8.063057556336992e-279,0.16293313385980826,-7038.3440038295985,14086.688007659197,14112.34650021153,4511.890213999285,SR_Q_D_alphaCCC_WOB,1.0,0.012676603547398472,0.7929698469161345,0.21545473156021103,0.5843702166037271,sub09
