,trial_index,RT,congruency,stimPosit,respPosit,correction,hand,block1,block2,block3,error_outlier,nblock,postError,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr,conflict
0,1,475.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-0.5,0.5181357163826079
1,2,506.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5,0.5,0.5,0.6741778857611362,0.3258221142388637,0.5,-0.5,0.0,0.0,0.5181357163826079
2,3,421.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.565357742579314,0.6741778857611362,0.3258221142388637,0.565357742579314,0.43464225742068596,0.0,0.0,0.43464225742068596,-0.43464225742068596,0.4788145916122351
3,4,357.2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.2832321185007207,0.565357742579314,0.43464225742068596,0.7167678814992793,0.2832321185007207,0.0,0.0,-0.7167678814992793,0.7167678814992793,0.5873938243220213
4,5,504.7,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.4754754485829395,0.5245245514170606,0.4754754485829395,0.467077653137213,0.532922346862787,-0.5245245514170606,0.5245245514170604,0.0,0.0,0.5306860790867509
5,6,316.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.48764636358994645,0.3418033966257965,0.6581966033742035,0.48764636358994645,0.5123536364100536,0.0,0.0,0.5123536364100536,-0.5123536364100536,0.5246080063475361
6,7,371.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0,0.44063900342416473,0.44063900342416473,0.5593609965758353,0.6661277098938126,0.33387229010618746,-0.44063900342416473,0.44063900342416473,0.0,0.0,0.48277838178403726
7,8,555.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,1,0.5623370300488135,0.2871398634235345,0.7128601365764655,0.5623370300488135,0.4376629699511865,0.0,0.0,0.4376629699511865,-0.4376629699511865,0.4808202426486957
8,9,494.4,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.28520054838711173,0.42012730002452237,0.5798726999754776,0.7147994516128883,0.28520054838711173,0.0,0.0,-0.7147994516128883,0.7147994516128883,0.5871877216430366
9,10,457.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.46579493716258324,0.47002891990966605,0.5299710800903339,0.46579493716258324,0.5342050628374168,0.0,0.0,0.5342050628374168,-0.5342050628374168,0.5353089281145419
10,11,541.3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.511246216067029,0.4887537839329709,0.511246216067029,0.6518883539784157,0.34811164602158434,-0.4887537839329709,0.488753783932971,0.0,0.0,0.5119782146033288
11,12,552.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.3184935824465707,0.3184935824465707,0.6815064175534292,0.5569939168611266,0.44300608313887335,0.6815064175534293,-0.6815064175534292,0.0,0.0,0.5825278433669872
12,13,688.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.44409972366922434,0.5559002763307757,0.44409972366922434,0.5213861462981857,0.47861385370181425,-0.5559002763307757,0.5559002763307757,0.0,0.0,0.5449885967686273
13,14,523.6,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.6377507933198763,0.3622492066801238,0.6377507933198763,0.5080248433284879,0.49197515667151215,-0.3622492066801238,0.3622492066801237,0.0,0.0,0.4252886200241574
14,15,519.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5030112068602205,0.23605760480373808,0.763942395196262,0.5030112068602205,0.4969887931397795,0.0,0.0,0.4969887931397795,-0.4969887931397795,0.5165118247985699
15,16,386.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.3238598786676485,0.40095941832327636,0.5990405816767237,0.6761401213323515,0.3238598786676485,0.0,0.0,-0.6761401213323515,0.6761401213323515,0.5815692892739713
16,17,569.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.46283644841682225,0.46283644841682225,0.5371635515831777,0.44060280770845717,0.5593971922915428,0.5371635515831777,-0.5371635515831777,0.0,0.0,0.5366843378704871
17,18,481.3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.4777120592160106,0.6499604718622243,0.3500395281377758,0.4777120592160106,0.5222879407839893,0.0,0.0,0.5222879407839893,-0.5222879407839893,0.5295913500158335
18,19,508.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.4437294931316097,0.5562705068683903,0.4437294931316097,0.6596540777845963,0.3403459222154037,-0.5562705068683903,0.5562705068683903,0.0,0.0,0.5451456117801189
19,20,508.3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.6375095347268335,0.36249046527316653,0.6375095347268335,0.559907892853248,0.440092107146752,-0.36249046527316653,0.36249046527316653,0.0,0.0,0.42548440903498047
20,21,495.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.4775204261869313,0.23621481957346505,0.763785180426535,0.5224795738130688,0.4775204261869313,0.0,0.0,-0.5224795738130688,0.5224795738130688,0.5296855384004765
21,22,539.1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5989815890990805,0.4010184109009195,0.5989815890990805,0.340470798772789,0.659529201227211,-0.4010184109009195,0.4010184109009195,0.0,0.0,0.4552573627984869
22,23,346.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.44013896527604957,0.26132133297689397,0.738678667023106,0.44013896527604957,0.5598610347239504,0.0,0.0,0.5598610347239504,-0.5598610347239504,0.5466541357626071
23,24,426.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5895607316066678,0.41043926839333217,0.5895607316066678,0.6351697879725692,0.3648302120274308,-0.41043926839333217,0.4104392683933322,0.0,0.0,0.4620857298784777
24,25,425.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5507205158003061,0.26746038038913583,0.7325396196108641,0.5507205158003061,0.4492794841996938,0.0,0.0,0.4492794841996939,-0.4492794841996938,0.48836318198073786
25,26,656.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5872571424989107,0.41274285750108924,0.5872571424989107,0.7072296171478192,0.2927703828521808,-0.41274285750108924,0.4127428575010893,0.0,0.0,0.46372839463864324
26,27,652.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.2689615009359899,0.2689615009359899,0.7310384990640101,0.5777599286681605,0.4222400713318395,0.7310384990640101,-0.7310384990640101,0.0,0.0,0.5886562752498389
27,28,475.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5291782930919777,0.5236229812899174,0.4763770187100827,0.5291782930919777,0.4708217069080222,0.0,0.0,0.4708217069080223,-0.4708217069080222,0.5016368585527683
28,29,439.2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.3068082479486448,0.5088641834372688,0.49113581656273114,0.6931917520513551,0.3068082479486448,0.0,0.0,-0.6931917520513551,0.6931917520513552,0.5844158809929381
29,30,482.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.4517144044526294,0.5033261571452494,0.4966738428547506,0.4517144044526294,0.5482855955473706,0.0,0.0,0.5482855955473707,-0.5482855955473706,0.5416984031513539
30,31,518.1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.4987519074449228,0.5012480925550772,0.4987519074449228,0.6427128561040825,0.35728714389591754,-0.5012480925550772,0.5012480925550772,0.0,0.0,0.5188034750303167
31,32,457.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.6733645734510142,0.3266354265489858,0.6733645734510142,0.5535509434578892,0.4464490565421107,-0.3266354265489858,0.3266354265489858,0.0,0.0,0.39510997285944993
32,33,293.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5200942201250502,0.21285009052700726,0.7871499094729928,0.5200942201250502,0.47990577987494976,0.0,0.0,0.47990577987494976,-0.47990577987494976,0.5069559824834136
33,34,344.4,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.6077488671021446,0.3922511328978554,0.6077488671021446,0.6872721683313863,0.31272783166861373,-0.3922511328978554,0.3922511328978554,0.0,0.0,0.44874325868111636
34,35,463.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5702711834891483,0.2556081868667375,0.7443918131332625,0.5702711834891483,0.42972881651085176,0.0,0.0,0.4297288165108517,-0.42972881651085176,0.47551324890180946
35,36,655.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5917045073859748,0.4082954926140252,0.5917045073859748,0.7199696969101391,0.2800303030898609,-0.4082954926140252,0.4082954926140252,0.0,0.0,0.4605474921407985
36,37,438.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.7339365987245999,0.26606340127540007,0.7339365987245999,0.5825404600766513,0.41745953992334867,-0.26606340127540007,0.26606340127540007,0.0,0.0,0.33795586918551085
37,38,417.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.17337867985026806,0.17337867985026806,0.8266213201497319,0.5309721186389071,0.46902788136109286,0.8266213201497319,-0.8266213201497319,0.0,0.0,0.586611912934617
38,39,629.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.4883781586376947,0.4613369875877874,0.5386630124122125,0.5116218413623054,0.4883781586376947,0.0,0.0,-0.5116218413623054,0.5116218413623053,0.5242331107046907
39,40,400.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.3333954200868937,0.4854922615374745,0.5145077384625255,0.3333954200868937,0.6666045799131063,0.0,0.0,0.6666045799131063,-0.6666045799131063,0.5797239071098337
40,41,388.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5054438198724153,0.4945561801275847,0.5054438198724153,0.5656109728228043,0.43438902717719574,-0.4945561801275847,0.49455618012758473,0.0,0.0,0.5151867161251087
41,42,455.7,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.6777253195618681,0.3222746804381319,0.6777253195618681,0.5246195724181193,0.47538042758188065,-0.3222746804381319,0.3222746804381319,0.0,0.0,0.3912404154091409
42,43,371.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5092381399021164,0.2100084354920126,0.7899915645079874,0.5092381399021164,0.4907618600978836,0.0,0.0,0.4907618600978836,-0.4907618600978836,0.5130962226323633
