,trial_index,RT,congruency,stimPosit,respPosit,correction,hand,block1,block2,block3,error_outlier,nblock,postError,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr,conflict
0,1,633.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.0,0.0,0.7467235245632193
1,2,436.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5,0.6021573901440787,0.3978426098559213,0.5,0.5,0.0,0.0,-0.5,0.5,0.7467235245632193
2,3,511.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5640952454543379,0.5640952454543379,0.43590475454566213,0.3978426098559213,0.6021573901440787,0.43590475454566213,-0.43590475454566213,0.0,0.0,0.6789400916137207
3,4,419.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.6531570296058979,0.6531570296058979,0.346842970394102,0.43590475454566213,0.5640952454543379,0.34684297039410206,-0.346842970394102,0.0,0.0,0.5711130497305675
4,5,370.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5402144229023254,0.7240221748964608,0.2759778251035392,0.4597855770976747,0.5402144229023254,0.0,0.0,-0.4597855770976747,0.45978557709767465,0.7051554249892145
5,6,806.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0,0.6405552380200027,0.6405552380200027,0.35944476197999725,0.36584458793329966,0.6341554120667003,-0.6405552380200027,0.6405552380200028,0.0,0.0,0.8666019360785956
6,7,521.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,1,0.584171336535866,0.5096803353015175,0.4903196646984825,0.4158286634641341,0.584171336535866,0.0,0.0,-0.4158286634641341,0.41582866346413405,0.6560189447664009
7,8,409.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.6691312785490586,0.5060736033521998,0.49392639664780025,0.3308687214509414,0.6691312785490586,0.0,0.0,-0.3308687214509414,0.33086872145094137,0.550095165590036
8,9,396.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.7367326486765313,0.5038106797472263,0.49618932025277374,0.2632673513234688,0.7367326486765313,0.0,0.0,-0.2632673513234688,0.2632673513234687,0.4554998263542273
9,10,408.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.20947794028076913,0.5023908838450343,0.4976091161549657,0.20947794028076913,0.790522059719231,0.0,0.0,0.7905220597192308,-0.790522059719231,0.9509387403139197
10,11,439.4,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.4984999197152144,0.5015000802847855,0.4984999197152144,0.37099328122524544,0.6290067187747547,-0.5015000802847855,0.5015000802847855,0.0,0.0,0.7482115246547314
11,12,418.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.4190590392582978,0.3990362015669063,0.6009637984330937,0.4190590392582978,0.5809409607417023,0.0,0.0,0.5809409607417022,-0.5809409607417023,0.8205826440397326
12,13,266.2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.46224613598737035,0.4366536338345706,0.5633463661654293,0.5377538640126297,0.46224613598737035,0.0,0.0,-0.5377538640126297,0.5377538640126296,0.7828046351118028
13,14,413.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.46025543641740246,0.46025543641740246,0.5397445635825975,0.42788280143778157,0.5721171985622184,0.5397445635825975,-0.5397445635825975,0.0,0.0,0.7846280136387976
14,15,377.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5452475296873325,0.5705332283375083,0.4294667716624917,0.45475247031266747,0.5452475296873325,0.0,0.0,-0.45475247031266747,0.4547524703126675,0.6997251607722719
