,trial_index,RT,congruency,stimPosit,respPosit,correction,hand,block1,block2,block3,error_outlier,nblock,postError,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr,conflict
0,1,518.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5,0.5,0.5,0.5,0.5,-0.5,0.5,0.0,0.0,0.29516398628126866
1,2,490.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.01659953929452329,0.01659953929452329,0.9834004607054767,0.5,0.5,0.9834004607054767,-0.9834004607054767,0.0,0.0,0.10515256442232376
2,3,549.7,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.032647989179465764,0.9673520108205342,0.032647989179465764,0.5,0.5,-0.9673520108205342,0.9673520108205342,0.0,0.0,0.11896104387371581
3,4,505.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9678848045694969,0.03211519543050312,0.9678848045694969,0.5,0.5,-0.03211519543050312,0.03211519543050312,0.0,0.0,0.03398471014465072
4,5,524.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5,0.0010661948969998628,0.9989338051030001,0.5,0.5,0.0,0.0,0.5,-0.5,0.29516398628126866
5,6,480.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9989338051030001,0.0010661948969998628,0.9989338051030001,0.9834004607054767,0.01659953929452329,-0.0010661948969998628,0.0010661948969998836,0.0,0.0,0.0011613653488440178
6,7,355.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,3.539668817673894e-05,3.539668817673894e-05,0.9999646033118232,0.9834004607054767,0.01659953929452329,0.9999646033118232,-0.9999646033118232,0.0,0.0,0.09036017068671014
7,8,526.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.966802096548386,0.966802096548386,0.033197903451614,0.9834004607054767,0.01659953929452329,0.033197903451614,-0.033197903451614,0.0,0.0,0.035094501970142467
8,9,506.2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9834004607054767,0.9988978601943183,0.0011021398056817108,0.9834004607054767,0.01659953929452329,0.0,0.0,0.01659953929452329,-0.01659953929452329,0.01782339731967933
9,10,577.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9988978601943183,0.9988978601943183,0.0011021398056817108,0.9994489105904192,0.0005510894095808461,0.0011021398056817455,-0.0011021398056817108,0.0,0.0,0.0012004791476581782
10,11,461.2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.0005510894095808461,0.999963409973975,3.6590026024943675e-05,0.9994489105904192,0.0005510894095808461,0.0,0.0,-0.9994489105904192,0.9994489105904192,0.09082897948351273
11,12,528.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.0331807829284283,0.999963409973975,3.6590026024943675e-05,0.0331807829284283,0.9668192170715717,0.0,0.0,0.9668192170715717,-0.9668192170715717,0.1194106382852596
12,13,428.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9679024928310404,0.999963409973975,3.6590026024943675e-05,0.9679024928310404,0.03209750716895965,0.0,0.0,0.03209750716895965,-0.03209750716895965,0.033966559949381865
13,14,467.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.0010656076630147782,0.999963409973975,3.6590026024943675e-05,0.9989343923369852,0.0010656076630147782,0.0,0.0,-0.9989343923369852,0.9989343923369852,0.09129619052611343
14,15,498.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.03316370139649705,0.999963409973975,3.6590026024943675e-05,0.03316370139649705,0.966836298603503,0.0,0.0,0.966836298603503,-0.966836298603503,0.11939623295890342
15,16,426.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.0320980742600806,0.999963409973975,3.6590026024943675e-05,0.9679019257399194,0.0320980742600806,0.0,0.0,-0.9679019257399194,0.9679019257399194,0.11849640648033746
16,17,493.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,3.6590026024943675e-05,0.999963409973975,3.6590026024943675e-05,0.0321334520991291,0.9678665479008709,-0.999963409973975,0.999963409973975,0.0,0.0,0.09036125614686545
17,18,421.2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.0321334520991291,0.033197863833897,0.966802136166103,0.0321334520991291,0.9678665479008709,0.0,0.0,0.9678665479008709,-0.9678665479008709,0.11852631633830969
18,19,436.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.033197863833897,0.033197863833897,0.966802136166103,0.9678677224125297,0.03213227758747028,0.966802136166103,-0.966802136166103,0.0,0.0,0.1194250424997773
19,20,608.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9678677224125297,0.9679030599013634,0.03209694009863662,0.9678677224125297,0.03213227758747028,0.0,0.0,0.03213227758747028,-0.03213227758747028,0.034002237812804884
20,21,455.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9679030599013634,0.9679030599013634,0.03209694009863662,0.9989332379911285,0.0010667620088714858,0.03209694009863662,-0.03209694009863662,0.0,0.0,0.03396597805951221
21,22,419.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9989344111631975,0.9989344111631975,0.001065588836802557,0.9989332379911285,0.0010667620088714858,0.0010655888368025224,-0.001065588836802557,0.0,0.0,0.0011607058364470487
22,23,354.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9989332379911285,0.9999646234324634,3.537656753661877e-05,0.9989332379911285,0.0010667620088714858,0.0,0.0,0.001066762008871458,-0.0010667620088714858,0.0011619824771559849
