subject,SR_Q_WOB,SR_Q_D_WOB,SR_Q_D_E_WOB,SR_Q_D_alphaCCC_WOB,SR_Q_D_E_alphaCCC_WOB
sub01,13363.090359500156,13300.363889670842,13306.699856611203,13313.452966778515,13321.483711198238
sub02,13753.066568931828,13727.735168590942,13734.881090078496,13753.833278143533,13742.402538630959
sub04,13890.073694480105,13898.902893440061,13905.839195349461,13912.512114082258,13920.05895427666
sub13,13746.08680633579,13718.520929628745,13725.395442337673,13729.430662417504,13739.656830297454
sub14,13782.686622301184,13772.178324427705,13778.567936170159,13788.13295877469,13785.157902322524
sub15,15072.374754181863,15040.940790302111,15047.751099890349,15054.93572968953,15062.1741653309
sub16,14537.977767882625,14510.81978262585,14501.900829276421,14523.501039874267,14532.00323220749
sub33,14465.473847043619,14412.21123296544,14415.333644069231,14426.465014583682,14433.207866141682
sub34,14310.072812195653,14299.511022010105,14306.061522388309,14313.46343039633,14320.607912867155
sub35,14675.011081378445,14627.561777005218,14628.535492845878,14641.440047522563,14646.85251291336
sub36,16487.247983748282,16426.96321853477,16433.072907912534,16440.512794306902,16448.5192333776
sub37,14055.609135109551,13988.615865952066,13991.796993707218,14002.289398251853,14006.00692460367
sub38,13749.06637712029,13734.236634931322,13740.49404384294,13747.727142671169,13754.978833685404
sub39,14401.736854407358,14195.605525664705,14199.071888553022,14209.813096702106,14211.214316853868
sub40,13741.599789265596,13731.934668794596,13733.893490215927,13746.366446226995,13753.06237504579
sub09,14164.914038346411,14098.674162991058,14102.019097463091,14112.34650021153,14114.761827403183
sub10,14809.45149598146,14783.008578636609,14788.13895478109,14797.303697177098,14805.230622888257
sub11,13827.463325332945,13786.822771089468,13793.551920114165,13798.78170359275,13812.091297918918
sub12,14197.097496664852,14170.094429647268,14174.50982831931,14184.291608230677,14190.950452250425
sub17,13279.769440292883,13259.584445423472,13263.157569779558,13273.483324268038,13278.515309944363
sub18,14515.83839166901,14514.16210483173,14521.188104196564,14527.078322842412,14536.012093608415
sub19,13820.413068870947,13814.651853603022,13821.69151393044,13829.23046517254,13835.65050093287
sub20,14382.537772143245,14341.348839642,14347.069626794444,14353.220917231189,14362.552587114302
sub41,14704.04520699016,14653.283327387058,14660.288914552671,14667.403239092211,14674.68800009991
sub42,14377.649483664296,14383.143796511567,14388.878759536194,14397.307213694785,14403.538962199356
sub43,14103.291125093196,14103.52665872528,14107.367703082213,14117.599844856333,14121.622409635069
sub44,14892.635391095866,14886.192043080337,14892.439657669367,14900.403977698239,14906.821235275454
sub45,13678.329194411897,13634.475826841564,13640.76697294487,13643.92549237364,13655.77785911734
sub46,15237.258531453552,15230.1114057928,15236.385363694944,15244.371602812627,15250.645560688632
sub47,13984.651619591355,13927.394531819878,13934.514801961917,13941.52601857287,13948.685584838864
sub48,14976.80488935262,14910.480260479819,14916.645102363917,14924.732435135615,14931.807349548426
sub05,14235.656909363315,14233.532294167722,14240.218646056455,14247.817948970172,14254.960271695856
sub06,13755.513816603108,13717.580174719897,13722.107591329532,13731.312678349024,13738.99830436155
sub07,15021.290398900564,15023.64084352124,15027.835184140733,15038.042178983178,15042.05820837344
sub08,14167.44697258511,14168.747793119926,14175.757021752337,14182.872712649638,14190.007362736851
sub21,13824.07439823744,13809.185013953726,13813.654773731438,13823.078147833325,13830.596163385759
sub22,14465.185774224668,14466.442582285215,14473.449297384548,14480.68144210636,14487.801103466652
sub23,13165.597929461122,13134.777599660498,13128.758893946782,13148.942696181168,13152.870675095708
sub24,13616.011539523079,13614.657943226035,13617.968070554014,13625.16726846744,13632.632207715376
sub25,13451.68237795539,13442.974883256455,13446.785713802725,13459.348933359199,13466.388694992207
sub26,15084.289972222075,15029.869434325568,15036.012653796464,15045.464012966655,15046.669769087452
sub27,15103.389410478521,15050.9475642397,15058.023291181382,15063.391349196218,15068.533538408803
sub28,14228.643162283233,14205.950714986013,14212.701050801314,14218.1842512064,14226.958042691818
sub29,12635.65733481676,12551.889287583916,12556.885080736985,12565.820036785644,12572.014394020714
sub30,14162.174993266512,14148.219048744983,14154.712000679598,14162.493759301116,14168.956943598996
sub31,14437.195240197312,14410.073927716434,14417.211234129556,14424.28051874328,14431.96852574306
sub32,13828.022715817993,13789.333929674423,13795.760328065437,13802.725489953633,13808.735047253394
