,trial_index,RT,congruency,stimPosit,respPosit,correction,hand,block1,block2,block3,error_outlier,nblock,postError,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr,conflict
0,1,665.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,1.0,0,0.5,0.5,0.5,0.5,0.5,-0.5,0.5,0.0,0.0,0.75
1,2,332.4,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5,0.07600181615792373,0.9239981838420763,0.5,0.5,0.0,0.0,-0.5,0.5,0.75
2,3,383.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.07600181615792373,0.34783739633907573,0.6521626036609243,0.07600181615792373,0.9239981838420763,0.0,0.0,0.9239981838420763,-0.9239981838420763,0.9942237239406971
3,4,339.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.14045108019724184,0.44539255394194016,0.5546074460580599,0.8595489198027582,0.14045108019724184,0.0,0.0,-0.8595489198027582,0.8595489198027582,0.9802734940714279
4,5,334.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.13065455796318226,0.480402719898058,0.519597280101942,0.13065455796318226,0.8693454420368177,0.0,0.0,0.8693454420368177,-0.8693454420368177,0.9829293864834453
5,6,322.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.49296701429717776,0.49296701429717776,0.5070329857028222,0.8678563350731777,0.13214366492682228,0.5070329857028222,-0.5070329857028222,0.0,0.0,0.7569835228149261
6,7,365.6,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.07707085553077814,0.9229291444692218,0.07707085553077814,0.6320146638617403,0.3679853361382597,-0.9229291444692218,0.9229291444692218,0.0,0.0,0.994060083227754
7,8,361.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0,0.14028858232947927,0.14028858232947927,0.8597114176705207,0.547376842024649,0.452623157975351,-0.14028858232947927,0.14028858232947927,0.0,0.0,0.26089627832694345
8,9,480.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,1,0.9786756259134783,0.021324374086521658,0.9786756259134783,0.5170023927234273,0.48299760727657276,-0.021324374086521658,0.021324374086521658,0.0,0.0,0.0421940192428614
9,10,427.9,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.49389825606841314,0.0032413823180132244,0.9967586176819868,0.5061017439315869,0.49389825606841314,0.0,0.0,-0.5061017439315869,0.5061017439315869,0.7560645126525802
10,11,375.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9230706966010139,0.32172545181078765,0.6782745481892124,0.07692930339898613,0.9230706966010139,0.0,0.0,-0.07692930339898613,0.07692930339898607,0.14794048907651888
11,12,322.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.011693533548173762,0.4360216141184011,0.5639783858815989,0.011693533548173762,0.9883064664518263,0.0,0.0,0.9883064664518262,-0.9883064664518263,0.9998632612731577
12,13,358.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.4770397182234314,0.4770397182234314,0.5229602817765686,0.8497738272580821,0.15022617274191785,0.5229602817765686,-0.5229602817765686,0.0,0.0,0.7724331072373092
13,14,337.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.37447470702407637,0.9205081376130425,0.07949186238695749,0.6255252929759236,0.37447470702407637,0.0,0.0,-0.6255252929759236,0.6255252929759236,0.8597686937992322
14,15,413.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9049178833622249,0.650910111217927,0.34908988878207303,0.0950821166377751,0.9049178833622249,0.0,0.0,-0.0950821166377751,0.0950821166377751,0.18112362437123075
15,16,392.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9855471729027792,0.5541579570780243,0.4458420429219757,0.014452827097220886,0.9855471729027792,0.0,0.0,-0.014452827097220886,0.014452827097220844,0.02869676998333953
16,17,347.9,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9978031177839896,0.5194359694734404,0.4805640305265596,0.002196882216010481,0.9978031177839896,0.0,0.0,-0.002196882216010481,0.002196882216010443,0.004388938140549863
17,18,375.4,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9996660659233964,0.5069750952538383,0.4930249047461617,0.00033393407660368144,0.9996660659233964,0.0,0.0,-0.00033393407660368144,0.00033393407660364804,0.000667756641239779
18,19,366.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.4974968084886837,0.5025031915113163,0.4974968084886837,5.0759192597798054e-05,0.9999492408074022,-0.5025031915113163,0.5025031915113163,0.0,0.0,0.752496925543574
19,20,330.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.07638231036002602,0.07638231036002602,0.9236176896399739,0.32058041501448664,0.6794195849855134,0.9236176896399739,-0.9236176896399739,0.0,0.0,0.9941657426640647
20,21,357.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.43561068834830957,0.8596067563035528,0.14039324369644712,0.43561068834830957,0.5643893116516905,0.0,0.0,0.5643893116516905,-0.5643893116516905,0.810243328196712
21,22,329.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9142107745887023,0.629054091310893,0.37094590868910704,0.9142107745887023,0.0857892254112978,0.0,0.0,0.08578922541129774,-0.0857892254112978,0.16421865962592502
22,23,316.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5463143647668884,0.5463143647668884,0.45368563523311156,0.9869597261239198,0.013040273876080269,0.45368563523311156,-0.45368563523311156,0.0,0.0,0.7015406148493512
23,24,336.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9310381355150444,0.9310381355150444,0.06896186448495556,0.6747579650780406,0.32524203492195936,0.06896186448495556,-0.06896186448495556,0.0,0.0,0.13316799021666975
24,25,323.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5627163699990374,0.9895175461070135,0.010482453892986486,0.5627163699990374,0.4372836300009626,0.0,0.0,0.4372836300009626,-0.4372836300009626,0.6833502869351065
25,26,330.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.6756759042654132,0.6756759042654132,0.32432409573458665,0.9335312998875946,0.06646870011240541,0.32432409573458676,-0.32432409573458665,0.0,0.0,0.5434620723951161
26,27,342.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.6555838064249155,0.9507015594007902,0.04929844059920985,0.6555838064249155,0.34441619357508446,0.0,0.0,0.34441619357508446,-0.34441619357508446,0.5702098727534188
27,28,341.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.052352512451810884,0.6617457936518106,0.33825420634818937,0.9476474875481891,0.052352512451810884,0.0,0.0,-0.9476474875481891,0.9476474875481891,0.997259214439983
28,29,465.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.44195338086063823,0.5580466191393618,0.44195338086063823,0.1440458602623116,0.8559541397376884,-0.5580466191393618,0.5580466191393618,0.0,0.0,0.8046772091458517
29,30,512.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.6277432563403262,0.0848251131107613,0.9151748868892388,0.37225674365967376,0.6277432563403262,0.0,0.0,-0.37225674365967376,0.37225674365967376,0.6059384041192435
30,31,372.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.3510038623485559,0.3510038623485559,0.6489961376514441,0.05658437719033971,0.9434156228096603,0.6489961376514441,-0.6489961376514441,0.0,0.0,0.876796288616396
31,32,367.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.3408689512316902,0.9013502297180249,0.09864977028197519,0.3408689512316902,0.6591310487683097,0.0,0.0,0.6591310487683097,-0.6591310487683097,0.8838083580862076
32,33,315.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.6440348054805614,0.6440348054805614,0.3559651945194387,0.8998096864150629,0.10019031358493713,0.35596519451943864,-0.3559651945194387,0.0,0.0,0.5852191693296155
33,34,290.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.6434819420746218,0.9458919974550282,0.05410800254497189,0.6434819420746218,0.3565180579253782,0.0,0.0,0.35651805792537816,-0.3565180579253782,0.5859309902238731
34,35,381.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.33998024078896005,0.66001975921104,0.33998024078896005,0.9458079602091508,0.05419203979084919,-0.66001975921104,0.66001975921104,0.0,0.0,0.8844134358730807
35,36,397.2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.6599896002937982,0.10032540080030905,0.899674599199691,0.6599896002937982,0.3400103997062019,0.0,0.0,0.34001039970620184,-0.3400103997062019,0.5644137275040325
36,37,652.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1.0,0,0.3565665374311771,0.3565665374311771,0.643433462568823,0.9483171842194942,0.05168281578050582,0.643433462568823,-0.643433462568823,0.0,0.0,0.872860304384341
37,38,415.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.6608900995721737,0.902195776535976,0.09780422346402395,0.6608900995721737,0.3391099004278263,0.0,0.0,0.3391099004278263,-0.3391099004278263,0.5632242762874824
38,39,315.3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.948454063380705,0.6443382516042471,0.355661748395753,0.948454063380705,0.05154593661929496,0.0,0.0,0.05154593661929496,-0.05154593661929496,0.10043488965662956
