,conflict,congruency,hand,postError,block1,block2,block3,CONFLICT,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,relevant,alpha,decay,ccc,alpha_ccc,subject
0,161.95111693951478,3.9672267623324933,34.732839890214464,23.71025853502856,286.769579423421,271.45728159922584,247.9353136064362,6.2830413810160564e-77,0.40459078660792,4.8679091470765504e-17,0.10352058217461921,1.2655310047442796e-268,1.248613512801626e-219,3.383334838533514e-221,0.3010052445256278,-7087.089321328807,14184.178642657615,14209.813096702108,5151.3050920856285,SR_Q_D_alphaCCC_WOB,0.8705540956996227,0.9774739542395916,0.9733524922695206,0.09189107490415649,0.6756427311589854,sub39
