,conflict,congruency,hand,postError,block1,block2,block3,CONFLICT,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,relevant,alpha,decay,ccc,alpha_ccc,subject
0,51.19590068942705,7.201758931247472,-0.8873431511056076,9.847010713859449,403.82576234323625,379.8908937734103,385.3790352969112,3.370045574569034e-05,0.3552343408646297,0.8932272313742667,0.3996810902585105,3.452973327291132e-165,2.7543947372953306e-185,9.107213044935148e-155,0.02602254912736679,-7041.185480985967,14092.370961971934,14117.599844856331,12444.034044682947,SR_Q_D_alphaCCC_WOB,1.0,0.5357013660793949,1.0,0.6168218056772014,0.6683314758975296,sub43
