,trial_index,RT,congruency,stimPosit,respPosit,correction,hand,block1,block2,block3,error_outlier,nblock,postError,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr,conflict
0,1,625.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,-0.5,0.5,0.75
1,2,549.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.05514634111862304,0.5,0.5,0.05514634111862304,0.944853658881377,0.0,0.0,0.944853658881377,-0.944853658881377,0.9969588810612284
2,3,464.6,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5,0.5,0.5,0.8957895556402969,0.10421044435970306,-0.5,0.5,0.0,0.0,0.75
3,4,644.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5368779413777494,0.05514634111862304,0.944853658881377,0.5368779413777494,0.46312205862225064,0.0,0.0,0.46312205862225064,-0.46312205862225064,0.7117620760619899
4,5,435.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9489210259513168,0.4585504798696248,0.5414495201303752,0.9489210259513168,0.05107897404868317,0.0,0.0,0.05107897404868322,-0.05107897404868317,0.09954888650750039
5,6,326.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.994366362946244,0.4961379148294327,0.5038620851705673,0.994366362946244,0.005633637053755955,0.0,0.0,0.005633637053755969,-0.005633637053755955,0.011235536241058485
6,7,434.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.4996401477793277,0.4996401477793277,0.5003598522206723,0.9993786510585901,0.0006213489414098805,0.5003598522206723,-0.5003598522206723,0.0,0.0,0.7503597227270515
7,8,517.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5465299206525176,0.94481396981475,0.055186030185250035,0.5465299206525176,0.45347007934748235,0.0,0.0,0.4534700793474824,-0.45347007934748235,0.7013050458315528
8,9,481.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.45855417792343034,0.5414458220765697,0.45855417792343034,0.9499855686344294,0.050014431365570655,-0.5414458220765697,0.5414458220765697,0.0,0.0,0.7897280659089669
9,10,460.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.05971751200297559,0.05971751200297559,0.9402824879970244,0.5419276890570989,0.45807231094290113,0.9402824879970244,-0.9402824879970244,0.0,0.0,0.9964338187601745
10,11,392.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.503906638861783,0.896293722338097,0.10370627766190299,0.503906638861783,0.496093361138217,0.0,0.0,0.496093361138217,-0.496093361138217,0.7460780993110206
11,12,407.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5369249174276757,0.5369249174276757,0.4630750825723243,0.9452845325599752,0.054715467440024756,0.4630750825723243,-0.4630750825723243,0.0,0.0,0.7117116330452836
12,13,554.9,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.051073792934135887,0.9489262070658642,0.051073792934135887,0.5414896670570288,0.4585103329429712,-0.9489262070658642,0.9489262070658642,0.0,0.0,0.997391467675321
13,14,498.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5038658258857694,0.10465961662251055,0.8953403833774896,0.5038658258857694,0.49613417411423055,0.0,0.0,0.49613417411423055,-0.49613417411423055,0.7461192295044514
14,15,301.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9452800311873806,0.46316391053102457,0.5368360894689754,0.9452800311873806,0.05471996881261937,0.0,0.0,0.054719968812619424,-0.05471996881261937,0.1064456626383848
15,16,317.3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5034322258600906,0.4965677741399094,0.5034322258600906,0.9939647878677178,0.006035212132282246,-0.4965677741399094,0.4965677741399094,0.0,0.0,0.7465559939655547
16,17,456.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5460254805364637,0.054767791722469594,0.9452322082775304,0.5460254805364637,0.45397451946353634,0.0,0.0,0.4539745194635363,-0.45397451946353634,0.7018561746049239
17,18,396.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.4585152082909766,0.4585152082909766,0.5414847917090234,0.9499299325810018,0.050070067418998276,0.5414847917090234,-0.5414847917090234,0.0,0.0,0.7897638037658824
18,19,395.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.4580774948672558,0.9402781899317353,0.059721810068264714,0.5419225051327442,0.4580774948672558,0.0,0.0,-0.5419225051327442,0.5419225051327442,0.7901650086961393
19,20,447.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.541023197926325,0.541023197926325,0.45897680207367497,0.05977008665581812,0.9402299133441818,0.45897680207367497,-0.45897680207367497,0.0,0.0,0.7072938993055726
20,21,638.4,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.05062178258537925,0.9493782174146208,0.05062178258537925,0.45898130027515693,0.5410186997248431,-0.9493782174146208,0.9493782174146208,0.0,0.0,0.9974374351278786
21,22,765.9,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.8952905299437262,0.10470947005627396,0.8952905299437262,0.4961780567923348,0.5038219432076652,-0.10470947005627396,0.10470947005627385,0.0,0.0,0.19845486699308199
