,conflict,congruency,hand,postError,block1,block2,block3,CONFLICT,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,relevant,alpha,decay,ccc,alpha_ccc,subject
0,170.66068477692153,-12.613817871543368,7.445994727988159,31.914790152951586,411.40573567445927,429.2880776289444,416.6023381460362,4.186585747686976e-08,0.07490508280670065,0.21941566828732031,0.1411026773126538,2.58060266975979e-103,9.065268033035477e-124,9.872925744411108e-104,0.04023087228633915,-7604.360555130999,15218.721110261999,15244.371602812627,11371.223587735365,SR_Q_D_alphaCCC_WOB,0.5362714327652157,0.8353289689474253,0.624764405115445,0.03418742907557171,0.3483557615222726,sub46
