α_v,α_s,α_v_error,α_s_error,decay,MSE
0.77,0.54,0.14,0.09,0.46,1.577264278684224e7
0.08,0.9,0.74,0.51,0.02,1.6344161258197235e7
0.27,0.03,0.07,0.08,0.42,1.6053745662499886e7
0.6,0.35,0.73,0.42,0.5,1.5728180775773054e7
0.29,0.85,0.96,0.44,0.03,1.6362611202906562e7
0.7,0.74,0.75,0.99,0.93,1.6186998218987202e7
0.68,0.06,0.94,0.68,0.77,1.615595977421656e7
0.28,0.87,0.89,0.86,0.09,1.6376913295034964e7
0.75,0.85,0.56,0.74,0.88,1.6308046774091372e7
0.09,0.33,0.74,0.23,0.04,1.6326182275129553e7
