α_v,α_s,decay,MSE
0.54,0.25,0.64,2.9755962534498367e7
0.23,0.33,0.16,3.0066760817171704e7
0.36,0.15,0.17,2.930087763114936e7
0.72,0.06,0.74,2.964951527476524e7
0.82,0.33,0.24,2.955974182776934e7
1.0,0.29,0.1,2.9448014107048027e7
0.03,0.39,0.94,2.972360533018437e7
0.4,0.99,0.85,2.9871356029805332e7
0.23,0.2,0.31,2.981395594722887e7
0.96,0.8,0.13,2.9783632796912305e7
0.55,0.91,0.93,2.9925177305778142e7
0.03,0.42,1.0,2.9704913329330392e7
0.24,0.87,0.89,2.9798828858817432e7
0.73,0.42,0.58,2.983002524508672e7
0.6,0.17,0.3,2.950833238326756e7
0.78,0.98,0.46,3.0036121081856865e7
0.69,0.32,1.0,2.985716068380129e7
0.91,0.83,0.37,3.0009238415469345e7
0.86,0.77,0.69,3.0089484114523202e7
0.56,0.54,0.13,2.988413025189773e7
0.33,0.7,0.99,2.9896397374902148e7
0.28,0.7,0.18,3.009645200238798e7
0.68,0.41,0.36,2.974133507316249e7
0.77,0.2,0.88,2.972192474237739e7
0.81,0.97,0.49,3.0047302175214987e7
0.18,0.26,0.85,3.014107456457991e7
0.37,0.89,0.53,2.9935117730710827e7
0.61,0.66,0.82,3.0147945167422254e7
0.69,0.64,0.02,2.9860094471903097e7
0.09,0.26,0.45,3.0061245159429315e7
0.56,0.39,0.44,2.9854807136567466e7
0.51,0.47,0.97,3.0133848469158877e7
0.21,0.49,0.31,3.0101326590138808e7
0.32,0.88,0.89,2.9840695894962173e7
0.59,0.65,0.82,3.0146193000908844e7
0.76,0.49,0.16,2.9626435463761196e7
0.79,0.1,0.42,2.9607235675146446e7
0.2,0.85,0.04,3.0057528859760243e7
0.9,1.0,0.55,3.0017857937703595e7
0.49,0.01,0.38,2.9577299710972734e7
0.95,0.4,0.06,2.9480164575458065e7
0.51,0.35,0.62,2.9919048093064997e7
0.66,0.35,0.84,2.9868199210456632e7
0.16,0.18,0.62,3.0108738188353535e7
0.43,0.42,0.94,3.0140224149896223e7
0.89,0.33,0.42,2.967497363538389e7
0.49,0.55,0.86,3.0148633500662982e7
0.05,0.6,0.65,2.9725504037795626e7
0.94,0.33,0.35,2.9648627247934934e7
0.86,0.49,0.2,2.9635054804112617e7
0.53,0.2,0.84,2.976120097505569e7
0.8,0.92,0.99,3.001800346037873e7
0.06,0.58,0.76,2.972315518206995e7
0.12,0.56,0.39,2.9909110253403623e7
0.98,0.11,0.35,2.9621017991672877e7
0.97,0.21,0.4,2.963767977876253e7
0.05,0.62,0.69,2.9713958423675843e7
0.93,0.92,0.49,3.013430858730048e7
0.94,0.39,0.68,2.9778657914683107e7
0.92,0.76,0.14,2.9785257344239634e7
0.82,0.2,0.53,2.9654242330071557e7
0.22,0.53,0.06,3.014998631283573e7
0.64,0.38,0.16,2.9542610186037615e7
0.49,0.32,0.65,2.9900123208366603e7
0.92,0.31,0.73,2.9747639654673763e7
0.79,0.46,0.95,2.9922442945499834e7
0.09,0.57,0.35,2.987333575485507e7
0.72,0.58,0.03,2.9728318601154413e7
0.08,0.15,0.5,3.0144244636456273e7
0.57,0.9,0.26,3.009348566619069e7
0.17,0.39,0.22,3.0139957337145846e7
0.87,0.86,0.29,3.0091787249983955e7
0.14,0.24,0.27,3.0142501888383985e7
0.1,0.15,0.67,3.0150789185772866e7
0.39,0.26,0.39,2.9754438629178572e7
0.01,0.09,0.38,2.9989330737618957e7
0.63,0.42,0.68,2.9930047219447877e7
0.58,0.96,0.51,2.9990470130570147e7
0.51,0.18,0.15,2.9320135298184473e7
0.22,0.6,0.13,3.0115879800654165e7
0.84,0.04,0.92,2.9667753238351483e7
0.86,0.92,0.13,3.013189960434964e7
0.32,0.35,0.57,3.01194623320631e7
0.56,0.74,0.85,3.0066040011840224e7
0.72,0.57,0.04,2.9687623564281918e7
0.04,0.2,0.04,3.011679533576076e7
0.36,0.29,0.84,3.0048115766319543e7
0.31,0.39,0.49,3.014292395180368e7
0.68,0.52,0.49,2.9950262328371614e7
0.79,0.15,0.17,2.9446937064936604e7
0.14,0.72,0.83,2.975757641797673e7
0.56,0.78,0.52,3.0093876528772894e7
0.56,0.28,0.68,2.9797594959607173e7
0.54,0.96,0.53,2.997474622951476e7
0.62,0.88,0.91,2.9973076767105363e7
0.09,0.05,0.51,2.9662746702036418e7
0.32,0.71,0.31,3.0066006618413996e7
0.74,0.8,0.69,3.014177336957805e7
0.02,0.58,0.53,2.971508716554329e7
0.42,0.29,0.5,2.9855462203454483e7
0.86,0.26,0.26,2.9553305233779285e7
0.66,0.31,0.7,2.9790177027739193e7
0.65,0.89,0.91,2.9979689552606262e7
0.22,0.21,0.82,3.009567959988771e7
0.12,0.81,0.5,2.978760010084294e7
0.81,0.06,0.89,2.9667937590869386e7
0.76,0.26,0.36,2.9603573478783607e7
0.51,0.22,0.23,2.945601920322837e7
0.04,0.77,0.36,2.9737525349923924e7
0.83,0.99,0.02,3.014783339593967e7
0.5,0.33,0.11,2.948395460680695e7
0.91,0.86,0.64,3.011055189728051e7
0.86,0.07,0.5,2.9638133377604153e7
0.18,0.37,0.82,3.0034222114709493e7
0.98,0.17,0.97,2.9713117972787302e7
0.56,1.0,0.05,3.0117939874818593e7
0.92,0.19,0.9,2.9714481766053792e7
0.35,0.94,0.66,2.9883754354852136e7
0.11,0.37,0.52,2.9977811534777913e7
0.01,0.32,0.18,2.989343493099046e7
0.79,0.54,0.11,2.9623330098783176e7
0.64,0.07,0.41,2.9582510007378325e7
0.54,0.27,0.18,2.9448304721583486e7
0.43,0.66,0.88,3.003326023447262e7
0.85,0.48,0.34,2.9727420602570675e7
0.27,0.24,0.38,2.9907382430639137e7
0.31,0.27,0.32,2.9860533544093702e7
0.63,0.86,1.0,2.9979645898548134e7
0.81,0.45,0.81,2.9876837951941136e7
0.56,0.24,0.65,2.9739265981002703e7
