α_v,α_s,decay,MSE
0.94,0.3,0.89,4.470040730567611e6
0.77,0.85,0.17,4.457411807670212e6
0.54,0.05,0.8,4.468148216836616e6
0.73,0.38,0.57,4.4719503114387365e6
0.26,0.93,0.52,4.465602304656947e6
0.92,0.47,0.97,4.469945123802992e6
0.16,0.29,0.41,4.452314141161764e6
0.7,0.24,0.75,4.47044113833852e6
0.73,0.06,0.23,4.470689681033431e6
0.71,0.05,0.75,4.468093045266906e6
0.2,0.81,0.4,4.462888928155921e6
0.91,0.55,0.46,4.471985118992495e6
0.76,0.87,0.75,4.471972659496844e6
0.3,0.69,0.33,4.457698143322538e6
0.17,0.59,0.59,4.463886921057829e6
0.51,0.17,1.0,4.468700180438761e6
0.99,0.14,0.08,4.471951320744682e6
0.02,0.84,0.99,4.468130632351821e6
0.97,0.35,0.46,4.471752363364022e6
0.55,0.88,0.43,4.4655215752346385e6
0.05,0.31,0.85,4.464967002536417e6
0.28,0.67,0.19,4.450086623935711e6
0.1,0.24,1.0,4.467140101322033e6
0.32,0.04,0.59,4.470969299488831e6
0.64,0.54,0.92,4.47112134902423e6
0.4,0.99,0.26,4.461417975469652e6
0.62,0.02,0.21,4.4701460661679655e6
0.05,0.65,0.61,4.465786157434391e6
0.97,0.73,0.48,4.471957788993253e6
0.88,0.88,0.11,4.456446964293187e6
0.49,0.52,0.71,4.47070844239456e6
0.77,0.87,0.55,4.470666718731904e6
0.47,0.58,0.06,4.425992546558165e6
0.37,0.36,0.93,4.4718743758267015e6
0.83,0.1,0.12,4.471725702122881e6
0.63,0.09,0.6,4.469919701361617e6
0.88,0.26,0.01,4.443752971764997e6
0.28,0.52,0.18,4.442743638268889e6
0.45,0.71,0.11,4.44133643558654e6
0.83,0.39,0.75,4.470895879759602e6
0.42,0.41,0.61,4.4683819205589015e6
0.04,0.11,0.55,4.456115145586566e6
0.12,0.23,0.27,4.444594989882475e6
0.39,0.53,0.33,4.45449520665468e6
0.94,0.54,0.11,4.466916454001863e6
0.43,0.22,0.13,4.460821194798964e6
0.74,0.74,0.93,4.4706794750957545e6
0.15,0.81,0.91,4.468274886111446e6
0.69,0.69,0.69,4.471891877184478e6
0.74,0.21,0.94,4.468789193672355e6
0.51,0.02,0.13,4.470800557440395e6
0.57,0.12,0.38,4.471797632406069e6
0.45,0.97,0.37,4.464185664056144e6
0.22,0.37,0.85,4.467748275306395e6
0.24,0.54,0.14,4.441338454252678e6
0.85,0.21,0.47,4.471292072799487e6
0.47,0.66,0.95,4.471771195747062e6
1.0,0.84,0.41,4.471981255175159e6
0.22,0.24,0.04,4.414199834407566e6
0.26,0.49,0.29,4.450404304392697e6
0.98,0.34,0.47,4.471687847694018e6
0.74,0.79,0.42,4.468029616362937e6
0.71,0.12,0.67,4.469633627592175e6
0.74,0.5,0.21,4.465942884137146e6
