α_v,α_s,decay,MSE
0.06,0.3,0.44,1.0897052754158411e7
0.42,0.85,0.4,1.0897144647214683e7
0.63,0.68,0.05,1.0850713500900675e7
0.12,0.85,0.1,1.0902937758218365e7
0.03,0.1,0.14,1.0894021951022185e7
0.01,0.82,0.99,1.0901983173110448e7
0.3,0.15,0.79,1.0833040858708005e7
0.68,0.14,0.36,1.0874188246883044e7
0.88,0.3,0.61,1.0872799349846464e7
0.84,0.64,0.71,1.0839895104312407e7
0.38,0.26,0.11,1.0818770559250398e7
0.5,0.39,0.48,1.0822858333424723e7
0.93,0.68,0.31,1.0839993311102256e7
0.4,0.06,0.05,1.0874970846776713e7
0.55,0.61,0.1,1.0840884378639223e7
0.69,0.57,0.92,1.0828510251122272e7
0.77,0.05,0.15,1.0887208962541567e7
0.17,0.25,0.93,1.084389758537822e7
0.31,0.55,0.1,1.0882926242394945e7
0.23,0.4,0.66,1.0864478999644626e7
0.43,0.68,0.57,1.087628315164009e7
0.07,0.51,0.46,1.0902571316583866e7
0.32,0.97,0.4,1.090364922654041e7
0.86,0.85,0.91,1.084261133882031e7
0.6,0.41,0.26,1.0820523680001702e7
0.56,0.47,0.56,1.082351999511113e7
0.35,0.51,0.72,1.0857577921059698e7
0.26,0.28,0.46,1.0832096018553399e7
0.16,0.85,0.63,1.0903807127386902e7
0.34,0.08,0.17,1.0865129440654282e7
0.24,0.57,0.7,1.0888333106513232e7
0.11,0.45,0.27,1.0899426386394346e7
0.44,0.82,0.13,1.0893796202856824e7
0.91,0.64,0.9,1.0855599353557052e7
0.86,0.2,0.38,1.0876918995076979e7
0.29,0.98,0.89,1.0903790230675606e7
0.44,0.58,0.07,1.0864928802982124e7
0.24,0.96,0.53,1.0903802611137474e7
0.71,0.62,0.73,1.082828039002442e7
0.55,0.53,0.25,1.0824211116340632e7
0.74,0.33,0.21,1.0840704675712772e7
0.13,0.18,0.67,1.0840692972879972e7
0.53,0.67,0.95,1.0857228872568673e7
0.88,0.97,0.67,1.0891000944918621e7
0.44,0.5,0.46,1.083840477493754e7
0.14,0.43,0.33,1.0893743801756164e7
0.83,0.81,0.04,1.0842323493697274e7
0.5,0.03,0.03,1.0892311075121244e7
0.3,0.35,0.23,1.0842066594258815e7
0.81,0.24,0.67,1.0873598326369736e7
0.72,0.57,0.99,1.0831350954632856e7
0.96,0.07,0.73,1.0894233556606725e7
0.02,0.02,0.3,1.0846251501474228e7
0.25,0.2,0.81,1.0817142067484282e7
0.91,0.1,0.63,1.0890651683380209e7
0.84,0.82,0.22,1.0821895794903334e7
0.4,0.42,0.48,1.0831027557813844e7
0.38,0.76,0.14,1.0893423719320148e7
0.02,0.07,0.52,1.0885131431501454e7
0.66,0.68,0.88,1.0838142982103242e7
0.47,0.16,0.57,1.085610809908429e7
0.78,0.64,0.69,1.0831498211823191e7
0.79,0.96,0.43,1.0893214328806482e7
0.31,0.87,0.49,1.090212470812412e7
0.06,0.12,0.41,1.0870701216487976e7
0.86,0.33,0.71,1.0869523687981557e7
0.89,0.39,0.37,1.0860526931980297e7
0.09,0.5,0.39,1.090159666440975e7
0.92,0.51,0.56,1.0860301381918829e7
0.98,0.75,0.13,1.0836505105855232e7
0.19,0.15,0.61,1.0821854033349892e7
0.95,0.52,0.77,1.0867084644587042e7
0.88,0.5,0.39,1.0850381498392584e7
0.21,0.52,0.91,1.0886607987208508e7
0.4,0.97,0.27,1.090282717578477e7
0.73,0.51,0.37,1.0827802714666346e7
1.0,0.46,0.45,1.0870078731723208e7
0.01,0.39,0.65,1.0903179104766479e7
0.46,0.33,0.38,1.0823595237419758e7
0.24,0.31,0.32,1.0847758018901074e7
0.62,0.41,0.99,1.083150164689475e7
0.49,0.3,0.14,1.081679900066517e7
0.9,0.32,0.33,1.0866093973680897e7
0.93,0.25,0.07,1.0845584045280125e7
0.99,0.79,0.66,1.0862063729760468e7
0.32,0.05,0.31,1.08748005649919e7
0.29,0.98,0.79,1.0903798195143277e7
0.24,0.36,0.06,1.0875607729089307e7
0.14,0.72,0.64,1.0903166980353013e7
0.72,1.0,0.45,1.0901314343676256e7
0.11,0.86,0.5,1.090351603339561e7
0.9,0.32,0.25,1.0861528290641692e7
0.87,0.07,0.55,1.0891590599213103e7
0.88,0.94,0.53,1.0872022437762583e7
0.01,0.83,0.79,1.0901846291407323e7
0.22,0.88,0.7,1.0903644690752564e7
0.74,0.6,0.19,1.081296531029651e7
0.65,0.51,0.91,1.0827317885817561e7
0.95,0.42,0.02,1.081968870717656e7
0.08,0.13,0.76,1.0848623025356164e7
0.06,0.96,0.15,1.0900840001940379e7
0.72,0.49,0.49,1.083252156328187e7
0.81,0.26,1.0,1.0872790781371051e7
0.4,0.26,0.6,1.0826285789883092e7
0.88,0.65,0.39,1.0836661820036702e7
0.87,0.13,0.44,1.0885490005485488e7
0.68,0.69,0.89,1.0837381417894414e7
0.04,0.81,0.23,1.0902294189139292e7
0.65,0.15,0.95,1.0872783997651394e7
0.7,0.33,0.35,1.0845630915721176e7
0.76,0.35,0.83,1.0857550183095127e7
0.01,0.27,0.97,1.090095776825181e7
0.82,0.98,0.54,1.0897504467210855e7
0.69,0.11,0.24,1.0876424002957659e7
0.69,0.98,0.91,1.089988950546984e7
