α_v,α_s,decay,MSE
0.09,0.28,0.39,1.65357809494204e7
0.24,0.7,0.84,1.6566902786030455e7
0.58,0.2,0.29,1.7338090183601096e7
0.8,0.98,0.57,1.6824774543279238e7
0.7,0.22,0.75,1.7254746877972953e7
0.35,0.89,0.39,1.6616725398475233e7
0.84,0.33,0.34,1.728805428039696e7
0.43,0.98,0.16,1.6638171975580325e7
0.02,0.97,0.01,1.678068765005388e7
0.25,0.07,0.19,1.73658821144721e7
0.46,0.75,0.82,1.6656642829743223e7
0.04,0.54,0.01,1.6762502864067277e7
0.47,0.29,0.54,1.7440029291410178e7
0.93,0.64,0.8,1.7392897736893944e7
0.33,0.02,0.75,1.7193667541554008e7
0.58,0.59,0.38,1.7104034996385034e7
0.13,0.62,0.23,1.655027094399475e7
0.97,0.58,0.9,1.732872904766324e7
0.76,0.53,0.44,1.7442749019557312e7
0.71,0.94,0.9,1.6816648829500254e7
0.93,0.18,0.02,1.7246071636892855e7
0.31,0.92,0.13,1.6587869363452733e7
0.98,0.91,0.84,1.7438908473537877e7
0.3,0.5,0.8,1.6649168286608689e7
0.66,0.95,0.09,1.6735318490935547e7
0.71,0.44,0.83,1.7433245727310568e7
0.04,0.86,0.36,1.6767816555882093e7
0.76,0.65,0.13,1.7338216471182656e7
0.59,0.72,0.71,1.6851782093759432e7
0.29,0.3,0.67,1.711250103472539e7
0.42,0.39,0.86,1.724173286849887e7
0.75,0.14,0.28,1.712968422038373e7
0.4,0.5,0.79,1.6889900545267247e7
0.23,0.87,0.78,1.6666119689961331e7
0.21,0.53,0.38,1.6506419731264362e7
0.35,0.13,0.69,1.739687735185349e7
0.75,0.72,0.16,1.719177270755694e7
0.65,0.14,0.14,1.7216966786439057e7
0.72,0.06,0.5,1.7031634534102507e7
0.35,0.18,0.18,1.7442501462171294e7
0.69,0.28,0.61,1.7333720792333245e7
0.89,0.31,0.23,1.7254037733283527e7
0.86,0.25,0.04,1.732169408951862e7
0.84,0.01,0.13,1.6876955941032246e7
0.72,0.93,0.55,1.6763944848833669e7
0.12,0.96,0.54,1.6749283085861672e7
0.53,0.11,0.63,1.722604232503906e7
0.62,0.18,0.94,1.7262084487307616e7
0.36,0.47,0.16,1.6785461177391037e7
0.68,0.72,0.51,1.7044360703820266e7
0.67,0.2,0.08,1.732953103498497e7
0.05,0.02,0.13,1.7430535779458493e7
0.48,0.18,0.75,1.736986025930337e7
0.8,0.46,0.75,1.7396620622153714e7
0.96,0.12,0.4,1.698963315506171e7
0.55,0.31,0.99,1.743665475734402e7
0.99,0.71,0.69,1.736214283729714e7
0.88,0.68,0.87,1.743919650209785e7
0.33,0.34,0.03,1.7101340679669462e7
0.76,0.96,0.58,1.6796436660996214e7
0.13,0.84,0.34,1.6656363957489304e7
0.74,0.59,0.83,1.7424071775802907e7
0.45,1.0,0.71,1.6765956670393331e7
