α_v,α_s,α_v_error,α_s_error,decay,MSE
0.81,0.35,0.52,0.13,0.8,1.6287063520363001e7
0.48,0.45,0.2,0.83,0.75,1.6227232095013838e7
0.26,0.11,0.58,0.54,0.66,1.6124775648099832e7
0.16,0.57,0.17,0.21,0.01,1.6509247534640998e7
0.21,0.3,0.87,0.61,0.43,1.639129000850512e7
0.48,0.07,0.98,0.09,0.26,1.6340265475355433e7
0.88,0.13,0.59,0.78,0.09,1.6302335796993265e7
0.19,0.94,0.55,0.11,0.07,1.6498268879290015e7
0.67,0.12,0.66,0.47,0.9,1.6288986665324735e7
0.94,0.26,0.51,0.21,0.54,1.6343294923725218e7
