α_v,α_s,decay,MSE
0.16,0.01,0.41,3.669777981916963e7
0.36,0.15,0.92,3.66879147691822e7
0.77,0.74,0.51,3.632136705553307e7
0.62,0.52,0.65,3.6476095104945555e7
0.42,0.79,0.01,3.597922457835994e7
0.91,0.51,0.61,3.669344874782413e7
0.82,0.92,0.24,3.583589269355847e7
0.37,0.49,0.33,3.579848895909089e7
0.73,0.87,0.84,3.6170723049568996e7
0.65,0.92,0.65,3.6086292341065094e7
0.08,0.67,0.23,3.620720086223413e7
0.78,0.45,0.67,3.669823882643558e7
0.13,0.96,0.27,3.6257030222935475e7
0.81,0.79,0.79,3.6441997394810684e7
0.96,0.23,0.07,3.667969620284296e7
0.25,0.44,0.95,3.613551366100651e7
0.91,0.98,0.37,3.600323802522462e7
0.39,0.5,0.37,3.584736637750889e7
0.47,0.95,0.65,3.6149238723930515e7
0.93,0.35,0.65,3.6652042476618685e7
0.33,0.57,0.15,3.5629002818104096e7
0.04,0.49,0.08,3.625218985288174e7
0.55,0.82,0.79,3.609844996829795e7
0.56,0.81,0.2,3.5690055274226926e7
0.78,0.65,0.5,3.653431839625766e7
0.79,0.51,0.44,3.666857488929073e7
0.68,0.12,0.99,3.663500808121001e7
0.16,0.61,0.65,3.615052966240028e7
0.63,0.16,0.72,3.667975949383338e7
0.26,0.29,0.48,3.604472984739836e7
0.67,0.01,0.47,3.658025168086199e7
0.07,0.06,0.99,3.644387291861939e7
0.36,0.25,0.48,3.644826431616429e7
0.72,0.34,0.62,3.67003628188991e7
0.67,0.41,0.83,3.668133798771312e7
0.38,0.08,0.94,3.669401710652737e7
0.56,0.87,0.28,3.581433328676403e7
0.87,0.7,0.41,3.6623522644710064e7
0.12,0.99,0.27,3.628340617652936e7
0.45,0.7,0.42,3.584322829254914e7
0.22,0.29,0.89,3.618913349943777e7
0.82,0.29,0.42,3.668566596849239e7
0.31,0.57,1.0,3.61519180359344e7
0.33,0.16,0.83,3.6658413470819265e7
0.26,0.22,0.64,3.634783962102357e7
0.16,0.78,0.96,3.629238982440594e7
0.69,0.23,0.45,3.669655313655039e7
0.27,0.95,0.08,3.595510560981944e7
0.12,0.41,0.37,3.600040969056364e7
0.98,0.58,0.92,3.666420601071801e7
0.07,0.51,0.63,3.623801543759866e7
0.3,0.72,0.07,3.573615661880613e7
0.92,0.25,0.79,3.661619488478491e7
0.24,0.42,0.66,3.599618356495196e7
0.44,0.35,0.71,3.646422711522035e7
0.19,0.6,0.93,3.6187444080464005e7
0.97,0.59,0.79,3.667555465432749e7
0.51,0.5,0.07,3.598059090788533e7
0.03,0.69,0.69,3.6363866222160175e7
0.57,0.08,0.1,3.667094429910808e7
0.04,0.94,0.19,3.636713687478563e7
0.18,0.77,0.29,3.6084411860087454e7
0.27,0.97,0.16,3.602087538810775e7
0.85,0.67,0.3,3.658556532158054e7
0.79,0.12,0.59,3.66132678768632e7
0.17,0.26,0.71,3.605530957955061e7
0.3,0.19,0.67,3.654314491542818e7
0.68,0.94,0.5,3.602902531467023e7
0.96,0.7,0.86,3.669118488472445e7
0.98,0.89,0.4,3.6688649910626404e7
0.95,0.62,0.86,3.668573864152962e7
0.32,0.36,0.06,3.590487847401925e7
0.01,0.01,0.87,3.632477014988376e7
0.74,0.96,0.6,3.610163105215441e7
0.57,0.12,0.58,3.668249155664297e7
0.17,0.74,0.46,3.615172330335628e7
0.4,0.63,0.8,3.60732830536088e7
0.67,0.2,0.42,3.6694154892118424e7
0.23,0.7,0.75,3.6152025927796215e7
0.91,0.05,0.05,3.65806841226871e7
0.19,0.64,0.85,3.6185378142260894e7
0.15,0.68,0.89,3.624951990918717e7
0.54,0.56,0.74,3.6275975319798894e7
0.05,0.87,0.08,3.631558420746444e7
0.43,0.77,0.07,3.56191664293e7
0.67,0.45,0.78,3.665569379347964e7
0.42,0.4,0.25,3.602722041296994e7
0.96,0.92,0.48,3.657758707277072e7
0.55,0.59,0.49,3.6089169748001345e7
0.18,0.07,0.32,3.662968232397862e7
0.76,0.75,0.62,3.63259154206483e7
0.56,0.71,0.46,3.59149578635206e7
0.47,0.22,0.38,3.66438569279425e7
0.67,0.57,0.95,3.657030596735777e7
0.92,0.48,0.82,3.6677061149335496e7
0.18,0.87,0.87,3.630159806775879e7
0.15,0.45,0.2,3.587848261122993e7
0.81,0.6,0.72,3.667199723127075e7
0.59,0.62,0.31,3.597603421971579e7
0.16,0.23,0.53,3.596784076346215e7
0.28,0.78,0.17,3.5856139206346616e7
0.8,0.51,0.79,3.669733040728431e7
0.45,0.39,0.45,3.627575417528124e7
0.92,0.03,0.47,3.651310521788847e7
0.77,0.77,0.35,3.613163891704498e7
0.58,0.65,0.13,3.576498903175549e7
0.61,0.04,0.85,3.6613516596183315e7
0.73,0.62,0.72,3.65486570034136e7
0.92,0.92,0.31,3.616100475005794e7
0.13,0.04,0.41,3.6667327421455815e7
