α_v,α_s,decay,MSE
0.79,0.04,0.68,1.1295221540616702e7
0.98,0.77,0.27,1.1290666252891216e7
0.2,0.25,0.77,1.1187136491728544e7
0.72,0.38,0.99,1.1301625901577607e7
0.14,0.58,0.8,1.1236132415173266e7
0.06,0.69,0.55,1.1258279740496784e7
0.09,0.59,0.98,1.125338793208646e7
0.7,0.43,0.88,1.1293145838741481e7
0.69,0.69,0.6,1.1216692608402424e7
0.35,0.68,0.75,1.1210092655582953e7
0.24,0.24,0.14,1.1149906288826864e7
0.94,0.55,0.25,1.1294601453866508e7
0.79,0.86,0.04,1.124013180252472e7
0.08,0.46,0.3,1.1218194093852919e7
0.67,0.76,0.59,1.1201585711224742e7
0.15,0.58,0.37,1.1215027495282143e7
0.81,0.17,0.92,1.1303499497128535e7
0.49,0.43,0.64,1.122368072357158e7
0.13,0.41,0.2,1.1179884159352396e7
0.5,0.37,0.32,1.1227020051726077e7
0.48,0.94,0.97,1.1247152824321717e7
0.93,0.42,0.22,1.1300182441377949e7
0.99,0.76,0.56,1.1302821568180606e7
0.24,0.29,0.72,1.1184704610293662e7
0.76,0.34,0.34,1.129747187588021e7
0.24,0.37,0.09,1.1137276575778456e7
0.13,0.66,0.57,1.1240141859705504e7
0.3,0.36,0.69,1.1184204945022415e7
0.21,0.49,0.7,1.119993467961541e7
0.46,0.45,0.96,1.1230573077898588e7
0.18,0.62,0.84,1.1234056900343195e7
0.95,0.8,0.89,1.130137307998875e7
0.84,0.4,0.79,1.1305563279585365e7
0.04,0.21,0.16,1.1198111327738278e7
0.58,0.72,0.53,1.1190507527116079e7
0.01,0.71,0.57,1.1269830209056236e7
0.72,0.76,0.68,1.1215192223097052e7
0.71,0.03,0.71,1.1297062385647643e7
0.14,0.17,0.14,1.1131699212712523e7
0.85,1.0,0.73,1.1255483026039734e7
0.78,0.02,0.65,1.1293140758022837e7
0.2,0.84,0.92,1.1256800345887529e7
0.67,0.78,0.53,1.1199016521311551e7
0.19,0.02,0.51,1.1306236323771752e7
0.33,0.16,0.63,1.1279240788530853e7
0.08,0.63,0.49,1.124653409048053e7
0.89,0.07,0.41,1.1294903749435797e7
0.35,0.61,0.28,1.1169701110319788e7
0.47,0.94,0.85,1.1245933514084607e7
0.22,0.58,0.39,1.1194952567642469e7
0.93,0.82,0.53,1.1280084293137718e7
0.69,0.46,0.48,1.1271645362377286e7
0.35,0.04,0.71,1.1306382160754085e7
0.53,0.45,0.32,1.1208282946512002e7
0.04,0.03,0.56,1.1216749030508483e7
0.64,0.36,0.25,1.127107778108255e7
0.8,0.44,0.48,1.1295511261377987e7
0.08,0.11,0.05,1.1185833415633827e7
0.49,0.35,0.36,1.123429747366381e7
0.2,0.62,0.82,1.1229248507635225e7
0.15,0.15,0.21,1.115176812953655e7
0.98,0.49,0.99,1.1305669391722087e7
0.95,0.8,0.28,1.1278529346403081e7
0.37,0.34,0.25,1.1176029879673392e7
0.88,0.53,0.61,1.1300801808708977e7
0.6,0.54,0.91,1.1245978590647101e7
0.43,0.59,0.87,1.1202494595466994e7
0.49,0.53,0.3,1.1171677279492516e7
0.01,0.68,0.42,1.1266824172935097e7
0.18,0.21,0.15,1.1132789801708546e7
0.45,0.17,0.95,1.1299972809600275e7
0.83,0.25,0.31,1.130602136250848e7
0.6,0.85,0.39,1.1210870980392663e7
0.21,0.92,0.68,1.1259659473551063e7
0.97,0.29,0.52,1.1305599554328782e7
0.22,0.1,0.72,1.1280970938637538e7
0.41,0.5,0.59,1.117947485892979e7
0.22,0.92,0.13,1.1245148193662874e7
0.2,0.03,0.62,1.1305301225040484e7
0.58,0.3,0.32,1.1277905884362917e7
0.22,0.64,0.23,1.1201423278330922e7
0.84,0.81,0.75,1.1247323739309127e7
0.39,0.48,0.33,1.115623323154125e7
0.58,0.28,0.14,1.1274849621842148e7
0.38,0.11,0.34,1.1300790697909601e7
0.75,0.68,0.08,1.1220240999318559e7
0.63,0.12,0.31,1.1306207685823882e7
0.87,0.86,0.52,1.1230508034806546e7
0.28,0.24,0.13,1.1173957503997672e7
0.37,0.99,0.13,1.1246410755347373e7
0.55,0.99,0.84,1.1251432058184749e7
0.88,0.62,0.2,1.127471735917282e7
0.72,0.51,0.45,1.1266686182050474e7
0.83,0.44,0.59,1.1301234584738636e7
0.52,0.29,0.94,1.1287754642216604e7
0.53,0.31,0.25,1.1257877300320402e7
0.51,1.0,0.56,1.1252629256063256e7
0.39,0.46,0.74,1.1193740343400972e7
0.74,0.59,0.05,1.1235789533039723e7
0.39,0.31,0.98,1.1250784831064876e7
0.66,0.31,0.98,1.1302016266687224e7
0.69,0.35,0.59,1.1295534144468654e7
0.41,0.73,0.02,1.125357271492015e7
0.68,0.84,0.72,1.1213376082350178e7
0.06,0.51,0.04,1.1256505342816167e7
0.61,0.84,0.13,1.1212849778942851e7
0.98,0.55,0.95,1.130620336999912e7
0.16,1.0,0.46,1.126918461540949e7
0.12,0.18,0.72,1.1175510265464291e7
0.98,0.71,0.87,1.1306087621393703e7
0.19,0.25,0.67,1.1173878055146128e7
0.78,0.85,0.51,1.1209165086972527e7
0.71,0.6,0.13,1.1222164304080535e7
0.77,0.03,0.87,1.129564202436851e7
0.45,0.44,0.41,1.1186516971899314e7
0.13,0.17,0.87,1.1194457502481967e7
0.6,0.91,0.1,1.1234097767404485e7
0.71,0.15,0.15,1.1306408004481567e7
0.39,0.68,0.22,1.1180191286893392e7
0.65,0.23,0.38,1.1301982897939034e7
0.75,0.34,0.97,1.1305115647393677e7
0.4,0.87,0.85,1.1239483465926196e7
0.7,0.71,0.52,1.121017845646751e7
0.16,0.42,0.05,1.119125427903213e7
0.13,0.39,0.25,1.1176201569178224e7
0.79,0.54,0.24,1.1266816046369566e7
0.99,0.15,0.98,1.129610250984083e7
0.81,0.6,0.15,1.1255541794693688e7
1.0,0.49,0.57,1.1306334372361483e7
0.99,0.78,0.23,1.1291099385589736e7
0.12,0.64,0.68,1.1243457237370677e7
0.07,0.88,0.59,1.127147737419587e7
0.53,0.79,0.82,1.1215264624136077e7
0.25,0.17,0.9,1.1255690300527163e7
0.47,0.41,0.77,1.123232356832797e7
0.03,0.54,0.97,1.1261758369950525e7
0.49,0.16,0.92,1.1303589210607309e7
0.59,0.31,0.9,1.129426078234415e7
0.63,0.17,0.11,1.1303689477296952e7
0.84,0.48,0.87,1.1303773093133785e7
0.58,0.83,0.84,1.1219907655975224e7
0.23,0.89,0.12,1.1239751937579297e7
0.84,0.46,0.54,1.1299739338784792e7
0.96,0.95,0.85,1.1260821027750421e7
0.43,0.61,0.17,1.116327702931183e7
0.26,0.32,0.11,1.1134609525128074e7
0.44,0.06,0.2,1.1305722706839237e7
0.37,0.1,0.76,1.1303247992732149e7
0.6,0.38,0.61,1.127422138853499e7
0.63,0.95,0.2,1.1241468184278414e7
0.12,0.35,0.71,1.1203134277949134e7
0.57,0.78,0.38,1.119435082813763e7
0.33,0.03,0.24,1.130519294460698e7
0.74,0.87,0.57,1.1212614243012313e7
0.8,0.34,0.65,1.1305083781075832e7
0.23,0.9,0.92,1.1259151081422398e7
0.68,0.59,0.8,1.1252903509836446e7
0.29,0.98,0.59,1.1258374795009274e7
0.91,0.15,0.13,1.1304925475302681e7
0.68,0.27,0.36,1.1299218665287364e7
0.27,0.82,0.71,1.1241686374675427e7
0.15,0.69,0.55,1.1238983358599417e7
0.69,0.08,0.38,1.1302205039917342e7
0.96,0.88,0.28,1.1269662266906258e7
0.62,0.19,0.58,1.1305313091214223e7
0.71,0.44,0.97,1.129498871204377e7
0.69,0.12,0.05,1.1306315614844598e7
0.35,0.22,0.48,1.1248763835471231e7
0.92,0.61,0.52,1.1298498294527067e7
0.51,0.49,0.85,1.1227687073478099e7
0.3,0.02,0.42,1.130564956868593e7
0.28,0.2,0.24,1.1211149094521938e7
0.57,0.18,0.79,1.1305059868853202e7
0.28,0.48,0.54,1.1171398846395275e7
0.51,0.02,0.54,1.1301376622490054e7
0.68,0.91,0.43,1.1225391561849186e7
0.77,0.23,0.62,1.1306405777729854e7
0.47,0.09,0.92,1.130638843522121e7
0.5,0.67,0.95,1.1211540380863737e7
0.27,0.6,0.65,1.1202988226173405e7
0.43,0.46,0.28,1.1165257405575383e7
0.64,0.98,0.23,1.1249861110275757e7
0.6,0.81,0.37,1.119996782588851e7
0.71,0.59,0.26,1.1229972127923448e7
0.77,0.55,0.87,1.1289406388264466e7
0.21,0.83,0.91,1.125454625190644e7
0.03,0.17,0.77,1.122099122102719e7
0.2,0.25,0.14,1.1128837349607829e7
0.15,0.13,0.45,1.1189722257811952e7
0.31,0.02,0.19,1.1303623765148388e7
0.34,0.1,0.11,1.1299560180758938e7
0.86,0.66,0.67,1.1288301495675564e7
0.5,0.12,0.59,1.1305841076479446e7
0.17,0.36,0.33,1.1154532030180542e7
0.9,0.78,0.22,1.1255950652738634e7
0.7,0.13,0.58,1.1305176615575425e7
0.6,0.87,0.41,1.121678539099569e7
0.28,0.99,0.25,1.1254518842762366e7
0.93,0.79,0.98,1.1299248339156298e7
