α_v,α_s,decay,MSE
0.36,0.1,0.52,3.44165470596394e7
0.91,0.45,0.91,3.442574796326348e7
0.87,0.54,0.07,3.4043946533463426e7
0.55,0.68,0.05,3.379212683293422e7
0.82,0.99,0.57,3.419497962771245e7
0.68,0.08,0.28,3.4459900330669545e7
0.86,0.95,0.48,3.3938703200815335e7
0.98,0.29,0.18,3.441764273946833e7
0.33,0.67,0.98,3.396192242957837e7
0.86,0.45,0.8,3.438230629208925e7
0.12,0.87,0.78,3.428593650181197e7
0.34,0.57,0.41,3.3652856453532614e7
0.32,0.53,0.31,3.361273407529117e7
0.26,0.14,0.45,3.415454736273422e7
0.04,0.76,0.85,3.428194686634673e7
0.3,0.52,0.85,3.373268746411138e7
0.73,0.92,0.2,3.400508599789889e7
0.27,0.83,0.83,3.417308751969521e7
0.18,0.1,0.17,3.407866242760502e7
0.06,0.54,0.71,3.411804724702386e7
0.79,0.12,0.84,3.445719230344978e7
0.62,0.38,0.7,3.416421185653672e7
0.75,0.85,0.4,3.3725573545270376e7
0.78,0.97,0.77,3.415691163193424e7
0.73,0.98,0.08,3.420194894021689e7
0.43,0.72,0.68,3.38518654048237e7
0.2,0.01,0.26,3.446092103994017e7
0.04,0.25,0.54,3.3871759306840815e7
0.58,0.93,0.45,3.412351813799923e7
0.49,0.53,0.87,3.3706954299428016e7
0.83,0.98,0.4,3.414138922355813e7
0.62,0.7,0.39,3.35901040508658e7
0.72,0.64,0.71,3.382645906721972e7
0.44,0.2,0.21,3.422537751838171e7
0.3,0.16,0.91,3.4223932538966164e7
0.27,0.98,0.26,3.426776067906259e7
0.38,0.15,0.65,3.433988658070633e7
0.1,0.91,0.34,3.430391928467582e7
0.49,0.94,0.01,3.432400459021885e7
0.32,0.3,0.27,3.3585724857827224e7
0.19,0.93,0.96,3.429516037586133e7
0.85,0.23,0.2,3.4424521077920474e7
0.31,0.89,0.82,3.4208806568266205e7
0.02,0.76,0.39,3.429523629096141e7
0.4,0.52,0.59,3.354036213778115e7
0.51,0.88,0.57,3.40709961705646e7
0.92,0.71,0.11,3.399562126058376e7
0.61,0.59,0.31,3.3596897857914545e7
0.56,0.38,0.97,3.415572750768964e7
0.55,0.97,0.12,3.4201343090756506e7
0.29,0.08,0.64,3.441281625362612e7
0.7,0.77,0.05,3.380208739370904e7
0.39,0.81,0.81,3.406606032099928e7
0.1,0.06,0.6,3.4082732774302654e7
0.91,0.38,0.44,3.439755318089029e7
0.79,0.37,0.55,3.434745777494696e7
0.77,0.99,0.16,3.4208213692635134e7
0.61,0.14,0.85,3.445671214822183e7
0.65,0.01,0.49,3.443165202754112e7
0.07,0.04,0.2,3.408206821781169e7
0.95,0.28,0.99,3.4461572626049526e7
0.69,0.69,0.67,3.367438635080028e7
0.2,0.38,0.99,3.375864338682823e7
0.36,0.87,0.11,3.412150794836491e7
0.89,0.6,0.42,3.41868415199968e7
0.68,0.26,0.07,3.423015584984686e7
0.13,0.47,0.78,3.392912050083776e7
0.92,0.06,0.26,3.443773421296569e7
0.51,0.12,0.55,3.444489714249845e7
0.92,0.52,0.28,3.426478502436174e7
0.06,0.35,0.1,3.400806014565239e7
0.52,0.14,0.95,3.4444549824876964e7
0.21,0.39,0.51,3.355334344198956e7
0.79,0.29,0.66,3.442357743941602e7
0.66,0.59,0.03,3.3790696284571745e7
0.11,0.88,0.11,3.425494299405899e7
0.89,0.98,0.48,3.409035723453167e7
0.84,0.82,0.08,3.3700572808818854e7
0.04,0.14,0.64,3.368548602503613e7
0.4,0.06,0.79,3.445916663272359e7
0.82,0.76,0.02,3.393259683638848e7
0.23,0.21,0.38,3.362268073034263e7
0.85,0.69,0.13,3.3852098515445285e7
0.85,0.97,0.51,3.40779626007794e7
0.4,0.16,0.49,3.43275936501083e7
0.7,0.69,0.63,3.366731228581603e7
0.6,1.0,0.41,3.424483017220893e7
0.29,0.83,0.51,3.413654446701927e7
0.75,0.5,0.56,3.411641443005398e7
0.09,0.57,0.62,3.408882537861885e7
1.0,0.57,0.95,3.443831996290644e7
0.12,1.0,0.19,3.431638586839133e7
0.02,0.26,0.24,3.402160021954417e7
0.33,0.21,0.67,3.404869018429025e7
0.62,0.92,0.56,3.408545057269397e7
0.02,0.63,0.81,3.4233914312132135e7
0.37,0.24,0.29,3.396531508339072e7
0.56,0.01,0.1,3.443104370728401e7
0.62,0.29,0.72,3.432772505855114e7
0.35,0.82,0.72,3.409719103454653e7
0.89,0.31,0.86,3.4453809246510856e7
0.68,0.67,0.48,3.361229150814242e7
0.04,0.34,0.78,3.400231141472706e7
0.85,0.94,0.81,3.397758208047554e7
0.98,0.11,0.54,3.4444041324836485e7
0.83,1.0,0.86,3.424947637796137e7
0.07,0.51,0.48,3.406436641378708e7
0.81,0.3,0.8,3.4436436300672665e7
0.79,0.45,0.26,3.4167121837864526e7
0.88,0.99,0.02,3.43003600533817e7
0.11,0.46,0.97,3.4005687313754976e7
0.26,0.97,0.31,3.426916981211372e7
0.61,0.28,0.47,3.429291139907631e7
0.91,0.1,0.52,3.444785863505035e7
0.25,0.6,0.31,3.3846413764276594e7
0.36,0.51,0.43,3.353214597886387e7
0.26,0.92,0.79,3.425429553118566e7
0.57,0.06,0.22,3.446008270474043e7
0.09,0.27,0.94,3.3818808602741815e7
0.6,0.21,0.94,3.442465858197461e7
0.62,0.5,0.77,3.392570641984065e7
0.61,0.62,0.29,3.357703557787181e7
0.25,0.82,0.5,3.415323883866608e7
0.04,0.7,0.01,3.391398054318674e7
0.64,0.13,0.49,3.445744909115442e7
0.02,0.42,0.32,3.411903941539464e7
0.59,0.99,0.53,3.423192905510826e7
0.92,0.39,0.47,3.440156044659376e7
0.38,0.52,0.02,3.396175043800051e7
0.06,0.56,0.07,3.417256008052509e7
0.31,0.3,0.21,3.3553263010237087e7
0.11,0.74,0.09,3.418178193708663e7
0.22,0.26,0.19,3.3431214014293488e7
0.57,0.49,0.61,3.375902766293124e7
0.97,0.62,0.26,3.4254973036439486e7
0.09,0.5,0.15,3.403832737124512e7
0.39,0.15,0.96,3.4374785890542805e7
0.82,0.49,0.75,3.4301037435133256e7
0.24,0.08,0.18,3.435843215739932e7
0.89,0.91,0.87,3.3846805601441e7
0.1,0.44,0.48,3.391865486230629e7
0.28,0.52,0.15,3.367643885515722e7
0.63,0.75,0.31,3.366031528700038e7
0.09,0.71,0.42,3.419708686657448e7
0.16,0.88,0.07,3.420281662185697e7
0.39,0.95,0.94,3.4244710635292344e7
0.38,0.42,0.37,3.34963408027451e7
0.09,0.46,0.01,3.386484663334002e7
0.72,0.57,0.94,3.4090223947989844e7
0.9,0.49,0.94,3.440953656524963e7
0.23,0.97,0.8,3.429994879177516e7
0.82,0.72,0.05,3.374756766395224e7
0.76,0.09,0.75,3.4454128956608884e7
0.74,0.26,0.06,3.426010478706776e7
0.73,0.4,0.4,3.4210718136808544e7
0.19,0.23,0.53,3.3440130083495192e7
0.11,0.84,0.36,3.4261580550868906e7
0.34,0.22,0.53,3.400739156282677e7
0.48,0.72,0.07,3.38593640671025e7
0.38,0.61,0.33,3.3675116881237894e7
0.41,0.06,0.85,3.445991292849978e7
0.2,1.0,0.77,3.4325142666814834e7
0.45,0.81,0.68,3.3999033946533374e7
0.05,0.87,0.01,3.3921798576815665e7
0.57,0.47,0.83,3.391405239948396e7
0.55,0.52,0.66,3.367993182245698e7
0.18,0.32,0.52,3.3491908684667673e7
0.56,0.42,0.53,3.3885186889403716e7
0.2,0.1,0.51,3.420688878757266e7
0.74,0.93,0.29,3.401824148527668e7
0.09,0.86,0.06,3.424230837019371e7
0.69,0.16,0.07,3.4391009872589424e7
0.72,0.94,0.5,3.406986017689524e7
0.85,0.62,0.14,3.396054202003887e7
0.39,0.36,0.5,3.3628205629790716e7
0.77,0.49,0.36,3.4106560418907605e7
0.52,0.94,0.5,3.416784619798419e7
0.41,0.79,0.73,3.400653096042263e7
0.18,0.1,0.97,3.4194570056367755e7
0.26,0.45,0.81,3.36656953239833e7
0.73,0.92,0.91,3.406716834305217e7
0.4,0.96,0.43,3.422962650509641e7
0.94,0.13,0.12,3.446009124308975e7
0.78,0.07,0.18,3.445561072806858e7
0.5,0.8,0.69,3.393671321794324e7
0.33,0.26,0.38,3.377500369308021e7
0.59,0.16,0.3,3.4425599286954835e7
0.52,0.77,0.18,3.384724066038333e7
0.92,0.97,0.69,3.3969929732363544e7
0.68,0.47,0.37,3.397715878729828e7
0.83,0.7,0.02,3.388798068425317e7
0.06,0.67,0.27,3.421074881909705e7
0.3,0.97,0.92,3.428390253301314e7
0.85,0.98,0.37,3.4127549701710574e7
0.61,0.61,0.32,3.358002827735487e7
0.16,0.17,0.85,3.3656385992033474e7
0.69,0.08,0.2,3.446066481579728e7
0.31,0.92,0.13,3.4188251799156666e7
0.38,0.16,0.58,3.431061186646601e7
0.32,0.36,0.13,3.3493945876211222e7
0.14,0.93,0.83,3.431015687977767e7
0.19,0.17,1.0,3.387506891664097e7
0.84,0.19,0.8,3.446163014436014e7
0.38,0.87,0.35,3.4123112800922275e7
0.38,0.82,0.63,3.4066012753981076e7
0.38,0.63,0.82,3.379237986074231e7
0.02,0.64,0.5,3.4233722759993e7
0.45,0.4,0.57,3.3687664666816056e7
0.14,0.08,0.88,3.415382606024096e7
0.53,0.81,0.31,3.390340722835397e7
0.81,0.61,0.96,3.421447883912442e7
0.61,0.31,0.59,3.426002530851731e7
0.18,0.39,0.79,3.3702959954394236e7
0.49,0.45,0.53,3.3648527678093515e7
0.5,0.7,0.78,3.377025697018063e7
0.7,0.03,0.78,3.443859620601487e7
0.96,0.68,0.87,3.4368003678788e7
0.18,0.06,0.16,3.4355266703615315e7
0.41,0.02,0.93,3.445858873552158e7
0.38,0.78,0.33,3.398620147714782e7
0.19,0.26,0.5,3.341291814461771e7
0.43,0.49,0.28,3.3512721996567126e7
0.37,0.87,0.91,3.416791397294955e7
0.82,0.48,0.6,3.427139804238734e7
0.51,0.27,0.66,3.422269010589975e7
0.88,0.15,0.34,3.4461588670923695e7
0.76,0.24,0.22,3.43943254205789e7
0.85,0.59,0.57,3.417120846563754e7
0.53,0.53,0.43,3.35685984861108e7
0.02,0.2,0.61,3.391285725096791e7
0.15,0.36,0.13,3.366977120499786e7
0.96,0.98,0.9,3.397533717591068e7
0.5,0.33,0.91,3.4132306331564e7
0.45,0.74,0.53,3.3844778581065476e7
0.41,0.13,0.25,3.438368938477449e7
0.24,0.74,0.54,3.407297238523557e7
0.02,0.83,0.31,3.4325221224253885e7
0.86,0.32,0.17,3.434521510895201e7
0.21,0.49,0.06,3.3798012584421426e7
0.41,0.03,0.5,3.445977032756713e7
0.69,0.59,0.94,3.3991815917412154e7
0.64,0.3,0.03,3.407058841748761e7
0.23,0.77,0.48,3.411412266431162e7
0.5,0.71,0.63,3.374137491345297e7
0.77,0.37,0.87,3.43864278108361e7
0.08,0.62,0.86,3.416486848741114e7
0.7,0.28,0.69,3.4393154604756266e7
0.33,0.42,0.99,3.3721460765674375e7
0.7,0.73,0.08,3.3684267598942034e7
0.52,0.22,0.94,3.437110492478914e7
0.84,0.49,0.61,3.4288474245728336e7
0.11,0.3,0.63,3.368126973275751e7
0.33,0.64,0.54,3.3806487567218885e7
0.63,0.06,0.25,3.445738358836322e7
0.62,0.39,0.97,3.423286022043489e7
0.25,0.9,0.08,3.418061169359908e7
0.31,0.45,0.89,3.3663997137769766e7
0.3,0.17,0.82,3.416799936914548e7
0.35,0.01,0.07,3.444307820425299e7
0.04,0.92,0.23,3.433990025971758e7
1.0,0.5,0.31,3.43641185423012e7
0.81,0.07,0.76,3.4443274664783664e7
0.76,0.04,0.81,3.443629652716678e7
0.34,0.91,0.3,3.418764886761485e7
0.4,0.74,0.15,3.391032337979187e7
0.46,0.8,0.11,3.397489238210469e7
0.17,0.41,0.07,3.374243069502472e7
0.5,0.06,0.36,3.446147065120471e7
0.44,0.9,0.58,3.414377373714323e7
0.34,0.38,0.58,3.3512416689538736e7
0.52,0.67,0.06,3.376872183428135e7
0.83,0.96,0.63,3.4062154560009755e7
0.45,0.98,0.01,3.432798750091271e7
0.75,0.22,0.29,3.442113542840625e7
0.42,0.83,0.76,3.4066862528736256e7
0.27,0.69,0.64,3.398180789934888e7
0.94,0.99,0.55,3.410882178969411e7
0.8,0.07,0.73,3.44446990981345e7
0.61,0.55,0.68,3.375014511209913e7
0.71,0.35,0.89,3.436369794779611e7
0.11,0.12,0.12,3.342477063778032e7
0.58,0.34,0.97,3.4259429626338e7
0.97,0.32,0.38,3.4437806067882575e7
0.09,0.94,0.52,3.432900025762667e7
0.38,0.05,0.75,3.446031643100953e7
0.31,0.68,0.59,3.391001675321345e7
0.96,0.64,0.26,3.4225665385426596e7
0.84,0.5,0.27,3.4173273561574616e7
0.25,0.34,0.75,3.3532634526221223e7
0.14,0.51,0.69,3.394221131774712e7
0.65,0.61,0.81,3.3796109304903045e7
0.24,0.51,0.75,3.376743497638869e7
0.68,0.24,0.39,3.4388690729858674e7
0.13,0.43,0.06,3.388139173057436e7
0.48,0.14,0.16,3.438675530201928e7
1.0,0.09,0.85,3.442672687726807e7
0.85,0.16,0.01,3.436860363923602e7
0.5,0.12,0.35,3.443937913237291e7
0.32,0.9,0.32,3.418690432058059e7
0.23,0.86,0.43,3.420183418539229e7
0.58,0.37,0.68,3.410840229841138e7
0.41,0.73,0.96,3.396616132055626e7
0.36,0.97,0.53,3.4254181920508176e7
0.06,0.8,0.71,3.428281121208089e7
0.94,0.25,0.8,3.446161136805661e7
0.23,0.57,0.79,3.388946437234435e7
0.54,0.66,0.9,3.375269820411594e7
0.04,0.29,0.95,3.399932472001476e7
1.0,0.18,0.07,3.443137911246109e7
0.71,0.38,0.81,3.431568151628748e7
0.69,0.16,0.08,3.4397884252564035e7
0.41,0.69,0.14,3.3817985294235066e7
0.73,0.68,0.05,3.371105457087303e7
0.59,0.5,0.26,3.3699305727782145e7
0.51,0.68,0.5,3.365176139582156e7
0.06,0.94,0.8,3.434582690801131e7
0.91,0.08,0.79,3.443533140492719e7
0.62,0.81,0.89,3.390318174711107e7
0.05,0.68,0.82,3.423122787705167e7
0.9,0.05,0.56,3.4427575350633204e7
0.83,0.05,0.25,3.4439763593980275e7
0.35,0.6,0.25,3.370276625823898e7
0.74,0.21,0.05,3.4321025144639865e7
0.22,0.1,0.71,3.426816757068898e7
0.19,0.93,0.45,3.427720067913746e7
0.45,0.9,0.5,3.413507526722802e7
0.55,0.94,0.22,3.415257935626393e7
0.24,0.14,0.71,3.4119029120943375e7
0.32,0.68,0.16,3.3888966867987216e7
0.05,0.26,0.47,3.383920456181819e7
0.65,0.31,0.75,3.433323584479519e7
0.21,0.11,0.41,3.41729290487792e7
0.54,0.53,0.66,3.364786339229914e7
0.11,0.12,0.75,3.3577688292772554e7
0.86,0.56,0.09,3.4022510023746274e7
0.58,0.07,0.88,3.446015145207086e7
0.83,0.89,0.1,3.380180353288962e7
0.69,0.93,0.68,3.407878240684901e7
0.96,0.74,0.07,3.405219170408078e7
0.45,0.1,0.32,3.444393831915759e7
0.02,0.6,0.31,3.422698899403324e7
0.6,0.58,0.45,3.360386512379198e7
0.03,0.51,0.84,3.41563651892806e7
0.9,0.93,0.62,3.374943190128053e7
0.01,0.7,0.14,3.4311019613902904e7
0.12,0.37,0.44,3.375216346921564e7
0.5,0.65,0.08,3.371632850224816e7
0.52,0.26,0.87,3.429887951533992e7
0.01,0.92,0.01,3.424293518445973e7
0.17,0.03,0.52,3.4444590611181036e7
0.37,0.93,0.04,3.4190200949389525e7
0.72,0.49,0.05,3.386491148205468e7
0.24,0.25,0.5,3.3521711783111837e7
0.95,0.69,0.38,3.420873199745622e7
0.52,0.07,0.6,3.446162443070412e7
0.43,0.9,0.02,3.4228279736348785e7
0.22,0.24,0.86,3.3651245896254726e7
0.02,0.4,0.17,3.415227152516485e7
0.92,0.83,0.09,3.3817012231788754e7
0.94,0.51,0.14,3.422778155844817e7
0.23,0.19,0.89,3.3877178948865406e7
0.22,0.76,0.96,3.415631798608101e7
0.37,0.94,0.79,3.423208532733299e7
0.1,0.08,0.07,3.3643241749941185e7
0.81,0.32,0.52,3.439804929189464e7
0.44,0.8,0.88,3.4026830330182634e7
0.45,0.86,0.83,3.410272569553921e7
0.62,0.95,0.06,3.41749665756369e7
0.13,0.06,0.46,3.4250796724103756e7
0.91,0.49,0.15,3.421543739908705e7
0.01,0.52,0.68,3.418099143354321e7
0.12,0.83,0.84,3.426559179988565e7
0.89,0.5,0.65,3.43446631734404e7
0.73,0.79,0.95,3.384081018137339e7
0.08,0.58,0.36,3.411128420467413e7
0.98,0.67,0.15,3.419539321982696e7
0.64,0.27,0.87,3.438844832825177e7
0.86,0.13,0.02,3.441939863858463e7
0.22,0.18,0.34,3.373499030451961e7
0.54,0.23,0.33,3.4296330689555615e7
0.64,0.59,0.98,3.392043262392949e7
0.1,0.87,0.83,3.4297999980977684e7
0.14,0.35,0.62,3.367654540910131e7
0.86,0.78,0.7,3.390569679455234e7
0.6,0.54,0.02,3.390955996701489e7
0.08,0.1,0.01,3.3518933445112135e7
0.58,0.62,0.36,3.355709853075075e7
0.34,0.81,0.92,3.411761948174493e7
0.53,0.55,0.27,3.355577568887711e7
0.6,0.94,0.11,3.414466211699693e7
0.62,0.83,0.28,3.385703146262397e7
0.39,0.3,0.96,3.399787107924609e7
0.41,0.55,0.94,3.373128302204767e7
0.5,0.52,0.09,3.359373697287034e7
1.0,0.05,0.31,3.442234418026779e7
0.52,0.53,0.87,3.37408555175267e7
0.68,0.5,0.96,3.414342269584844e7
0.05,0.71,0.56,3.423935077524664e7
0.56,0.9,0.81,3.4105167704445876e7
0.14,0.86,0.78,3.4269371651225656e7
0.88,0.69,0.09,3.390330639711607e7
0.14,0.55,0.39,3.3969760675969176e7
0.83,0.64,0.83,3.4158312256461784e7
0.48,0.87,0.93,3.411624749649905e7
0.19,0.95,0.61,3.429590085304979e7
0.86,0.12,0.27,3.446062832195516e7
0.17,0.52,0.99,3.397595542413545e7
0.12,0.01,0.53,3.445878939910129e7
0.94,0.21,0.64,3.446152494201975e7
0.58,0.8,0.62,3.384075041939829e7
0.99,0.14,0.84,3.4443705905240655e7
0.18,0.7,0.44,3.408658077766706e7
0.33,0.78,0.44,3.4035073511289634e7
0.31,0.56,0.99,3.384242573166691e7
0.26,0.46,0.82,3.368481056959305e7
0.86,0.24,0.68,3.445698362681683e7
0.49,0.36,0.64,3.392581379170749e7
0.22,0.72,0.45,3.4064558494103305e7
0.02,0.18,0.79,3.392549752589186e7
0.23,0.43,0.79,3.367167736014132e7
0.48,0.96,0.65,3.421541557008655e7
0.04,0.45,0.94,3.411554195106429e7
0.09,0.63,0.64,3.414166642114061e7
0.26,0.65,0.7,3.394475329564437e7
0.56,0.62,0.62,3.359093192586357e7
0.81,0.02,0.99,3.442005541579658e7
0.73,0.37,0.26,3.421669426793264e7
0.34,0.04,0.16,3.446144738912646e7
0.61,0.65,0.77,3.36825158507008e7
0.62,0.11,0.76,3.446131757986069e7
0.28,0.09,0.79,3.438865672610292e7
0.7,0.53,0.08,3.378791313249793e7
