α_v,α_s,decay,MSE
0.32,0.59,0.69,3.202053667443018e7
0.1,0.67,1.0,3.2003268765326314e7
0.03,0.86,0.85,3.1969000303252604e7
0.56,0.67,0.08,3.1943922169062424e7
0.82,0.99,0.29,3.200202287579572e7
0.19,0.28,0.44,3.1964316582454175e7
0.84,0.16,0.97,3.187850967917292e7
0.61,0.81,0.4,3.2016693308458265e7
0.66,0.62,0.9,3.187816036664193e7
0.9,0.4,0.96,3.180206080696279e7
0.19,0.07,0.64,3.1897921748237573e7
0.35,0.14,0.71,3.1866169996848047e7
0.11,0.99,0.76,3.1948714507098094e7
0.81,0.76,0.23,3.178961354558774e7
0.95,0.51,0.93,3.1778056371944737e7
0.14,0.13,0.22,3.1905193547817316e7
0.14,0.67,0.55,3.201308271110424e7
0.93,0.24,0.83,3.184549811533345e7
0.12,0.99,0.02,3.200676598538431e7
0.82,0.7,0.92,3.1792582879496638e7
0.8,0.62,0.21,3.1698557256172124e7
0.16,0.44,0.97,3.2025601624860004e7
0.84,0.47,0.91,3.177376087413688e7
0.43,0.08,0.14,3.1878970211654007e7
0.63,0.95,0.04,3.2023659876390293e7
0.1,0.46,1.0,3.202398605208292e7
0.28,0.6,0.8,3.2025727066183902e7
0.52,0.98,0.47,3.198800324578448e7
0.86,0.34,0.55,3.1775789948211674e7
0.93,0.1,0.78,3.190099103599694e7
0.71,0.54,0.08,3.1732684789884783e7
0.59,0.98,0.14,3.2004529917695224e7
0.84,0.85,0.72,3.1898690819320224e7
0.03,0.21,0.16,3.2022786366889887e7
0.19,0.46,0.2,3.201792616354692e7
0.01,0.84,0.46,3.1970492247619234e7
0.85,0.84,1.0,3.190853861607091e7
0.8,0.48,0.3,3.170365448380749e7
0.64,0.74,0.05,3.195960211631945e7
0.78,0.16,0.75,3.18654445802442e7
0.31,0.25,0.95,3.190423898909343e7
0.06,0.72,0.12,3.199279215406776e7
0.62,0.78,0.71,3.200803783187808e7
0.06,0.16,0.48,3.2011687498977378e7
0.71,0.66,0.79,3.184305237471202e7
0.08,0.29,0.93,3.2023903303780027e7
0.85,0.39,0.03,3.172285556848192e7
0.15,0.04,0.87,3.1932933807808187e7
0.58,0.01,0.08,3.1939830915275145e7
0.38,0.76,0.74,3.2023247357405033e7
0.85,0.5,0.46,3.1707127081487693e7
0.76,0.66,0.53,3.1758993942528598e7
0.3,0.41,0.59,3.196217799541294e7
0.35,0.54,0.21,3.1983502725353584e7
0.4,0.92,0.14,3.2012600798389696e7
0.87,0.19,0.58,3.184963804444036e7
0.06,0.67,0.3,3.200149978101264e7
0.83,0.22,0.01,3.181850157508638e7
0.38,0.12,0.09,3.184055474217358e7
0.35,0.46,0.25,3.1944383870412417e7
0.93,0.58,0.96,3.176679843782785e7
1.0,0.04,0.85,3.1928180612694073e7
0.88,0.52,0.63,3.1722064492700808e7
0.6,0.39,0.56,3.1767801702939093e7
0.47,0.02,0.63,3.1933622029161286e7
0.76,0.23,0.74,3.1829945979291935e7
0.79,0.53,1.0,3.1790819760656327e7
0.2,0.98,0.82,3.1955435553062182e7
0.77,0.37,0.21,3.173694057080654e7
0.07,0.96,0.18,3.196354974602975e7
0.86,0.15,0.16,3.185513240854783e7
0.14,1.0,0.7,3.194879509572592e7
0.33,0.03,0.65,3.1930957905040216e7
0.9,0.51,0.68,3.173399853264748e7
0.7,0.06,0.76,3.191330790033288e7
0.16,0.42,0.35,3.202050279637825e7
0.23,0.74,0.13,3.202261608258607e7
0.9,0.71,0.48,3.1673371407716777e7
0.38,0.95,0.04,3.2020911428963404e7
0.57,0.08,0.44,3.189505863211548e7
0.91,0.63,0.57,3.169189244591443e7
0.54,0.3,0.02,3.1818549133055728e7
0.55,0.08,0.27,3.189228651467485e7
0.48,0.76,0.47,3.2023864352831844e7
0.94,0.76,0.08,3.1642556116730466e7
0.7,0.92,0.23,3.2025132818240635e7
0.3,0.61,0.33,3.2021583444179136e7
0.9,0.18,0.2,3.184130024611827e7
0.12,0.73,0.13,3.2007947532631382e7
0.76,0.84,0.92,3.199602727904139e7
0.36,0.96,0.42,3.1983186859135203e7
0.1,0.09,0.81,3.1924429042047743e7
0.81,0.19,0.48,3.1841707618919153e7
0.37,0.65,0.34,3.2017798800113175e7
0.69,0.09,0.68,3.189582550222775e7
0.51,0.48,0.13,3.1831471340576947e7
0.33,0.86,0.85,3.199730775822833e7
0.83,0.93,0.24,3.202058623677835e7
0.65,0.53,0.82,3.1813399666580725e7
0.07,0.38,0.52,3.2025890381223243e7
0.28,0.71,0.45,3.202351354383189e7
0.46,0.32,0.51,3.180763253223221e7
1.0,0.75,0.4,3.166540799625785e7
0.64,0.76,0.35,3.1975404870596763e7
0.45,0.97,0.8,3.1979003015096944e7
0.45,0.86,0.59,3.2015829356708337e7
0.19,0.1,0.05,3.1844932410032384e7
0.86,0.01,0.28,3.1932729096106857e7
0.77,0.14,0.42,3.186564671058464e7
0.05,0.1,0.04,3.202549828877636e7
0.19,0.61,0.91,3.2021252686498515e7
1.0,0.11,0.25,3.1883783176172014e7
0.87,0.51,0.65,3.1726299469381258e7
0.08,0.31,0.5,3.2024083373868532e7
0.53,0.81,0.42,3.2025451444476217e7
0.47,0.11,0.04,3.1856296144142725e7
0.03,0.34,0.1,3.2011021240035947e7
0.92,0.22,0.05,3.1803833079521026e7
0.34,0.94,0.24,3.1995667774767816e7
0.11,0.97,0.25,3.196424054910376e7
0.86,0.65,0.52,3.1688613670749005e7
0.97,0.16,0.9,3.1882149740157258e7
0.52,0.95,0.33,3.200226558362929e7
0.54,0.32,0.65,3.1793581349260803e7
0.74,0.92,0.87,3.202430089313137e7
0.71,0.19,0.77,3.184826929538602e7
0.02,0.84,0.33,3.197074002505933e7
0.17,0.23,0.58,3.1953634122327093e7
0.42,0.99,0.31,3.1982508052759305e7
0.77,0.98,0.83,3.2002075224393502e7
0.45,0.62,0.36,3.1983086648309384e7
0.98,0.91,0.39,3.1643670777873896e7
0.54,0.37,0.95,3.1843740708443932e7
0.8,0.17,1.0,3.1874947695751194e7
0.16,0.65,0.97,3.201287790396706e7
0.06,0.32,0.66,3.20257925780871e7
0.21,0.55,0.32,3.202497391597834e7
0.3,0.79,0.3,3.2018406734729357e7
0.1,0.09,0.6,3.1911713083534904e7
0.42,0.83,0.49,3.20198638917395e7
0.92,0.49,0.98,3.1785921505218178e7
0.33,0.36,0.7,3.1918613204433545e7
0.53,0.49,0.52,3.184029541676418e7
0.45,0.61,0.24,3.1972375918628383e7
0.81,0.28,0.04,3.1769898218832105e7
0.28,0.65,0.45,3.2025972017655715e7
0.04,0.12,0.84,3.201259916583904e7
0.36,0.57,0.52,3.2002432897986233e7
0.22,0.48,0.56,3.201848009253026e7
0.9,0.36,0.38,3.1758927412189685e7
0.97,0.61,0.13,3.164640369542197e7
