α_v,α_s,decay,MSE
0.87,0.29,0.74,2.205850904562003e7
0.2,0.72,0.53,2.204802743807923e7
0.3,0.57,0.26,2.172735075548944e7
0.46,0.71,0.74,2.178425131083095e7
0.82,0.36,0.73,2.199709982681031e7
0.36,0.79,0.8,2.197668704389067e7
0.79,0.52,0.75,2.185908763585489e7
0.62,0.09,0.86,2.206568398813406e7
0.63,0.45,0.5,2.1651585763511978e7
0.77,0.94,0.3,2.185558911720727e7
0.1,0.74,0.1,2.2082241069690187e7
0.72,0.73,0.97,2.1607633823439397e7
0.95,0.58,0.6,2.2000805585045964e7
0.59,0.39,0.4,2.163335929429899e7
0.53,0.71,0.45,2.1660726550792187e7
0.71,0.03,0.56,2.2117928726338815e7
0.87,0.2,0.2,2.202482247617969e7
0.32,0.44,0.17,2.142032643147867e7
0.38,0.87,0.16,2.193622059990874e7
0.79,0.57,0.54,2.1780429547635496e7
0.01,0.77,0.63,2.2139521885174703e7
0.98,0.78,0.06,2.194953578254241e7
0.47,0.69,0.18,2.1619563589487415e7
0.22,0.37,0.66,2.169235820658149e7
0.06,0.26,0.81,2.1982084669593945e7
0.68,0.79,0.12,2.1586542863249186e7
0.99,0.36,0.87,2.2091804429839548e7
0.18,0.31,0.11,2.1487674123922475e7
0.88,0.41,0.21,2.1904884683438532e7
0.98,0.64,0.46,2.199711759671846e7
0.1,0.28,0.51,2.1871811429948226e7
0.04,0.44,0.71,2.2088789403646737e7
0.76,0.78,0.89,2.1620000963488612e7
0.03,0.08,0.7,2.1851602146367915e7
0.86,0.87,0.34,2.1605012675118037e7
0.47,0.28,0.1,2.1468100045414075e7
0.53,0.53,0.11,2.1372966688882645e7
0.08,0.45,0.97,2.2048445635573275e7
0.46,0.51,0.8,2.1552144513013396e7
0.54,0.24,0.32,2.177294825062085e7
0.2,0.47,0.27,2.180177808070191e7
0.53,0.77,0.24,2.1703520926545024e7
0.94,0.06,0.14,2.2117091916615725e7
0.78,0.09,0.42,2.2101292482717052e7
0.02,0.82,0.16,2.2137493033614308e7
0.48,0.5,0.72,2.153266251637213e7
0.17,0.9,0.23,2.209623135730365e7
0.71,0.09,0.93,2.20906858436031e7
0.81,0.52,0.19,2.174101414576778e7
0.28,0.85,0.38,2.204242306639171e7
0.66,0.63,0.26,2.1465135778969415e7
0.5,0.74,0.76,2.1781971436335564e7
0.46,0.93,0.12,2.1928209109417498e7
0.71,0.43,0.15,2.1654641671582215e7
0.71,0.09,0.1,2.2040064848072253e7
0.71,0.56,0.12,2.1541705196886502e7
0.65,0.19,0.91,2.2004719705851376e7
0.7,0.05,0.52,2.2108009777500957e7
0.09,0.23,0.04,2.1708806644494165e7
0.77,0.92,0.59,2.1840905430911336e7
0.83,0.7,0.71,2.1750834175075315e7
0.79,0.69,0.13,2.158198631605962e7
1.0,0.13,0.02,2.195059431356484e7
0.91,0.2,0.14,2.2011533368752398e7
0.52,0.36,0.04,2.1524734955912165e7
0.83,0.78,0.87,2.167525399935348e7
0.19,0.44,0.96,2.1864349017246738e7
0.83,0.06,0.09,2.2094956417826697e7
0.76,0.99,0.52,2.199775921783361e7
0.18,0.05,0.41,2.187132759798849e7
0.06,0.93,0.78,2.214020053629354e7
1.0,0.48,0.26,2.199757865091975e7
0.55,0.09,0.08,2.197519686646176e7
1.0,0.86,0.49,2.200781982792757e7
0.25,0.57,0.73,2.1896755029234592e7
0.16,0.75,0.93,2.2088688052235924e7
0.97,0.78,0.42,2.1940983948088355e7
0.84,0.3,0.29,2.197227429600696e7
0.68,0.92,0.48,2.1895599626102433e7
0.35,0.14,0.3,2.174870680269307e7
0.18,0.96,0.72,2.2124816480613157e7
0.55,0.9,0.4,2.1926941415099755e7
0.26,0.73,0.02,2.1893701375662863e7
0.74,0.25,0.85,2.2014709591883138e7
0.01,0.09,0.65,2.201647701769308e7
0.12,0.16,0.83,2.1608366131772075e7
0.73,0.15,0.83,2.2068088569142133e7
0.96,0.08,0.74,2.213289999146676e7
0.21,0.25,0.48,2.1472362596530214e7
0.85,0.56,0.1,2.1759699944649138e7
0.66,0.97,0.61,2.199324551455535e7
0.45,0.63,0.83,2.1688156421795942e7
0.38,0.21,0.29,2.158356947875392e7
0.5,0.13,1.0,2.1968962471601278e7
0.34,0.21,0.69,2.16529739500423e7
0.93,0.69,0.59,2.1933210456494763e7
0.06,0.91,0.64,2.2139368933024287e7
0.9,0.91,0.08,2.169647826362697e7
0.54,0.41,0.07,2.143474832938523e7
0.79,0.88,0.06,2.171166417563384e7
0.22,0.9,0.94,2.2103845187497035e7
0.5,0.4,0.94,2.1611711360876076e7
0.4,0.24,0.3,2.15483356754558e7
0.71,0.68,0.85,2.160867883726169e7
0.7,0.55,0.17,2.1533569608603932e7
0.79,0.56,0.08,2.1682479152839854e7
0.67,0.42,0.84,2.180133238742268e7
0.48,0.24,0.81,2.179740245801626e7
0.91,0.35,0.35,2.2005730382005863e7
0.2,0.77,0.11,2.2001983811920077e7
0.17,0.19,0.09,2.121397822314195e7
0.72,0.22,0.21,2.1931309583865993e7
0.92,0.05,0.09,2.2112653413230836e7
