α_v,α_s,decay,MSE
0.23,0.08,0.82,3.005244299678364e7
0.94,0.72,0.46,2.9893719064022627e7
0.69,0.11,0.58,2.9521957954055205e7
0.35,0.09,0.77,2.990532305488825e7
0.43,1.0,0.99,2.9024878953829583e7
0.42,0.52,0.38,2.974579013841048e7
0.31,0.21,0.72,3.0170272372402005e7
0.13,0.11,0.26,3.0095528806062866e7
0.56,0.59,0.96,2.99766058406429e7
0.93,0.66,0.91,2.9819015513912994e7
0.43,0.9,0.19,2.9129712768984165e7
0.21,0.44,0.05,2.9179123927755687e7
0.36,0.5,0.9,2.9604787498080187e7
0.54,0.52,0.82,3.009630686636625e7
0.73,0.2,0.41,2.9615122184162725e7
0.48,0.63,0.71,2.9610867081443734e7
0.49,0.31,0.27,3.014872973536921e7
0.34,0.44,0.58,2.973028885337588e7
0.85,0.41,0.17,2.9904493002235055e7
0.15,0.38,0.89,2.928045746976574e7
0.82,0.06,0.1,2.9471138569366086e7
0.82,0.62,0.6,3.0037492082934145e7
0.96,0.42,0.2,2.977057624365591e7
0.98,0.25,0.19,2.9615201882241517e7
0.99,0.02,0.37,2.927419704483069e7
0.46,0.13,0.73,2.9837988118828084e7
0.57,0.67,0.36,2.9785433061918493e7
0.48,0.8,0.76,2.917620676383461e7
0.39,0.28,0.22,3.0169300741698038e7
0.28,0.71,0.21,2.9082177429229908e7
0.36,0.41,0.45,2.9887123955181047e7
0.16,0.34,0.78,2.9368464120715644e7
0.62,0.7,0.43,2.9854522071745243e7
0.97,0.73,0.08,3.0074187733714152e7
0.99,0.56,0.38,2.970143687606329e7
0.16,0.8,0.82,2.906057354844234e7
0.29,0.84,0.97,2.9007676243929427e7
0.22,0.81,0.2,2.9043600868667804e7
0.38,0.27,0.95,3.0171626420893416e7
0.12,0.77,0.13,2.9075178757634684e7
0.24,0.13,0.02,3.0137943385317847e7
0.61,1.0,0.06,2.9378081333596583e7
0.02,0.58,0.86,2.9237512089847047e7
0.96,0.42,0.91,2.9542542793657955e7
0.44,0.16,0.4,2.9921319326455314e7
0.3,0.33,0.34,2.9907133389981836e7
0.85,0.43,0.19,2.9903938441703834e7
0.51,0.13,0.75,2.9772293744507074e7
0.98,0.44,0.87,2.9533535003448322e7
0.41,0.29,0.11,3.0162763499036085e7
0.72,0.46,0.59,3.000263281908279e7
0.71,0.01,0.89,2.9437480643985152e7
0.8,0.28,0.9,2.961326810384575e7
0.13,0.73,0.62,2.908465146932814e7
0.15,0.75,0.48,2.9064127281150084e7
0.16,0.28,0.21,2.937050775973062e7
0.23,0.82,0.43,2.9029476059655547e7
0.14,0.6,0.9,2.9105585522884678e7
0.92,0.93,0.74,3.0043964677009147e7
0.97,0.42,0.92,2.9530226653442286e7
0.03,0.25,0.85,2.9333441425530728e7
0.8,0.85,0.89,2.9874735435654264e7
0.9,0.62,0.16,3.0026739495879102e7
0.37,0.04,0.92,2.9795458857177813e7
0.7,0.59,0.32,3.017182949048659e7
0.29,0.43,0.55,2.9568464494863216e7
0.61,0.66,0.6,2.9946356196453772e7
0.19,0.13,0.84,3.0170636337242134e7
0.44,0.34,0.65,3.0171703258372676e7
0.83,0.86,0.41,3.0001886778027803e7
0.67,0.11,0.91,2.9567013578519482e7
1.0,0.57,0.35,2.971075745876461e7
0.92,0.65,0.25,2.9956609156472538e7
0.54,0.24,0.93,2.9951700002201933e7
0.4,0.15,0.77,2.9971130275923427e7
0.53,0.07,0.19,2.959708498938411e7
0.33,0.29,0.45,3.0119915060670335e7
0.54,0.85,0.41,2.9236800099130265e7
0.05,0.49,0.27,2.9134925561148778e7
0.01,0.29,0.75,2.933397775835233e7
0.76,0.51,0.29,3.0059852811227664e7
0.57,0.59,0.47,3.0018391745188948e7
0.04,0.31,0.77,2.9287738573934693e7
0.28,0.29,0.53,3.000122908007111e7
0.41,0.84,0.88,2.9048016227474637e7
0.56,0.72,0.48,2.9593464041284293e7
0.68,0.7,0.78,3.0025498743556738e7
0.88,0.48,0.57,2.9738919870288037e7
0.03,0.31,0.66,2.9285779705651432e7
0.13,0.45,0.82,2.9185895811195455e7
0.63,0.22,0.07,3.0025346599115442e7
0.66,0.04,0.01,3.0024018439729363e7
0.56,0.81,0.81,2.9286557753483474e7
0.07,0.56,0.2,2.9096022505467057e7
0.05,1.0,0.01,2.9142831762583237e7
0.61,0.77,0.21,2.9609020873551313e7
0.44,0.96,0.76,2.9035497527224135e7
0.23,0.57,0.27,2.9120952175654035e7
0.63,0.62,0.44,3.008872050606369e7
0.02,0.17,0.37,2.9261661666621357e7
0.48,0.54,0.35,2.9881297896880865e7
0.83,0.02,0.13,2.9330882406823512e7
0.61,0.02,0.26,2.9432859291128244e7
0.41,0.57,0.14,2.954596344672143e7
0.03,0.6,1.0,2.9218045866162464e7
0.81,0.87,0.02,2.997502106718208e7
1.0,0.86,0.36,2.9846502563459214e7
0.71,0.33,0.95,2.982625872234029e7
0.43,0.23,0.75,3.008361264988398e7
0.6,0.37,0.34,3.0091823414557632e7
0.33,1.0,0.31,2.9047241969017718e7
0.31,0.3,0.53,3.006117406803422e7
0.99,0.25,0.15,2.96714567169681e7
0.16,0.24,0.64,2.965566023556256e7
0.01,0.22,0.13,2.9078393241356753e7
0.62,0.58,0.32,3.0122412110080574e7
0.95,0.22,0.24,2.954236551461311e7
0.1,0.77,0.25,2.9089663490962822e7
0.44,0.1,0.88,2.982317458115985e7
0.22,0.48,0.36,2.9216390483071804e7
0.82,0.7,0.68,3.0136740405197956e7
0.42,0.62,0.37,2.9457635737836245e7
0.9,0.81,0.05,3.0170955290435746e7
0.39,0.4,0.89,3.001671880670233e7
0.01,0.54,0.12,2.9133682685598e7
0.47,0.77,0.45,2.924763394645432e7
0.07,0.13,0.39,2.948150244545044e7
0.5,0.59,0.41,2.9806244164124615e7
0.96,0.93,0.77,3.0150807535358924e7
0.55,0.03,0.53,2.954094795264682e7
0.91,0.69,0.94,2.9912875283481136e7
0.45,0.77,0.54,2.920500194702962e7
0.48,0.07,0.87,2.9719344093128618e7
0.65,0.22,0.77,2.973391469812476e7
0.13,0.25,0.09,2.921117700598043e7
0.44,0.09,0.64,2.9772043461559683e7
0.16,0.46,0.58,2.918190368241729e7
0.79,0.36,0.54,2.973936317897862e7
0.45,0.05,0.63,2.968242937614147e7
0.51,0.93,0.4,2.9125278310042605e7
0.1,0.43,0.67,2.9188372006148346e7
0.67,0.45,0.13,3.015339047315547e7
0.44,0.82,0.78,2.909916232237798e7
0.89,0.74,0.37,3.0071947531951804e7
0.46,0.7,0.95,2.9322208640617203e7
0.33,0.44,0.57,2.969158900155923e7
0.56,0.99,0.09,2.9297744348698784e7
0.8,0.67,0.47,3.014113939992817e7
0.61,0.77,0.59,2.957061320466515e7
0.93,0.37,0.3,2.9664009134657823e7
0.29,0.71,0.29,2.9081990791819032e7
0.61,0.73,0.68,2.970321677009856e7
0.93,0.02,0.18,2.9301156977152955e7
0.19,0.93,0.51,2.9049646417981204e7
0.29,0.07,0.82,2.9942513167394746e7
0.71,0.77,0.91,2.9874274463253155e7
1.0,0.19,0.14,2.9612377498431746e7
0.75,0.18,0.56,2.954922977814182e7
0.92,0.07,0.84,2.932283940215613e7
0.66,0.88,0.3,2.9414282413355887e7
0.24,0.99,0.79,2.9041372799802493e7
0.5,0.07,0.29,2.9626328794681676e7
0.73,0.62,0.08,3.0160604702743493e7
0.71,0.11,0.62,2.9504760457081906e7
0.65,0.35,0.95,2.9962318642126583e7
0.13,0.37,0.9,2.9264290276835352e7
0.11,0.39,0.84,2.92260460701245e7
0.52,0.99,0.37,2.9121007482943103e7
0.41,0.78,0.62,2.9128100794471346e7
0.8,0.97,1.0,2.925313306353141e7
0.06,0.12,0.59,2.9520581598394364e7
0.73,0.55,0.29,3.0138247820903264e7
0.19,0.57,0.47,2.9107732884120468e7
0.69,0.99,0.38,2.9257355532322664e7
0.46,0.04,0.7,2.9666532202993467e7
0.36,0.15,0.91,3.0041943893764414e7
0.97,0.06,0.42,2.930437200266491e7
0.29,0.57,0.4,2.9230956716389865e7
0.11,0.14,0.8,2.9845419285600618e7
0.98,0.46,0.09,2.9955422068677552e7
0.87,0.27,0.38,2.9572237417287253e7
0.57,0.02,0.95,2.957195037477355e7
0.52,0.23,0.6,2.9944521380238403e7
0.69,0.28,0.82,2.9771325103773534e7
0.19,0.79,0.92,2.9040611459429674e7
0.92,0.39,0.61,2.95834254457048e7
0.66,0.26,0.35,2.9819003530658044e7
0.42,0.47,0.24,2.9866959670959454e7
0.55,0.35,0.12,3.0164581643365655e7
0.7,0.63,0.91,3.016592718965078e7
0.5,0.14,0.6,2.979177580668572e7
0.18,0.29,0.6,2.956447503539755e7
0.69,0.7,0.19,3.003385713661351e7
0.01,0.76,0.99,2.923236454561123e7
0.01,0.74,0.18,2.918328695483251e7
0.63,0.97,0.65,2.9155770206717733e7
0.27,0.58,0.03,2.9206885734253895e7
0.27,0.01,0.1,2.9500142968186308e7
0.67,0.88,0.28,2.944050915173169e7
0.76,0.25,0.56,2.9628899076228913e7
0.86,0.68,0.27,3.0089773861159187e7
0.82,0.82,0.89,3.008459827201654e7
0.37,0.72,0.32,2.9163933586456046e7
0.86,0.99,0.74,2.9317960016035926e7
0.24,0.78,0.53,2.903459743202349e7
0.5,0.77,0.53,2.9297568871963542e7
0.85,0.06,0.43,2.935407730830452e7
0.08,0.68,0.91,2.914027805849435e7
0.67,0.56,0.35,3.0171907028253436e7
0.88,0.8,0.61,3.0148773576185204e7
0.5,0.24,0.86,3.0007325405774847e7
