α_v,α_s,decay,MSE
0.48,0.38,0.21,4.166435531568243e6
0.88,0.88,0.91,4.268748197777813e6
0.23,0.34,0.51,4.237662860556175e6
0.88,0.01,0.6,4.294882476893358e6
0.38,0.12,0.2,4.256070154810229e6
0.92,0.4,0.99,4.287565936404431e6
0.56,0.04,0.45,4.293370561628804e6
0.16,0.51,0.39,4.262917009515483e6
0.24,0.88,1.0,4.294058966698407e6
0.3,0.6,0.15,4.201426531156969e6
0.13,0.22,0.62,4.253077446213883e6
0.68,0.02,0.13,4.293712699480091e6
0.85,0.17,0.64,4.29197395765544e6
0.95,0.4,0.17,4.2553180789089e6
0.39,0.75,0.82,4.286493995742278e6
0.72,0.01,0.83,4.294876852884758e6
0.51,0.53,0.42,4.212441914119911e6
0.39,0.34,0.57,4.241826482535046e6
0.85,0.93,0.46,4.261203426620338e6
0.3,0.69,0.1,4.212558971872932e6
0.53,0.74,0.35,4.235900821136506e6
1.0,0.91,0.02,4.263047050494237e6
0.98,0.37,0.01,4.277995293184633e6
0.6,0.78,0.97,4.28504980269476e6
0.31,0.55,0.75,4.272932790773763e6
0.19,0.54,0.7,4.278578664359647e6
0.14,0.66,0.72,4.287506172673603e6
0.04,0.58,0.87,4.289232004282655e6
0.28,0.85,0.63,4.290120479345033e6
0.15,0.33,0.85,4.273950266612088e6
0.08,0.5,0.05,4.261347986671908e6
0.06,0.82,0.91,4.2934718152735215e6
0.75,0.53,0.74,4.264602822296897e6
0.21,0.65,0.62,4.281725728533342e6
0.3,0.88,0.4,4.284706892633518e6
0.55,0.04,0.31,4.292018453646328e6
0.31,0.72,0.69,4.283734484091704e6
0.59,0.69,0.42,4.225870877476221e6
0.52,0.61,0.69,4.257590700063973e6
0.56,0.86,0.54,4.279215709286016e6
0.09,0.76,0.19,4.282582439283342e6
0.09,0.35,0.26,4.251179809068477e6
0.46,0.69,0.88,4.281384923886012e6
0.51,0.94,0.75,4.2930031464666715e6
0.71,0.43,0.69,4.268982629409088e6
0.63,0.07,0.4,4.292061963773516e6
0.3,0.75,0.19,4.247402761646667e6
0.05,0.74,0.8,4.292035108049885e6
0.59,0.19,0.72,4.287954718557215e6
0.06,0.91,0.08,4.287124376808537e6
0.59,0.57,0.22,4.160085292338036e6
0.61,0.63,0.74,4.25755076686243e6
0.86,0.41,0.81,4.282727018967498e6
