α_v,α_s,decay,MSE
0.09,0.09,0.75,8.827794195799317e6
0.15,0.14,0.42,8.760339003756832e6
0.52,0.34,0.26,8.985108587048309e6
0.35,0.18,0.14,9.025282326424688e6
0.64,0.18,0.55,9.180263791653119e6
0.06,0.69,0.37,9.069886215279466e6
0.77,0.27,0.41,9.183215000310656e6
0.26,0.03,0.73,9.159869419654232e6
0.39,0.19,0.53,9.059047444880495e6
0.12,0.81,0.22,9.027912443034891e6
0.95,0.82,0.85,9.175317313557332e6
0.46,0.43,0.86,8.912447984710064e6
0.77,0.59,0.17,9.039233714383464e6
0.91,0.12,0.86,9.16201933236061e6
0.13,0.96,0.65,9.06657870053237e6
0.26,0.66,0.02,8.986114127039919e6
0.43,0.37,0.01,9.027555769168599e6
0.19,0.74,0.94,9.007968807543484e6
0.39,0.57,0.03,8.84999891221214e6
0.79,0.12,0.45,9.181502483231386e6
0.8,1.0,0.57,8.822848434726102e6
0.58,0.99,0.15,8.778332401121762e6
0.82,0.29,0.64,9.185837591886237e6
0.95,0.39,0.8,9.175741047323812e6
0.18,0.14,0.82,8.910930703783035e6
0.46,0.64,0.31,8.66968420184761e6
0.24,0.54,0.16,8.81230213190981e6
0.93,0.03,0.62,9.1533270790682e6
0.16,0.2,0.74,8.813086372204289e6
0.26,0.45,0.41,8.754268706461348e6
0.96,0.7,0.62,9.185484234766513e6
0.44,0.37,0.25,8.831876403346878e6
0.15,0.2,0.56,8.765197890582412e6
0.48,0.96,0.78,8.908475194379086e6
0.48,0.43,0.81,8.9192069845155e6
0.45,0.32,0.03,8.966472425686799e6
0.11,0.31,0.57,8.924120967729976e6
0.12,0.73,0.24,9.015506246240843e6
0.86,0.81,0.84,9.018839148877036e6
0.69,0.77,1.0,8.865610493510457e6
0.72,0.86,0.14,8.66813137186844e6
0.28,0.38,0.97,8.876897478139061e6
0.7,0.54,0.42,9.009113537162311e6
0.65,0.91,0.41,8.719573585885119e6
0.83,0.3,0.92,9.183908227296375e6
0.27,0.38,0.75,8.803507879704736e6
0.29,0.67,0.6,8.86027322336698e6
0.61,0.93,0.63,8.805786954036182e6
0.77,0.94,0.3,8.683119696585726e6
0.74,0.65,0.82,9.01737308971349e6
0.54,0.63,0.58,8.725157997100135e6
0.78,0.17,0.93,9.181272511479143e6
0.91,0.56,0.11,9.171195678189829e6
0.53,0.12,0.02,9.171419289509054e6
0.23,0.83,0.97,9.005513405183706e6
0.36,0.17,0.37,9.048155679961113e6
0.23,0.33,0.11,8.769145799003804e6
0.64,0.23,0.49,9.168838276649803e6
0.32,0.41,0.91,8.851748654028684e6
0.17,0.52,0.54,8.923498584327135e6
0.5,0.24,0.2,9.078586711582938e6
0.43,0.01,0.36,9.185682796321202e6
0.21,0.37,0.51,8.787506821552195e6
0.97,0.07,0.53,9.152829096851997e6
0.56,0.81,0.85,8.806478072013674e6
0.76,0.67,0.13,8.9346027892764e6
0.65,0.7,0.74,8.802188559472164e6
0.76,0.4,0.1,9.137500737873092e6
0.82,0.55,0.28,9.128936122253306e6
0.91,0.98,0.69,8.778493363728393e6
0.82,0.84,0.49,8.76514424584419e6
0.46,0.02,0.88,9.185278180966683e6
0.7,0.69,0.91,8.9307459283542e6
0.05,0.93,0.02,9.11559993428957e6
0.63,0.84,0.42,8.678171310873121e6
0.17,0.7,0.73,8.995612250125943e6
0.02,0.21,0.02,9.104619391179645e6
0.48,0.32,0.39,8.971012691385444e6
0.5,0.2,0.85,9.148913055046177e6
0.04,0.28,0.55,9.038538994186506e6
0.81,0.68,0.39,9.023705517860427e6
0.8,0.47,0.28,9.146846112416182e6
0.23,0.1,0.55,9.039311685565157e6
0.7,0.54,0.66,9.047623297765847e6
0.67,0.49,0.78,9.077435773305848e6
0.74,0.45,0.38,9.122439689534094e6
0.65,0.75,0.43,8.676221677020203e6
0.75,0.14,0.75,9.183370025366401e6
0.96,0.45,0.67,9.179801207318643e6
0.32,0.09,0.65,9.130405036694648e6
0.45,0.87,0.58,8.833603651179776e6
0.42,0.06,0.93,9.178443174727023e6
1.0,0.94,0.09,9.18559136519131e6
0.92,0.61,0.95,9.185936945671804e6
0.52,0.75,0.41,8.684491647188876e6
0.78,0.22,0.55,9.185881573564878e6
0.85,0.15,0.73,9.174794598356182e6
0.66,0.47,0.42,9.029317698408257e6
0.56,0.33,0.85,9.108560621052917e6
0.75,0.33,0.93,9.184051216189954e6
0.2,0.72,0.94,8.997065777868763e6
0.19,0.42,0.02,9.00974937495126e6
0.5,0.88,0.02,8.90446685503041e6
0.51,0.58,0.32,8.690851889848964e6
0.64,0.65,0.18,8.763265627002554e6
0.07,0.13,0.18,8.845804398245152e6
0.54,0.16,0.12,9.15860963700123e6
0.47,0.77,0.58,8.760956240164313e6
0.93,0.63,0.02,9.154158376628583e6
0.92,0.81,0.3,9.093991533743026e6
0.23,0.77,0.62,8.95470996735991e6
0.9,0.06,0.23,9.16640365401779e6
0.39,0.64,0.97,8.86160083924909e6
0.59,0.22,0.46,9.15578666567006e6
0.51,0.49,0.18,8.783178224432457e6
0.64,0.82,0.14,8.66854240972933e6
0.14,0.91,0.37,9.03844573223426e6
0.44,0.39,0.26,8.804742198905881e6
0.28,0.82,0.44,8.910143587172788e6
0.29,0.85,0.15,8.87504804309177e6
0.27,0.01,0.51,9.174080247379981e6
0.08,0.39,0.71,9.017171544424202e6
0.93,0.05,0.12,9.16486142046883e6
0.06,0.64,0.98,9.083444070305334e6
0.57,0.73,0.47,8.675899725215545e6
0.77,0.71,0.46,8.906164194311995e6
0.43,0.35,0.63,8.900651133469777e6
0.91,0.49,0.78,9.185463107312325e6
0.16,0.49,0.45,8.915326885910753e6
0.16,0.1,0.71,8.940809470432386e6
0.87,0.68,0.16,9.105915528630607e6
0.84,0.68,0.69,9.112177314650524e6
0.2,0.31,0.1,8.79593473557316e6
0.68,0.39,0.71,9.139938466088105e6
0.14,0.01,0.44,9.155733801667571e6
0.39,0.87,0.38,8.838350263565011e6
0.59,0.87,1.0,8.86273901702888e6
0.58,0.11,0.58,9.183185806635018e6
0.26,0.74,0.06,8.890244975734126e6
0.8,0.31,0.73,9.18586629822647e6
0.99,0.78,0.28,9.185285756102458e6
0.9,0.4,0.69,9.184490021609679e6
0.46,0.1,0.13,9.17156950341227e6
0.91,0.28,0.38,9.18280195086842e6
0.25,0.1,0.4,9.059955527861215e6
0.18,0.44,0.31,8.848495800954022e6
0.85,0.04,0.92,9.16309705422697e6
0.02,0.39,0.12,9.08770885996668e6
0.42,0.06,0.48,9.175037758816883e6
0.56,0.24,0.27,9.122314466981797e6
