α_v,α_s,decay,MSE
0.47,0.95,0.29,9.06508236516187e6
0.25,0.86,0.39,9.20370058356312e6
0.25,0.54,0.14,8.799023033331309e6
0.68,0.26,0.66,9.80724984479684e6
0.13,0.82,0.45,9.36372047141593e6
0.82,0.06,0.37,9.77444548049982e6
0.67,0.63,0.41,8.780997467232786e6
0.26,0.98,0.56,9.355971175620748e6
0.75,0.93,0.39,8.751734728869433e6
0.4,0.66,0.26,8.624754615788694e6
0.73,0.15,0.62,9.849865279222855e6
0.15,0.27,0.15,8.845902766124023e6
0.53,0.86,0.11,8.815860858101152e6
0.76,0.13,0.67,9.8378373788838e6
0.19,0.58,0.29,8.975757970118808e6
0.6,0.81,0.12,8.679383532105315e6
0.64,0.45,0.43,9.318962752638742e6
0.94,0.16,0.62,9.799880008493371e6
0.65,0.52,0.12,9.185623064340409e6
0.28,0.43,0.99,8.531060738095386e6
0.31,0.98,0.7,9.319405311837032e6
0.67,0.81,0.93,8.603840882440098e6
0.86,0.6,0.08,9.605748333936231e6
1.0,0.59,0.18,9.829220695270445e6
0.85,0.72,0.45,9.279262545821488e6
0.88,0.62,0.67,9.659857592897162e6
0.61,0.3,0.88,9.686560229917996e6
0.24,0.62,0.5,8.849774246883377e6
0.87,0.07,0.99,9.761549622275993e6
0.08,0.78,0.12,9.420656416270621e6
0.49,0.03,0.97,9.841879005496616e6
0.52,0.96,0.34,9.052393603215607e6
0.7,0.87,0.54,8.600022381614076e6
0.99,0.83,0.86,9.788144316039775e6
0.86,0.64,0.2,9.530458418268522e6
0.98,0.24,0.68,9.822540954643894e6
0.68,0.96,0.95,9.061560563886678e6
0.74,0.09,0.55,9.822306210905032e6
0.7,0.07,0.66,9.820605775220074e6
0.66,0.51,0.23,9.204241684540384e6
0.69,0.27,0.73,9.806425610201214e6
0.7,0.41,0.04,9.58647527328341e6
0.9,0.44,0.23,9.812675351463312e6
0.28,0.44,0.64,8.480390198149653e6
0.5,0.41,0.93,9.056600907831538e6
0.83,1.0,0.03,9.234671994387902e6
0.24,0.19,0.3,9.136204848975744e6
0.65,0.45,0.54,9.357620098315716e6
0.39,0.99,0.99,9.312801244259693e6
0.81,0.36,0.61,9.814051047438603e6
0.46,0.97,0.21,9.096839181070097e6
0.52,0.08,0.16,9.84999731719346e6
0.15,0.44,0.48,8.862272618125519e6
0.41,0.67,0.01,9.127473363097487e6
0.05,0.4,0.61,9.169877075107776e6
0.05,0.14,0.96,8.793813951283013e6
0.96,0.9,0.62,9.422071730681205e6
0.66,0.46,0.1,9.394106058421787e6
0.96,0.21,0.65,9.817456383276809e6
0.47,0.63,0.98,8.537204101610385e6
0.31,0.64,0.81,8.703277921080818e6
0.58,0.14,0.55,9.8478712819818e6
0.42,0.36,0.45,8.921575725916147e6
0.99,0.39,0.26,9.853486242577117e6
0.12,0.52,0.54,9.058249540395321e6
0.59,0.37,0.01,9.438706300341528e6
0.3,0.64,0.74,8.719854657681258e6
0.72,0.68,0.83,8.861601489231123e6
0.46,0.31,0.29,9.29905936586856e6
0.4,0.05,0.56,9.853599997739624e6
0.34,0.64,0.77,8.63595265104467e6
0.16,0.26,0.68,8.565955788402682e6
0.67,0.84,0.77,8.59783865476248e6
0.04,0.91,0.23,9.563238543891966e6
0.02,0.26,0.18,9.37226413358185e6
0.31,0.61,0.45,8.665564114281235e6
0.79,0.94,0.22,8.77576438795997e6
0.5,0.34,0.79,9.303319612457162e6
0.43,0.86,1.0,9.012466409584103e6
0.14,0.7,0.6,9.211043614992782e6
0.71,0.07,0.7,9.81789421910447e6
0.38,0.47,0.33,8.553020116221584e6
0.81,0.58,0.92,9.563440225662705e6
0.82,0.93,0.4,8.656550467366818e6
0.41,0.6,0.5,8.469783955211917e6
0.75,0.6,0.86,9.29009880598902e6
0.32,0.33,0.79,8.690291663074367e6
0.31,0.58,0.25,8.685338106462019e6
0.96,0.16,0.75,9.79023790139893e6
0.24,1.0,0.53,9.39712575662893e6
0.62,0.84,0.44,8.61412419531202e6
0.35,0.58,0.29,8.597737595537227e6
0.89,0.07,0.37,9.759242390166836e6
0.22,0.61,0.34,8.920520514505245e6
0.64,0.89,0.11,8.79522109640735e6
0.9,0.98,0.01,9.531898096410029e6
0.1,0.36,0.89,8.871473965948172e6
0.3,0.11,0.15,9.75976463615163e6
0.59,0.5,0.7,8.981271612065706e6
0.63,0.86,0.88,8.736613192767188e6
0.61,0.38,0.79,9.485004946539119e6
0.68,0.9,0.44,8.720283831768204e6
0.33,0.39,0.54,8.545442721795388e6
0.52,0.05,0.38,9.84251789986854e6
0.66,0.94,0.08,8.914577810304333e6
0.26,0.17,0.35,9.33000225850026e6
0.63,0.78,0.02,9.065242763200335e6
0.31,0.46,0.28,8.585453075980369e6
0.61,0.97,0.39,9.022348710318025e6
0.54,0.98,0.56,9.119657167982634e6
0.96,0.82,0.42,9.635290434513094e6
0.28,0.27,0.63,8.784243402662337e6
0.88,0.54,0.16,9.716495260846581e6
0.52,0.56,0.12,8.732149171743156e6
0.32,0.97,0.83,9.309848563428998e6
0.21,0.56,0.76,8.805907175048368e6
0.86,0.47,0.86,9.790239420977326e6
0.92,0.27,0.01,9.849850896091137e6
0.41,0.3,0.49,9.15514476988764e6
0.39,0.85,0.98,9.034612543564055e6
0.47,0.57,0.28,8.539330615185726e6
0.25,0.08,0.83,9.741081592581011e6
0.02,0.95,0.6,9.603070027377775e6
0.85,0.01,0.09,9.69340617919429e6
0.07,0.52,0.78,9.184902052154884e6
0.03,0.63,0.96,9.375280920502953e6
0.73,0.44,0.93,9.636849606415004e6
0.45,0.19,0.3,9.698506828702377e6
0.35,0.59,0.88,8.553964840081817e6
0.26,0.61,0.26,8.834824928397667e6
0.42,0.83,0.11,8.871760114338782e6
0.06,0.13,0.42,8.888447512714228e6
0.01,0.23,0.59,9.243908198383763e6
0.66,1.0,0.44,9.10399063890573e6
0.8,0.26,0.86,9.852146765081845e6
0.88,0.81,0.74,9.150919202937e6
0.33,0.75,0.43,8.877840247866884e6
0.71,0.64,0.52,8.901789011717394e6
0.3,0.18,0.19,9.449636142205521e6
0.77,0.45,0.89,9.69093213305945e6
0.17,0.97,0.44,9.437756604182879e6
0.13,0.46,0.37,8.997928141490255e6
0.63,0.18,0.81,9.842417625464763e6
0.87,0.95,0.98,8.821375948868897e6
0.24,0.98,0.75,9.391136558653323e6
0.47,0.06,0.06,9.834760627590623e6
0.68,0.14,0.95,9.852274240052806e6
0.72,0.58,0.35,9.165136688777044e6
