α_v,α_s,α_v_error,α_s_error,decay,MSE
0.44,0.61,0.74,0.63,0.74,3.924269875377627e7
0.79,0.88,0.88,0.65,0.87,3.9246346791730486e7
0.91,0.48,0.31,0.87,0.08,3.729778849687826e7
0.79,0.83,0.98,0.04,0.19,3.918050168606647e7
0.36,0.66,0.3,1.0,0.11,3.927269019152378e7
0.01,0.26,0.62,0.3,0.91,3.882013562231521e7
0.42,0.1,0.11,0.71,0.68,3.804008936860952e7
0.5,0.3,0.41,0.06,0.7,3.831385024755868e7
0.68,0.24,0.31,0.23,0.23,3.7766584688852295e7
0.01,0.27,0.69,0.65,0.22,3.8881215214398354e7
