α_v,α_s,α_v_error,α_s_error,decay,MSE
0.22,0.92,0.3,0.89,0.58,3.1713057423660353e7
0.31,0.22,0.78,0.47,0.32,3.1277247017756205e7
0.62,0.2,0.72,0.17,0.05,3.1657083094645504e7
0.09,0.26,0.38,0.88,0.2,3.1585552402505573e7
0.14,0.4,0.26,0.5,0.98,3.1585586278108187e7
0.49,0.13,0.78,0.36,0.07,3.1662762241084248e7
0.27,0.26,0.83,0.25,0.61,3.121399997970164e7
0.64,0.28,0.91,0.63,0.28,3.1559254264033373e7
0.59,0.02,0.64,0.64,0.18,3.1750485348587662e7
0.08,0.6,0.22,0.3,0.9,3.171989391999617e7
