α_v,α_s,decay,MSE
0.25,0.6,0.77,3.4760353795672334e6
0.92,0.15,0.29,3.5334109333788715e6
0.1,0.18,0.19,3.458586324842837e6
0.37,0.3,0.62,3.5869690430766917e6
0.7,0.91,0.74,3.5007508652776955e6
0.04,0.63,0.46,3.477445813090037e6
0.28,0.98,0.39,3.4780242392956633e6
0.22,0.51,0.15,3.438739631318471e6
0.74,0.62,0.76,3.5958651473257532e6
0.23,0.03,0.69,3.5637327857987047e6
0.06,0.85,0.82,3.4870950274626995e6
0.23,0.47,0.42,3.469189337804611e6
0.92,0.05,0.16,3.515182706628508e6
0.71,0.05,0.75,3.522471990635984e6
0.89,0.84,0.73,3.5943745340516698e6
0.42,0.08,0.92,3.5614176742494577e6
0.26,0.47,0.78,3.490793919029545e6
0.29,0.81,0.95,3.4775580610110997e6
1.0,0.42,0.56,3.550531500423708e6
0.62,0.82,0.71,3.5051560730699985e6
0.96,0.68,0.57,3.575718084688831e6
0.04,0.56,0.67,3.4775155943987966e6
0.43,0.52,0.76,3.535288953837435e6
0.3,0.41,0.54,3.514288092792811e6
0.68,0.52,0.06,3.574187663597632e6
0.28,0.91,0.71,3.4805551657512793e6
0.68,0.11,0.56,3.5382231298999405e6
0.19,0.27,0.82,3.5201058915888434e6
0.95,0.04,0.06,3.5075943474723278e6
0.92,0.44,0.99,3.558404572813859e6
0.91,0.37,0.03,3.5923150374917192e6
0.52,0.83,0.66,3.489054087843271e6
0.2,0.24,0.42,3.5292290727405804e6
0.56,0.53,0.79,3.5773558735854463e6
0.98,0.12,0.69,3.5153215004768893e6
0.68,0.37,0.44,3.590047601791204e6
0.1,0.63,0.74,3.4748221521739964e6
0.42,0.27,0.86,3.596761655901529e6
0.12,0.42,0.59,3.466499765043713e6
0.94,0.93,0.28,3.572189419403915e6
0.14,0.31,0.9,3.4839042563142497e6
0.23,0.17,0.43,3.5883042794462745e6
0.28,0.79,0.64,3.475170616129783e6
0.49,0.54,0.13,3.508646470574927e6
0.66,0.88,0.32,3.4879813277180083e6
0.44,0.04,0.52,3.54354097227322e6
0.18,0.58,0.27,3.4517459221706833e6
0.98,0.52,0.11,3.586392749118591e6
0.4,0.57,0.4,3.495893013031513e6
1.0,0.86,1.0,3.567890575573403e6
0.76,0.02,0.12,3.5119925683589606e6
0.17,0.2,0.85,3.544902653801159e6
0.42,0.22,0.81,3.59409066423629e6
0.9,0.7,0.31,3.5953867511773277e6
0.8,0.94,0.94,3.507459888596049e6
0.13,0.51,0.9,3.471449166818235e6
0.18,0.77,0.82,3.47681570443274e6
0.54,0.29,0.42,3.594260705632894e6
0.92,0.64,0.66,3.579012833083811e6
0.94,0.45,0.56,3.560939531905039e6
0.63,0.58,0.83,3.5836279761676006e6
0.42,1.0,0.04,3.4546752799237235e6
0.28,0.27,0.57,3.5668603030349095e6
0.48,0.51,0.77,3.5574388138218233e6
0.91,0.63,0.62,3.580928088413627e6
0.55,0.96,0.22,3.473156540524943e6
0.93,0.49,0.22,3.5824646067150347e6
0.07,0.97,0.14,3.4800917813012805e6
0.4,0.33,0.11,3.5553388930946365e6
0.67,0.95,0.46,3.491030354974401e6
0.72,0.47,0.36,3.596116501780187e6
0.91,0.04,0.94,3.507863847831385e6
0.04,0.32,0.57,3.4683059447618914e6
0.14,0.37,0.18,3.4404355068722293e6
0.08,0.68,0.75,3.4783879139250787e6
0.17,0.77,0.46,3.471299359153336e6
0.94,0.34,0.43,3.554035715945849e6
0.63,0.92,0.41,3.4870580522166165e6
0.3,0.63,0.71,3.4790780091387457e6
0.64,0.07,0.22,3.5387004600659437e6
0.36,0.81,0.59,3.476846419992955e6
0.71,0.68,0.68,3.5801668681149893e6
0.93,0.54,0.79,3.5662990176575407e6
1.0,0.8,0.37,3.5792274618792073e6
0.79,0.7,0.94,3.594790676076282e6
0.54,0.31,0.01,3.567599169060778e6
0.88,0.7,0.82,3.5913358239476704e6
0.38,0.64,0.92,3.4919340523612876e6
0.48,0.05,0.11,3.545905574917504e6
0.46,0.52,0.38,3.532541115724686e6
0.89,0.66,1.0,3.5856485365976538e6
0.24,0.88,0.13,3.4535266254104017e6
0.17,0.9,0.94,3.4826206487303246e6
0.92,0.82,0.28,3.596171442948427e6
0.29,0.23,0.81,3.5877033354113437e6
0.43,0.59,0.59,3.5102706504242565e6
0.85,0.67,0.8,3.593469753582412e6
0.58,0.51,0.17,3.5621864095244315e6
0.24,0.79,0.36,3.4656441606309935e6
0.92,0.48,0.38,3.5738754982011626e6
0.11,0.96,0.17,3.4752136301821056e6
0.94,0.54,0.31,3.579659210453051e6
0.86,0.03,0.18,3.5117862871517697e6
0.2,0.97,0.73,3.4846673370047095e6
0.55,0.35,0.62,3.596388540916225e6
0.06,0.42,0.03,3.4328167812065007e6
0.1,0.71,0.91,3.478340557741057e6
0.92,0.56,0.6,3.5731500330061363e6
0.43,0.03,0.69,3.541911921443676e6
0.72,0.5,0.16,3.594161574286369e6
0.66,0.66,0.52,3.566193749256389e6
0.53,0.11,0.8,3.554662299272062e6
0.39,0.63,0.67,3.4933345046893535e6
0.32,0.36,0.06,3.487191380419503e6
0.1,0.29,0.18,3.4412257339235935e6
0.46,0.15,0.61,3.5746046479574004e6
0.02,0.08,0.93,3.4774844891546494e6
0.36,0.81,0.08,3.440961198340527e6
0.41,0.52,0.63,3.525402370764053e6
0.24,0.48,0.84,3.484843236308704e6
0.31,0.49,0.17,3.461261478913428e6
0.3,0.59,0.8,3.4834252276469097e6
0.2,0.89,0.65,3.480133737689447e6
0.43,0.43,0.6,3.564247437257182e6
1.0,0.94,0.89,3.570035404909683e6
0.28,0.19,0.36,3.5919349422729816e6
0.57,0.86,0.34,3.4806644553110953e6
0.12,0.72,0.01,3.4469041862716437e6
0.63,0.4,0.44,3.596275697161327e6
0.71,0.11,0.08,3.555078733145973e6
0.57,0.21,0.6,3.574123667881258e6
0.23,0.68,0.91,3.47447739023803e6
0.07,0.82,0.81,3.485039804855076e6
0.99,0.41,0.46,3.5544820761960256e6
0.38,0.69,0.66,3.4839747915894855e6
0.09,0.86,0.38,3.48047098642186e6
0.42,0.8,0.68,3.4821260429206486e6
0.51,0.99,0.7,3.48825847616806e6
0.53,0.77,0.58,3.4956562563205664e6
0.05,0.38,1.0,3.472489878118404e6
0.72,0.35,0.04,3.596684029265689e6
0.6,0.18,0.58,3.563468399189553e6
0.3,0.68,0.62,3.4749868262619143e6
0.06,0.17,0.75,3.47690500279577e6
0.41,0.86,0.02,3.467785560028841e6
0.47,0.04,0.45,3.540851547293713e6
0.22,0.06,0.28,3.582008718749568e6
0.45,0.29,0.68,3.5968137802341804e6
0.01,0.36,0.88,3.477460580491555e6
0.04,0.94,0.8,3.492226049369029e6
0.86,0.72,0.07,3.5848600164771397e6
0.52,0.48,0.06,3.5306596723351027e6
0.94,0.29,0.44,3.547291836277416e6
1.0,0.54,0.03,3.591417532105891e6
0.32,0.22,0.41,3.5927722300943863e6
0.33,0.92,0.58,3.479558616889811e6
0.86,0.9,0.67,3.548788212251439e6
0.53,0.47,0.44,3.578327373112373e6
0.21,0.44,0.26,3.4542889733114047e6
0.9,0.01,0.95,3.5040737003193693e6
0.9,0.85,0.23,3.5831458951485814e6
0.7,0.88,0.12,3.4762553616812406e6
0.24,0.01,0.23,3.5501390727468026e6
0.42,0.03,0.24,3.543287349478745e6
0.44,0.91,0.3,3.47091236019507e6
0.1,0.69,0.67,3.4764417072921977e6
0.29,0.36,0.13,3.487128950920514e6
0.51,0.83,0.05,3.451505163713392e6
0.57,0.7,0.37,3.511494902910903e6
1.0,0.02,0.9,3.500400722989181e6
0.16,0.35,0.37,3.4637050861238493e6
0.37,0.23,0.93,3.59674417865616e6
0.36,0.49,0.5,3.5106906893885275e6
0.54,0.6,0.61,3.5460693843528437e6
0.06,0.37,0.72,3.4701670067352466e6
0.24,0.13,0.32,3.596762348654669e6
0.16,0.39,0.82,3.477714565372211e6
0.22,0.5,0.21,3.4464328745511593e6
0.25,0.23,0.98,3.5734368967518e6
0.8,0.29,0.17,3.579218221246766e6
0.11,0.23,0.55,3.480077953516625e6
0.57,0.63,0.22,3.520836380164898e6
0.7,0.77,0.53,3.5405077638750835e6
0.61,0.6,0.11,3.532926741386217e6
0.69,0.91,0.35,3.490129807913455e6
0.78,0.98,0.16,3.4837986527203405e6
0.84,0.72,0.9,3.596779940234675e6
0.87,0.28,0.22,3.5662471924067135e6
0.65,0.94,0.84,3.4937520316742626e6
0.7,0.1,0.94,3.5346578506240547e6
0.17,0.7,0.22,3.455050138999706e6
0.29,0.28,0.15,3.5339687857129285e6
0.94,0.25,0.84,3.5346077943237745e6
0.35,0.42,0.02,3.480824824211872e6
0.98,0.36,0.37,3.5549300337859048e6
0.45,0.61,0.97,3.515016245264132e6
0.05,0.02,0.84,3.5942360994225875e6
0.22,0.21,0.27,3.5513665156935933e6
0.5,0.32,0.35,3.5962378398119486e6
0.53,0.36,0.44,3.596230268383092e6
0.28,0.14,0.32,3.5965128880330296e6
0.95,0.71,0.27,3.5906199229964893e6
0.23,0.51,0.78,3.4790404543430195e6
0.41,0.88,0.26,3.465480223022107e6
0.38,0.94,0.37,3.4749918207543194e6
0.43,0.05,0.77,3.5488966199504253e6
0.82,0.39,0.85,3.5676280102364607e6
0.78,0.28,0.93,3.5577798859512573e6
0.12,0.15,0.51,3.530603049975097e6
0.54,0.05,0.95,3.539697887119787e6
0.28,0.17,0.39,3.5960012448866935e6
0.43,0.73,0.05,3.443859827112529e6
0.69,0.14,1.0,3.5445444114967026e6
0.05,0.91,0.73,3.490112837422083e6
0.73,0.71,0.3,3.56330357954134e6
0.19,0.4,0.67,3.4806717482198034e6
0.42,0.73,0.94,3.487510031235649e6
0.08,0.82,0.49,3.4815678138461774e6
0.78,0.98,0.72,3.5002612778171096e6
0.22,0.44,0.5,3.475678582875051e6
0.77,0.1,0.21,3.5375362634775885e6
0.32,0.1,0.56,3.5797034927650155e6
0.42,0.66,0.38,3.481803932657051e6
0.35,0.31,0.95,3.5790690542475977e6
0.54,0.58,0.89,3.55550357912503e6
0.69,0.76,0.58,3.542310935916002e6
0.05,0.35,0.3,3.4588946961680837e6
0.3,0.9,0.18,3.45884581178966e6
0.8,0.96,0.88,3.503434988395117e6
0.77,0.45,0.48,3.587714065467844e6
0.89,0.9,0.63,3.567947804278112e6
0.43,0.4,0.27,3.5574598634493696e6
0.87,0.9,0.63,3.554303715963374e6
0.53,0.27,0.19,3.596646115943866e6
0.14,0.61,0.2,3.4511809254799685e6
0.51,0.17,1.0,3.5748556740923794e6
1.0,0.54,0.33,3.5698087276777383e6
0.57,0.96,0.09,3.4620512952289404e6
0.69,1.0,0.62,3.495515516480344e6
0.26,0.62,0.24,3.450789431753911e6
0.11,0.33,0.43,3.460665367640363e6
0.92,0.76,0.08,3.594598108115066e6
0.17,0.64,0.24,3.4529388806424187e6
0.26,0.95,0.35,3.47465720752578e6
0.75,0.5,0.25,3.5968083236507494e6
0.14,0.44,0.47,3.462175965687289e6
0.38,0.5,0.45,3.5123228394147367e6
0.16,0.36,0.1,3.429514288866849e6
0.08,0.38,0.66,3.4681998737575165e6
0.82,0.76,0.09,3.5615799577421276e6
0.09,0.81,0.71,3.4826268179065706e6
0.81,0.72,0.68,3.5950576521898075e6
0.32,0.57,0.9,3.4900416307599414e6
0.52,0.02,0.41,3.5303323796429187e6
0.54,0.06,0.9,3.5415476615123916e6
0.91,0.87,0.53,3.5921947209287994e6
0.31,0.26,0.43,3.578722994683033e6
0.55,0.34,0.54,3.5962235105223204e6
0.4,0.71,0.38,3.4731401987116616e6
0.27,0.4,0.38,3.4937101000420265e6
0.98,0.63,0.11,3.590551670957038e6
0.36,0.7,0.29,3.462177029760292e6
0.9,0.11,0.01,3.5519825856316807e6
0.81,0.91,0.01,3.54170273192643e6
0.59,0.59,0.73,3.56902868053698e6
0.38,0.83,1.0,3.480123509614827e6
0.22,0.86,0.04,3.4358299501259327e6
0.16,0.33,0.49,3.4752595044679595e6
0.72,0.3,0.43,3.575340843991437e6
0.23,0.64,0.46,3.4652518140504085e6
0.06,0.64,0.47,3.475108608160467e6
0.05,0.54,0.42,3.470980426277317e6
0.32,0.22,0.82,3.594886549168956e6
0.92,0.41,0.35,3.568434665965584e6
0.72,0.21,0.05,3.5864279702383997e6
0.22,1.0,0.4,3.4807457854237976e6
0.31,0.74,0.2,3.4511485121220183e6
0.19,0.72,0.91,3.4750172786121718e6
0.63,0.86,0.71,3.499328982878783e6
0.57,0.75,0.42,3.501183430324905e6
0.76,0.63,0.8,3.596567996705782e6
0.63,0.42,0.03,3.5760550508870725e6
0.16,0.3,0.7,3.490803444212443e6
0.3,0.53,0.96,3.4917145239013685e6
0.23,0.43,0.25,3.458994581071051e6
0.74,0.53,0.91,3.594998971912684e6
0.19,0.54,0.63,3.4700059211838935e6
0.96,0.32,0.62,3.543375299114583e6
0.82,0.59,0.87,3.590755744575817e6
0.34,0.9,0.34,3.4704213311833986e6
0.45,0.44,0.38,3.5586148013582584e6
0.99,0.45,0.35,3.563482536114202e6
0.87,0.21,0.56,3.5387654627873627e6
0.59,0.27,0.22,3.59303596808293e6
0.88,0.64,0.36,3.5932658548893565e6
0.24,0.07,0.72,3.580990730090674e6
0.66,0.94,0.08,3.4661417156247217e6
0.41,0.74,0.51,3.479361474147763e6
0.72,0.9,0.33,3.4940837095587393e6
0.31,0.75,0.05,3.432928239933106e6
0.09,0.71,0.38,3.4724860345211937e6
0.63,0.27,0.07,3.596210399221924e6
0.52,0.38,0.79,3.5958380225155866e6
0.54,0.74,0.06,3.4609615954290666e6
0.71,0.33,0.95,3.5761601315999925e6
0.95,0.47,0.36,3.569830904662538e6
0.98,0.37,0.61,3.546771242149171e6
0.42,0.11,0.62,3.5684810069738347e6
0.36,0.27,0.25,3.5813539340103753e6
0.67,0.66,0.63,3.5725060845979634e6
0.38,0.89,0.58,3.479147515933459e6
0.85,1.0,0.73,3.503614327770571e6
0.69,0.5,0.26,3.59465665785774e6
0.57,0.58,0.06,3.5134380413148343e6
0.57,0.39,0.19,3.5909312087058295e6
0.58,0.54,0.85,3.580269462972655e6
0.83,0.6,0.96,3.590373801216758e6
0.01,0.11,0.23,3.461810024375609e6
0.32,0.43,0.77,3.5223672109384094e6
0.34,0.79,0.54,3.4744007904027672e6
0.61,0.67,0.72,3.5491039271211e6
0.96,0.7,0.85,3.5724575036474178e6
0.41,0.17,0.74,3.5863380103025855e6
0.24,0.04,0.85,3.569194348482402e6
0.61,0.15,0.09,3.5766831647315016e6
0.25,0.94,0.19,3.464057095150739e6
0.31,0.99,0.54,3.4825523757732986e6
0.81,0.51,0.81,3.5841418043581564e6
0.8,0.4,0.58,3.5749451268172953e6
0.09,0.11,0.96,3.541826335889697e6
0.97,0.6,0.06,3.5935447297825566e6
0.26,0.91,0.85,3.481218993145873e6
0.28,0.56,0.28,3.458346020484857e6
0.74,0.19,0.2,3.5642980082430793e6
0.11,0.94,0.59,3.4860260372767355e6
0.72,0.18,0.35,3.555190806101365e6
0.32,0.13,0.63,3.5885596376896044e6
0.55,0.31,0.42,3.5953116480647135e6
0.29,0.75,0.47,3.4693655429628966e6
0.61,0.79,0.6,3.508187638537583e6
0.31,0.43,0.78,3.5183468343884107e6
0.96,0.02,0.14,3.503619623409247e6
0.07,0.67,0.71,3.4786360007645227e6
