α_v,α_s,decay,MSE
0.92,0.09,0.46,2.5436738182227347e7
0.68,0.89,0.13,2.5562782143181894e7
0.51,0.23,0.84,2.5371737230966404e7
0.91,0.8,0.74,2.54058639331251e7
0.69,0.79,0.61,2.5533865310824826e7
0.34,0.23,0.15,2.532219138991712e7
0.13,0.4,0.69,2.559862969724977e7
0.64,0.31,0.65,2.5352543843376715e7
0.48,0.13,0.53,2.5318508145253878e7
0.17,0.14,0.43,2.5406292020410717e7
0.42,0.02,1.0,2.5385709964006487e7
0.43,0.22,0.63,2.5331595856269244e7
0.37,0.87,0.12,2.560667386767778e7
0.91,0.22,0.01,2.535317132002956e7
0.96,0.18,0.96,2.5461432297371466e7
0.18,0.05,0.16,2.5218170406284586e7
0.1,0.1,0.38,2.5481080715441436e7
0.17,0.19,0.47,2.5514013552664623e7
0.33,0.15,0.27,2.5259341963044856e7
0.52,0.18,0.61,2.533170433600322e7
0.78,0.93,0.41,2.5572574815819394e7
0.34,1.0,0.22,2.560155510306834e7
0.44,0.27,1.0,2.543045937139077e7
0.94,0.1,0.26,2.5426331945122335e7
0.16,0.79,0.61,2.5563828622101635e7
0.57,0.51,0.83,2.5462398560429923e7
0.07,0.79,0.01,2.5420869345509607e7
0.57,0.99,0.07,2.560450341800298e7
0.23,0.05,0.15,2.5239135095320027e7
0.71,0.49,0.66,2.5365984069601826e7
0.39,0.03,0.39,2.5319527026388086e7
0.4,0.24,0.87,2.539905050531886e7
0.88,0.37,0.21,2.538355407360499e7
0.34,0.4,0.17,2.5481255379958935e7
0.85,0.03,0.59,2.543549939265836e7
0.78,0.58,0.57,2.53534072816413e7
0.11,0.69,0.4,2.5564134956997912e7
0.39,0.91,0.01,2.5594546327910274e7
0.35,0.53,0.47,2.55696895692567e7
0.52,0.13,0.94,2.5384381155303255e7
0.43,0.85,0.97,2.5598262721752822e7
0.64,0.64,0.27,2.5396107198923312e7
0.83,0.54,0.11,2.5377390532534063e7
0.71,0.67,0.56,2.540880682040402e7
0.79,0.26,0.59,2.538843429698857e7
0.08,0.77,0.37,2.5540867743302345e7
0.31,0.63,0.94,2.5605892963081036e7
0.59,1.0,0.6,2.560368494148887e7
0.44,0.33,0.34,2.5333918555185772e7
0.3,0.41,0.2,2.552550505708292e7
0.03,0.83,0.79,2.5500484564355012e7
0.68,0.1,0.65,2.539029539352891e7
0.03,0.01,0.83,2.5323588744808134e7
0.66,0.52,0.37,2.532793448569317e7
0.87,0.65,0.1,2.5390122576697525e7
0.55,0.11,0.5,2.533930781728657e7
0.89,0.7,0.42,2.5345929328252025e7
0.22,0.62,0.61,2.56012054078904e7
0.63,0.88,0.85,2.5606731614432115e7
0.56,0.39,0.13,2.5344596299433395e7
0.76,0.81,0.47,2.5469543762162562e7
0.03,0.08,0.37,2.5602187391761933e7
0.29,0.99,0.51,2.5577416722783614e7
0.85,0.1,0.18,2.539422518928831e7
0.08,0.08,0.78,2.553014316376206e7
0.55,0.68,0.93,2.5580862558730967e7
0.03,0.03,0.07,2.5458883930283718e7
0.69,0.23,0.43,2.5345620513181772e7
0.05,0.44,0.09,2.554278058299148e7
0.24,0.97,0.17,2.5593370981430724e7
0.73,0.46,0.12,2.5353669174420092e7
0.27,0.64,0.37,2.5607108197356235e7
0.26,0.64,0.42,2.560720481987888e7
0.35,0.54,0.73,2.5591484016019143e7
0.12,0.77,0.02,2.550915757950214e7
0.44,0.41,0.98,2.551032975068519e7
0.56,0.62,0.03,2.5564755468903493e7
0.47,0.28,0.25,2.529435757340211e7
0.17,0.58,0.78,2.5588663909493715e7
0.97,0.41,0.13,2.5423649040701628e7
0.98,0.52,0.24,2.541858710633064e7
0.08,0.9,0.83,2.5513110028946526e7
0.03,0.61,0.62,2.5525708050214548e7
0.73,0.87,0.67,2.5578250150138002e7
0.58,0.5,0.52,2.538226564343087e7
0.3,0.29,0.2,2.5418473362438302e7
0.26,0.17,0.09,2.5327937362041544e7
0.26,0.72,0.69,2.559708059274964e7
0.76,0.94,0.81,2.5606091328034304e7
0.87,0.12,0.83,2.54419006344859e7
0.1,0.92,0.58,2.55252956072037e7
0.59,0.72,0.07,2.553593642409994e7
0.23,0.46,0.51,2.5603591975252345e7
0.88,0.1,0.32,2.541727635813881e7
0.22,0.81,0.73,2.557500414342392e7
0.62,0.99,0.92,2.5596659516294185e7
0.84,0.73,0.61,2.5376558028532755e7
0.2,0.63,0.57,2.559706993558813e7
0.82,0.12,1.0,2.54413279871041e7
0.61,0.76,0.16,2.5514493483268715e7
0.2,0.48,0.33,2.5606705623770967e7
0.49,0.8,0.88,2.5607289240587015e7
0.45,0.11,0.34,2.5294627048647735e7
0.56,0.69,0.94,2.5581996353820175e7
0.45,0.22,0.27,2.5279198534289952e7
0.57,0.43,0.58,2.5364933904251054e7
0.92,0.5,0.45,2.539194756813107e7
0.46,0.74,0.49,2.55928491552218e7
0.17,0.28,0.13,2.558048019766853e7
0.7,0.52,0.46,2.5331707732687134e7
0.47,0.37,0.31,2.533971390983102e7
0.52,0.57,0.7,2.5509381430037446e7
0.55,0.97,0.88,2.5596594959598288e7
0.15,0.94,0.97,2.5528457017737575e7
0.36,0.42,0.92,2.555747888636943e7
0.69,0.88,0.43,2.557230659910004e7
0.51,0.96,0.29,2.5606973936394494e7
0.26,0.13,0.51,2.5298256285555527e7
0.72,0.9,0.39,2.5569863141149964e7
0.98,0.36,0.71,2.5446541379634667e7
0.43,0.42,0.94,2.5515830348981343e7
0.47,0.98,0.32,2.5606646637326676e7
0.96,0.43,0.45,2.5417692883619923e7
0.82,0.91,0.59,2.555768070438722e7
0.31,0.39,0.23,2.5501577625853844e7
0.76,0.59,0.64,2.5370989201783333e7
0.73,0.04,0.27,2.5392504382235087e7
0.12,0.9,0.89,2.5526054714926448e7
0.57,0.8,0.97,2.5605728341969203e7
0.28,0.68,0.44,2.5607080542946897e7
0.7,0.12,0.33,2.536595646134628e7
0.93,0.19,0.59,2.5437042618625406e7
0.55,0.41,0.59,2.5366495768323887e7
0.28,0.9,0.78,2.5575025435996573e7
0.02,0.3,0.7,2.5546051539284118e7
0.45,0.73,0.3,2.5579539011022773e7
0.87,0.53,0.96,2.5433290079519674e7
0.04,0.62,0.22,2.5531446244093537e7
0.19,0.53,0.45,2.5605371865308758e7
0.32,0.85,0.95,2.5582978192775264e7
0.56,0.69,0.3,2.5499810116211273e7
0.38,0.21,0.31,2.5282981776830293e7
0.08,0.84,0.12,2.5545396161994293e7
0.77,0.77,0.77,2.548757259908967e7
0.49,0.99,0.77,2.5592927225262456e7
0.35,0.19,0.8,2.53707310489134e7
0.5,0.49,0.51,2.543221247360735e7
0.06,0.23,0.41,2.5591849449539065e7
0.64,0.43,0.81,2.539547403847054e7
0.81,0.03,0.52,2.5424320287397414e7
0.95,0.26,0.05,2.539521210896188e7
0.14,0.13,0.04,2.5513882324021008e7
0.01,0.27,0.76,2.5538819926475253e7
0.88,0.2,0.86,2.544010574074259e7
0.53,0.31,0.76,2.5371826521646157e7
0.61,0.16,0.19,2.532108663758772e7
0.15,0.43,0.56,2.5603319791985005e7
0.42,0.91,0.76,2.559681856653624e7
0.73,0.04,0.2,2.538696444606319e7
0.29,0.8,0.84,2.558840299975615e7
0.58,0.16,0.39,2.5323371623546824e7
0.8,0.91,0.57,2.5566185208844196e7
0.96,0.88,0.8,2.5425670108518314e7
0.35,0.55,0.87,2.559983170504727e7
0.69,0.37,0.38,2.5319297805042136e7
0.32,0.12,0.97,2.5376567989316422e7
1.0,0.29,0.5,2.5445088106903758e7
0.95,0.79,0.62,2.5395583342670456e7
0.68,0.6,0.36,2.534937754658945e7
0.32,0.9,0.4,2.5598747822805554e7
0.2,0.53,0.96,2.5597745036910888e7
0.51,0.94,0.12,2.5602664548791766e7
0.01,0.62,0.68,2.5512614725433055e7
0.27,0.27,0.67,2.549249142604729e7
0.55,0.01,0.28,2.5366717155698024e7
0.98,0.07,0.18,2.5424642325506043e7
0.39,0.77,0.95,2.5603003554848794e7
0.31,0.72,0.48,2.56070518706412e7
0.65,0.96,0.49,2.5606341058538366e7
0.41,0.27,0.66,2.536827154127129e7
0.31,0.64,0.36,2.5602842001002446e7
0.74,0.05,0.14,2.5373554772952788e7
0.73,0.17,0.97,2.542068917129014e7
0.56,0.78,1.0,2.5605245856402725e7
0.22,0.6,0.29,2.5607106266701654e7
0.3,0.99,0.3,2.559261400858194e7
0.63,0.62,0.97,2.5518721820320256e7
0.48,0.46,0.88,2.5497918568237916e7
0.44,0.83,0.33,2.560334900608041e7
0.9,0.78,0.38,2.533737163466738e7
0.1,0.36,0.28,2.5598433176481783e7
0.23,0.35,0.64,2.5584611057952695e7
0.99,0.24,0.73,2.5456206414708056e7
0.25,0.74,0.21,2.5606180017340668e7
0.84,0.11,0.93,2.5441777561297026e7
0.52,0.52,0.23,2.5405638728632115e7
0.87,0.01,1.0,2.5454033034803946e7
0.39,0.64,0.07,2.5585653399918154e7
0.68,0.81,0.29,2.5507993104945317e7
0.95,0.41,0.63,2.542801514004797e7
0.87,0.37,0.84,2.5424980416828163e7
0.16,0.35,0.98,2.5605860307870924e7
0.42,0.43,0.13,2.544345796760816e7
0.81,0.16,0.83,2.5426255392468248e7
0.71,0.89,0.01,2.5606668568775535e7
0.97,0.94,0.52,2.537027605134085e7
0.91,0.04,0.21,2.5422163060041934e7
0.5,0.08,0.39,2.532531979564549e7
0.83,0.95,0.4,2.5570897763444133e7
0.13,0.89,0.5,2.5544239008840907e7
0.26,0.92,0.44,2.5583831271089602e7
0.11,0.53,0.08,2.5580380458431937e7
0.75,0.72,0.96,2.5504883966834567e7
0.41,0.78,0.15,2.5595585598495647e7
0.26,0.73,0.54,2.5600358108335976e7
0.67,0.21,0.26,2.5331821349611763e7
0.13,0.38,0.95,2.559585769482148e7
0.39,0.15,0.25,2.52643662973019e7
0.92,0.19,0.32,2.541731729148154e7
0.11,0.93,0.06,2.5552710744047564e7
0.91,0.87,0.31,2.534626811103804e7
0.85,0.55,0.24,2.5348058753744807e7
0.45,0.96,0.44,2.5604341655856643e7
0.36,0.1,0.21,2.5262347028687898e7
0.61,0.58,0.05,2.5485918772761457e7
0.24,0.36,0.06,2.5584446010853447e7
0.1,0.89,0.68,2.552587330725078e7
0.75,0.21,0.97,2.542208305452229e7
0.34,0.66,0.42,2.5601696952397525e7
0.52,0.81,1.0,2.560709422493219e7
0.49,0.44,0.24,2.5372287255172793e7
0.32,0.09,0.57,2.529564208700174e7
0.11,0.02,0.97,2.5343595018079918e7
0.85,0.26,0.29,2.538482814417764e7
0.32,0.64,0.96,2.5605848516092047e7
0.21,0.37,0.9,2.560515910147052e7
0.24,0.21,0.47,2.5423376759418115e7
0.4,0.3,0.22,2.5333939030153863e7
0.75,0.88,0.73,2.5583022932099614e7
0.32,0.79,0.99,2.5589671794479933e7
0.34,0.9,0.19,2.5606789869472202e7
0.31,0.89,0.76,2.5583271444013156e7
0.94,0.53,0.93,2.5444930000406146e7
0.76,0.79,0.34,2.542455234299964e7
0.02,0.29,0.61,2.5547700678093515e7
0.2,0.12,0.85,2.5400209974896256e7
0.79,0.88,0.25,2.5494403224068344e7
0.15,0.24,0.67,2.5595523288269192e7
0.24,0.94,0.14,2.559702465971455e7
0.44,0.86,0.86,2.5601423648896847e7
1.0,0.83,0.28,2.542893366207137e7
0.11,0.54,0.62,2.557563082845882e7
0.65,0.01,0.18,2.5384235421390735e7
0.55,0.28,0.69,2.5350625481961366e7
0.79,0.56,1.0,2.5438359698779434e7
0.6,0.73,0.15,2.550285648983651e7
0.75,0.61,0.07,2.541061642189953e7
0.75,0.06,0.55,2.540744818745698e7
0.44,0.72,0.04,2.559957424762329e7
0.09,0.49,0.79,2.5568137073975313e7
0.59,1.0,0.93,2.5592801983683243e7
0.13,0.59,0.17,2.5590786926376965e7
0.78,0.41,0.15,2.535331558257879e7
0.73,1.0,0.19,2.5599228357873473e7
0.55,0.45,0.98,2.5471869348967936e7
0.97,0.08,0.55,2.5452984433424808e7
0.61,0.68,0.39,2.5464553278381534e7
0.7,0.67,0.34,2.5375004842689943e7
0.59,0.28,0.02,2.5426314785308443e7
0.68,0.71,0.86,2.5524697420895003e7
0.2,0.74,0.76,2.5577721507302415e7
0.41,0.84,0.16,2.5602630595855556e7
0.15,0.07,0.08,2.521710385584167e7
0.67,0.25,0.57,2.5352649066745143e7
