α_v,α_s,decay,MSE
0.05,0.24,0.38,1.3075762348663874e7
0.55,0.92,0.2,1.3095436543013705e7
0.6,0.2,0.97,1.3092023803590508e7
0.58,0.42,0.81,1.3163080175568683e7
0.3,0.43,0.4,1.3144008230292778e7
0.78,0.92,0.29,1.3129174619592516e7
0.25,0.67,0.88,1.305534976066925e7
0.8,0.1,0.66,1.304775904242413e7
0.87,0.51,0.2,1.3107296748448025e7
0.48,0.69,0.59,1.3113976748407323e7
0.92,0.98,0.45,1.3123449130265951e7
0.13,0.89,0.88,1.3039451182698738e7
0.04,0.96,0.31,1.303544856197353e7
0.03,0.09,0.22,1.3118234007245935e7
0.54,0.55,0.41,1.3176046139797313e7
0.61,0.23,0.99,1.3100362803785937e7
0.32,0.55,0.51,1.3105389749806795e7
0.58,0.72,0.75,1.313199847135879e7
0.36,0.03,0.09,1.3052261638902199e7
0.52,1.0,0.14,1.3087290941834541e7
0.64,0.74,0.71,1.3143503288875798e7
0.49,0.47,0.68,1.3178058324043684e7
0.07,0.52,0.2,1.3043394823923808e7
0.91,0.1,0.86,1.3048876343366757e7
0.87,0.28,0.81,1.3077661096556963e7
0.79,0.09,0.82,1.3050441621708004e7
0.09,0.21,0.03,1.3029992015511682e7
0.2,0.58,0.73,1.3054334929224294e7
0.06,0.59,0.33,1.3036344810532194e7
0.54,0.08,0.31,1.3046777192543237e7
0.75,0.29,1.0,1.3097142149664046e7
0.96,0.81,0.24,1.3152260851272076e7
0.46,0.26,0.47,1.3126353674999785e7
0.04,0.77,0.07,1.3022102260361295e7
0.26,0.13,0.36,1.3117019400917247e7
0.55,0.53,0.28,1.317848467690463e7
0.26,0.38,0.73,1.3139261842783414e7
0.94,0.48,1.0,1.3109875007935138e7
0.5,0.17,0.93,1.3095318292880826e7
0.95,0.04,0.68,1.303992963303563e7
0.73,0.34,0.58,1.3099565853536278e7
0.39,0.42,0.55,1.3173895004134547e7
0.52,0.69,0.24,1.31392497750036e7
0.74,0.77,0.87,1.3162085230997061e7
0.37,0.51,0.25,1.3147271487439968e7
0.11,0.15,0.84,1.3160722193707814e7
0.13,0.42,0.97,1.3054928827221783e7
0.02,0.33,0.63,1.3040404071192328e7
0.76,0.06,0.46,1.3040125440798033e7
0.04,0.34,0.83,1.3035514318044437e7
0.52,0.21,0.41,1.3087105287489507e7
0.28,0.4,0.65,1.3141907170494929e7
0.31,0.17,1.0,1.3140849949549172e7
0.77,0.46,0.21,1.3115089114399659e7
0.04,0.87,0.87,1.3031128446516901e7
0.97,0.81,0.63,1.3153595935243484e7
0.17,0.26,0.16,1.315032078606728e7
0.84,0.88,0.79,1.3149485675764238e7
0.5,0.8,0.95,1.308878077395501e7
0.66,0.09,0.01,1.3086691370937014e7
0.29,0.6,0.1,1.3088363296359254e7
0.58,0.69,1.0,1.3142952548571426e7
0.7,0.68,0.62,1.3176062860043101e7
0.71,0.5,0.83,1.3156614357584704e7
0.61,0.81,0.81,1.3109108676340522e7
