α_v,α_s,decay,MSE
0.31,0.57,0.33,5.984221740668133e6
0.23,0.36,0.87,6.026869623193739e6
0.97,0.44,0.96,6.242092130246406e6
0.14,0.61,0.32,6.1456130117126815e6
0.73,0.99,0.86,6.153594145558648e6
0.94,0.09,0.12,6.247848861628831e6
0.32,0.63,0.25,6.005811974726129e6
0.46,0.62,0.49,5.935838798469046e6
0.25,0.84,0.31,6.145792833600309e6
0.93,0.41,0.43,6.2245659993516635e6
0.42,0.34,0.9,6.036720807720792e6
0.45,0.07,0.48,6.219847219395505e6
0.58,0.07,0.27,6.237584798578771e6
0.55,0.28,0.2,6.097487990335798e6
0.92,0.52,0.2,6.185364390233543e6
0.06,0.97,0.15,6.227334815045636e6
0.58,0.81,0.33,5.986051154291826e6
0.84,0.73,0.78,6.087364325425405e6
0.71,0.68,0.1,5.962824230506647e6
0.89,0.41,0.64,6.223243566964585e6
0.85,0.98,0.35,6.079096503567826e6
0.65,0.94,0.85,6.128321543968979e6
0.79,0.73,0.48,5.985401280545084e6
0.29,0.31,0.97,6.019272704422682e6
0.06,0.68,0.69,6.212259274140609e6
0.6,0.71,0.37,5.914386166193912e6
0.45,0.99,0.31,6.139012698907228e6
0.38,0.54,0.25,5.909866863971237e6
0.42,0.65,0.53,5.983894928800832e6
0.69,0.38,0.38,6.129819409331958e6
0.42,0.89,0.05,6.077633903280869e6
0.63,0.61,0.76,5.983474751297558e6
0.58,0.45,1.0,6.088376866048946e6
0.52,0.39,0.75,6.038382432360712e6
0.01,0.58,0.77,6.221498129680668e6
0.21,0.47,0.64,6.059928029275397e6
0.1,0.15,0.13,5.947710756802087e6
0.76,0.67,0.55,6.00864179288365e6
0.19,0.64,0.64,6.143184532540729e6
0.24,0.6,0.95,6.130738410466986e6
0.75,0.19,0.89,6.237886522338493e6
0.65,1.0,0.49,6.135347356894957e6
0.08,0.6,0.14,6.185007073484369e6
0.76,0.05,0.42,6.248196866654658e6
0.21,0.44,1.0,6.099668948314328e6
0.65,0.23,0.8,6.209465095020315e6
0.8,0.58,0.04,6.077706649660793e6
0.25,0.32,0.2,5.880541343737519e6
0.22,0.51,0.34,6.033540648293353e6
0.1,0.17,0.71,6.0087306325099785e6
0.62,0.21,0.94,6.213944493465729e6
0.37,0.08,0.59,6.196974822184879e6
0.48,0.41,0.77,6.00032268816803e6
0.92,0.11,0.79,6.24883875469556e6
0.73,0.75,0.29,5.923827160304181e6
0.49,0.1,0.47,6.213283374558843e6
0.88,0.68,0.43,6.127746015994269e6
0.13,0.21,0.39,5.9379031763725355e6
0.7,0.34,0.85,6.190600601071598e6
0.61,0.96,0.25,6.093177040707482e6
0.46,0.38,0.78,6.008540518663914e6
0.26,0.42,0.89,6.037727735765571e6
0.6,0.32,0.68,6.137823549696127e6
