α_v,α_s,decay,MSE
0.35,0.05,0.37,1.2388380795489023e7
0.65,0.89,0.21,1.2421571274883356e7
0.24,0.52,0.65,1.24399343564103e7
0.39,0.48,0.68,1.2409570866002753e7
0.41,0.03,0.46,1.2403698885406671e7
0.59,0.47,0.13,1.2264595614181373e7
0.85,0.71,0.59,1.2326112500622997e7
0.43,0.33,0.46,1.2326030110413311e7
0.79,0.1,0.68,1.240727717161245e7
0.45,0.03,0.45,1.2404392028655129e7
0.89,0.34,1.0,1.2403555037380252e7
0.8,0.71,0.47,1.23064554891987e7
0.38,0.19,0.08,1.2282051980120234e7
0.78,0.02,0.9,1.2419628100884182e7
0.12,0.59,0.59,1.2442930386219943e7
0.65,0.94,0.32,1.2438765568667525e7
0.82,0.49,0.63,1.2351449284343353e7
0.93,0.32,0.52,1.2376756392430339e7
0.41,0.16,0.98,1.2403859053432027e7
0.16,0.83,0.01,1.2442926911532529e7
0.04,0.64,0.43,1.2440105835582783e7
0.87,0.92,0.3,1.236221765270069e7
0.16,0.69,0.07,1.2443257676710835e7
0.91,0.11,0.25,1.2393973346217891e7
0.44,0.5,0.16,1.2319822867867686e7
0.82,0.16,0.85,1.2406982626489446e7
0.92,0.02,0.63,1.2421161879906753e7
0.62,0.08,0.61,1.2402071047322683e7
0.12,0.14,0.03,1.2356821053565156e7
0.04,0.33,0.26,1.2442245416395033e7
0.33,0.33,0.85,1.2409941881030843e7
0.23,0.56,0.2,1.24272632410232e7
0.42,0.4,0.7,1.2385271882436287e7
0.25,0.13,0.41,1.2337395587038672e7
0.99,0.16,0.57,1.2406166316103825e7
0.53,0.41,0.9,1.2391223384584026e7
0.68,0.96,0.9,1.2443072388612626e7
0.06,0.38,0.01,1.244055455042597e7
0.4,0.47,0.15,1.2324162864570536e7
0.93,0.96,0.08,1.2355574673123617e7
0.76,0.47,0.49,1.2323464733265493e7
0.76,0.52,0.5,1.2318661265712846e7
0.24,0.96,0.66,1.2433920780463783e7
0.44,0.18,0.19,1.230414973761998e7
0.03,0.17,0.22,1.2435374310950805e7
0.81,0.84,0.96,1.2412177564545713e7
0.06,0.19,0.58,1.243678256341545e7
0.19,0.2,0.28,1.2320979133636331e7
0.38,0.55,0.98,1.2437684203330906e7
0.47,0.27,0.98,1.239821307931637e7
0.62,0.03,0.88,1.241626795407746e7
0.7,0.3,0.78,1.2381131153058762e7
0.05,0.47,0.8,1.2441732639277413e7
0.46,0.6,0.92,1.2431904754115555e7
0.57,0.33,0.68,1.2360485190554712e7
0.83,0.89,0.53,1.2387924876656167e7
0.86,0.24,0.24,1.2351378486029247e7
0.48,0.69,0.58,1.2425323107340567e7
0.96,0.42,0.35,1.2348087484584687e7
0.58,0.41,0.4,1.2301771841751115e7
0.33,0.08,0.09,1.2342826967119943e7
0.25,0.65,0.61,1.244328218198756e7
0.45,0.8,0.63,1.2442364558828415e7
0.11,0.78,0.42,1.2439413153467152e7
0.64,0.95,0.37,1.2441441335096871e7
0.9,0.83,0.08,1.2275611279104728e7
0.36,0.39,0.27,1.2322973309769163e7
0.52,0.58,0.86,1.241491684671485e7
0.18,0.06,0.46,1.237419226457299e7
0.54,0.23,0.04,1.231124450317037e7
0.27,0.08,0.58,1.2387014078424774e7
0.31,0.26,0.54,1.235582721764844e7
0.46,0.78,0.7,1.244198478913885e7
0.01,0.77,0.09,1.2427676072101643e7
0.53,0.92,0.95,1.2442036661694309e7
0.89,0.19,0.13,1.2354617976512386e7
0.4,0.71,0.56,1.2437898743945422e7
0.32,0.89,0.97,1.2437773232521761e7
