α_v,α_s,decay,MSE
0.5,0.65,0.03,2.788871158162028e7
0.05,0.48,0.04,2.6416815352599394e7
0.48,0.1,0.25,2.7638362085942518e7
0.37,0.16,0.87,2.8303454806892212e7
0.24,0.6,0.4,2.6854811669031102e7
0.48,0.85,0.77,2.6882037487349022e7
0.41,0.15,0.72,2.813872021639107e7
0.69,0.25,0.71,2.7713254968435463e7
0.02,0.47,0.06,2.6656943455405228e7
0.52,0.17,0.36,2.7911575713071253e7
0.37,0.38,0.1,2.8400320380618542e7
0.77,0.28,0.83,2.7561028454685483e7
0.85,0.26,0.46,2.738781253064342e7
0.95,0.11,0.86,2.693407105573842e7
0.38,0.83,0.3,2.679434656069108e7
0.44,0.63,0.8,2.7611444920312364e7
0.17,0.56,0.96,2.689578102590389e7
0.24,0.73,0.45,2.6669231638470877e7
0.82,0.11,0.95,2.7098253472654387e7
0.16,0.16,0.41,2.843713387359061e7
0.84,0.36,0.43,2.7659851823488552e7
0.59,0.7,0.12,2.8064070108826276e7
0.32,0.05,0.07,2.7519935134056386e7
0.32,0.26,0.06,2.859798547471901e7
0.45,0.51,0.45,2.8215700228473134e7
0.42,0.41,0.83,2.8535453167433385e7
0.37,0.22,0.25,2.8565068712147236e7
0.96,0.07,0.42,2.687588682117541e7
0.4,0.88,0.91,2.672535537245818e7
0.43,0.76,0.77,2.70218900846732e7
0.56,0.55,0.08,2.8482061341682393e7
0.16,0.19,0.52,2.8190853148317635e7
0.93,0.48,0.59,2.757214240212708e7
0.15,0.28,0.17,2.743283286025423e7
0.48,0.39,0.17,2.8640889234346107e7
0.69,0.12,0.07,2.745637384840124e7
0.73,0.95,0.35,2.7125186923599403e7
0.01,0.13,0.44,2.7059353008816727e7
0.85,0.4,0.42,2.7730523494698722e7
0.88,0.73,0.33,2.8450615739590064e7
0.33,0.34,0.03,2.8202586871133998e7
1.0,0.63,0.61,2.7520887824018624e7
0.67,0.45,0.33,2.8487699721205484e7
0.81,0.47,0.16,2.8207972220553655e7
0.87,0.78,0.81,2.8557145310854424e7
0.37,0.51,0.85,2.7849012397056676e7
0.96,0.92,0.06,2.8626655899064366e7
0.11,0.82,0.27,2.6631452762340754e7
0.73,0.04,0.41,2.7072600715239268e7
0.87,0.86,0.42,2.858405017241146e7
0.17,0.48,0.3,2.6883146435473572e7
0.35,0.15,0.15,2.8289394360560797e7
0.82,0.28,0.5,2.749254297578819e7
0.11,0.56,0.67,2.6762535565071303e7
0.65,0.73,0.21,2.8156694760734055e7
0.97,0.64,0.24,2.7868836122049604e7
0.31,0.72,0.23,2.6883873911287773e7
1.0,0.93,0.17,2.8001014936252676e7
0.19,0.56,0.35,2.6801573561926417e7
0.02,0.06,0.99,2.751471914055106e7
0.84,0.86,0.66,2.842881811919421e7
0.86,0.64,1.0,2.816711431320114e7
0.56,0.82,0.87,2.722817232698448e7
0.24,0.46,0.8,2.732360891841831e7
0.19,0.7,0.51,2.6655460345028713e7
0.69,0.02,0.35,2.7062584073416118e7
0.45,0.19,0.52,2.8209310517877564e7
0.22,0.29,0.06,2.790951334957153e7
0.62,0.76,0.08,2.7950544966264103e7
0.63,0.22,0.45,2.78139640824045e7
0.62,0.49,0.65,2.8625516967298847e7
0.83,0.64,0.02,2.8641074013413686e7
0.15,0.41,0.49,2.6972998074125607e7
0.59,0.24,0.05,2.8264047784383498e7
0.87,0.67,0.4,2.8316662375184912e7
0.37,0.57,0.6,2.7491215773501664e7
0.07,0.14,0.28,2.744927478923358e7
0.71,0.71,0.36,2.8501897809715625e7
0.8,0.32,0.89,2.7570852858544014e7
0.44,0.15,0.17,2.801939232406808e7
0.27,0.97,0.78,2.655948045474023e7
0.73,0.25,0.57,2.7624747135666065e7
0.79,0.88,0.6,2.7867497300466683e7
0.36,0.73,0.01,2.7522240390669007e7
0.7,0.81,0.44,2.789620130254908e7
0.03,0.59,0.46,2.6788627940841105e7
0.98,0.42,0.8,2.7299206722983148e7
0.11,0.9,0.27,2.662537485459377e7
0.17,0.79,0.49,2.660110690486929e7
0.13,0.63,0.62,2.6703914553762645e7
0.81,0.81,0.95,2.8565071925500754e7
0.79,0.61,0.8,2.8422701856395148e7
0.98,0.12,0.22,2.6977182952879645e7
0.07,0.04,0.16,2.8555285745930355e7
0.81,0.81,0.72,2.854915405597799e7
0.97,0.54,0.45,2.758856802686877e7
0.42,0.14,0.96,2.8055047909293897e7
0.08,0.13,0.89,2.7864939946346853e7
0.15,0.72,0.32,2.6632855300901312e7
0.37,0.9,0.83,2.6650611417601664e7
0.3,0.36,0.14,2.815092321047288e7
0.56,0.79,0.91,2.738596589247785e7
0.87,0.08,0.08,2.7073755134940375e7
0.19,0.5,0.7,2.6963259174826633e7
0.1,1.0,0.94,2.666094292836717e7
0.51,0.92,0.55,2.676457743750767e7
0.79,0.09,0.06,2.7228115106567428e7
0.13,0.82,0.32,2.661218108106576e7
0.32,0.86,0.23,2.6723117747250184e7
0.92,0.46,0.55,2.758250817852491e7
0.46,0.16,0.08,2.8091752753375594e7
0.94,0.84,0.05,2.8556901910962705e7
0.15,0.62,0.82,2.6757259790273335e7
0.13,0.74,0.91,2.6689760442266237e7
0.77,0.86,0.49,2.792262687137353e7
0.1,0.13,0.21,2.805797262161843e7
0.71,0.39,0.14,2.830578344411974e7
0.71,0.41,0.02,2.859495233545334e7
0.74,0.78,0.29,2.832533526544309e7
0.58,0.76,0.23,2.7665297345113445e7
0.38,0.02,0.07,2.7145001868985653e7
0.37,0.22,0.68,2.8551353884532426e7
0.02,0.4,0.63,2.691203900561246e7
0.32,0.29,0.77,2.8583437955173776e7
0.66,0.46,0.7,2.8475727140205223e7
0.07,0.93,0.23,2.667397767533601e7
0.59,0.22,0.86,2.7886740623474002e7
0.68,0.4,0.32,2.83260211544276e7
0.29,0.04,0.34,2.7748688351352647e7
0.19,0.52,0.58,2.6891486116932705e7
0.27,0.33,0.77,2.816474555944527e7
0.92,0.39,0.42,2.7510046433450755e7
0.29,0.79,0.66,2.6667326393468473e7
0.96,1.0,0.51,2.712249835371932e7
0.56,0.89,0.42,2.695368105241478e7
0.09,0.42,0.66,2.6875138640129376e7
0.44,0.05,0.01,2.7766153996467438e7
1.0,0.27,0.2,2.7300367067622487e7
0.86,0.94,0.86,2.7682415152481075e7
0.15,0.44,0.67,2.6960250299021285e7
0.75,0.33,0.52,2.781655261305387e7
0.79,0.37,0.61,2.777942350436672e7
0.67,0.97,0.5,2.6886084341290314e7
0.15,0.73,1.0,2.6708720181715887e7
0.67,0.18,0.49,2.756629857365797e7
0.54,0.35,0.5,2.853149638115455e7
0.04,0.28,0.49,2.692907652506855e7
0.79,0.08,0.54,2.708985721073724e7
0.08,0.21,0.33,2.7157274966602802e7
0.02,0.98,0.8,2.6769271534338683e7
0.25,0.76,0.79,2.6681922007287323e7
0.29,0.34,0.58,2.8197581297693066e7
0.7,0.53,1.0,2.8506819902539976e7
0.09,0.11,0.33,2.8159206616379064e7
0.43,0.34,1.0,2.864835080696011e7
0.56,0.99,0.71,2.6711546016565766e7
0.73,0.62,0.37,2.8641930401374698e7
0.69,0.15,0.61,2.7424964108814415e7
0.86,0.78,0.15,2.8643409205992468e7
0.06,0.31,0.14,2.6806864606329095e7
0.27,0.43,0.26,2.7560690917602647e7
0.06,0.32,0.3,2.684741578751158e7
0.44,0.52,0.41,2.8112579615892515e7
0.15,0.89,0.86,2.661776785226995e7
0.7,0.47,0.76,2.836733293767711e7
0.13,0.05,0.93,2.8442327501014933e7
0.47,0.83,0.75,2.6911418735754963e7
0.92,0.91,0.06,2.858699335861642e7
0.23,0.78,0.2,2.6703901739786677e7
0.22,0.91,0.54,2.655522588219161e7
0.01,0.05,0.04,2.6571571954784736e7
0.63,0.68,0.74,2.832513416897719e7
0.15,0.38,0.68,2.7102641419740148e7
0.99,0.06,0.57,2.6838974390754197e7
0.43,0.69,0.41,2.7260532430672128e7
0.79,0.72,0.55,2.8649046459743295e7
0.08,0.02,0.43,2.8225946317965243e7
0.7,0.93,0.4,2.712872472371176e7
0.65,0.32,0.67,2.807597279324693e7
0.34,0.03,0.27,2.7533714168483138e7
0.81,0.94,0.55,2.7375991282518927e7
0.79,0.46,0.16,2.8244356251106106e7
0.49,0.89,0.02,2.7493966926076546e7
0.01,0.77,0.29,2.67880738080492e7
0.02,0.7,0.64,2.68067246293601e7
0.31,0.34,0.61,2.832183136238143e7
0.81,0.65,0.74,2.8458944392065246e7
0.7,0.14,0.61,2.7377265422394305e7
0.39,0.68,0.37,2.7148933117452893e7
0.65,0.25,0.14,2.799385917020825e7
0.59,0.3,0.38,2.8252258006447002e7
0.94,0.72,0.06,2.8335012104592755e7
0.57,0.42,0.37,2.862194262312523e7
0.52,0.67,0.98,2.7867930374225847e7
0.22,0.61,0.43,2.6789171895568017e7
0.98,0.92,0.91,2.8132331028034825e7
0.31,0.48,0.29,2.756790878312633e7
0.1,0.84,0.14,2.6663797953862436e7
0.91,0.92,0.06,2.8470817575402655e7
0.69,0.48,0.34,2.8503305858352788e7
0.87,0.05,0.56,2.6944346020363137e7
0.59,0.82,0.94,2.7358165869382925e7
0.18,0.55,0.81,2.6878493917440817e7
0.63,0.52,0.7,2.864122876273571e7
0.39,0.93,0.04,2.70377542716121e7
0.06,0.1,0.38,2.7703917582624845e7
0.45,0.13,0.07,2.793900661237198e7
0.7,0.31,0.29,2.798477104505626e7
0.53,0.47,0.87,2.8637923374649387e7
0.01,0.42,0.16,2.6784080430238597e7
0.3,0.91,0.88,2.6606920709581953e7
0.54,0.87,0.2,2.712598946211306e7
0.09,0.67,0.39,2.6674456696848072e7
0.15,0.63,0.07,2.671126592534617e7
0.18,0.88,0.82,2.6599943669707168e7
0.96,0.95,0.28,2.8636662235973895e7
0.35,0.95,0.88,2.6609585394697808e7
0.9,0.03,0.05,2.6868051785830557e7
0.93,0.44,0.85,2.7451153831720136e7
0.41,0.62,0.52,2.7459714122842833e7
0.8,0.04,0.38,2.6986397727966107e7
0.45,0.1,0.68,2.7796170645895075e7
0.43,0.44,0.39,2.841959773629005e7
0.58,0.27,0.58,2.813590042128655e7
0.38,0.06,0.37,2.7692783383075636e7
0.2,0.95,0.24,2.6598016323844217e7
0.61,0.15,0.49,2.76023284912809e7
0.63,0.42,0.12,2.857027151479874e7
0.34,0.69,0.72,2.6954891499995958e7
0.59,1.0,1.0,2.6803008670691904e7
0.38,0.37,0.24,2.848141573963578e7
0.92,0.52,0.66,2.7657238229111824e7
0.35,0.91,0.7,2.660574591524792e7
0.82,0.98,0.53,2.707868143832822e7
0.66,0.14,0.5,2.745905736716289e7
0.9,0.16,0.07,2.7387566209296513e7
0.86,0.99,0.9,2.71168587118888e7
0.42,0.76,0.26,2.7062584260536037e7
0.22,0.07,0.82,2.8272557333488557e7
0.84,0.22,0.72,2.727552924647462e7
0.52,0.77,0.22,2.738925944579229e7
0.6,0.09,0.68,2.7434807708562758e7
0.21,0.61,0.01,2.6830534524013095e7
0.31,0.79,0.86,2.6726436078017287e7
0.26,0.39,0.77,2.775753944090986e7
0.29,0.95,0.29,2.6599877411144786e7
0.03,0.59,1.0,2.6866854311743136e7
0.24,0.92,0.26,2.6603086620796867e7
0.92,0.32,0.46,2.7361764021327678e7
0.64,0.56,0.98,2.864948191460183e7
0.28,0.37,0.58,2.7957236768943146e7
0.36,0.98,0.51,2.6566346612780716e7
0.38,0.78,0.74,2.6836916100927077e7
0.6,0.68,0.84,2.8192320761826895e7
0.18,0.31,0.92,2.7672619881792862e7
0.06,0.87,0.05,2.6532053283913348e7
