α_v,α_s,decay,MSE
0.44,0.41,0.84,3.156186823873063e7
0.27,0.1,0.34,3.129340928787011e7
0.89,0.57,0.24,3.131441007353285e7
0.35,0.69,0.61,3.1383972437597886e7
0.76,0.13,0.53,3.1133970880637906e7
0.78,0.07,0.77,3.113989067078976e7
0.01,0.4,0.22,3.1206303595654737e7
0.05,0.51,0.67,3.1235900868927613e7
0.71,0.15,0.28,3.114665913644183e7
0.31,0.2,0.89,3.1492818836856667e7
0.49,0.64,0.91,3.1507363841074154e7
0.31,0.6,0.1,3.137767090576408e7
0.31,0.13,0.55,3.1306509604336027e7
0.87,0.05,0.51,3.1135289902877204e7
0.45,0.81,0.02,3.1453513086517643e7
0.15,0.33,0.59,3.141221086194824e7
0.71,0.01,0.19,3.1126324868762292e7
0.19,0.58,0.7,3.1302434982570194e7
0.47,0.84,0.09,3.1396762715097062e7
0.75,0.26,0.61,3.117779352827256e7
0.86,0.5,0.13,3.133905220568855e7
0.94,0.51,0.25,3.128191848903836e7
0.95,0.39,0.62,3.1209464522160582e7
0.9,0.02,0.94,3.1149194244055446e7
0.35,0.87,0.53,3.130127806700297e7
0.79,0.38,0.58,3.122109137978378e7
0.19,0.52,0.43,3.133714726222973e7
0.75,0.04,0.63,3.112945388440787e7
0.41,0.83,0.94,3.1307721189350635e7
0.97,0.6,0.36,3.1285489689862635e7
0.58,0.09,0.91,3.1179858236900315e7
0.24,0.8,0.18,3.1244805485448137e7
0.13,0.2,0.53,3.150921754886529e7
0.28,0.57,0.31,3.1395478170773868e7
0.88,0.84,0.81,3.151017789283703e7
0.13,0.6,0.02,3.1295495176687166e7
0.38,0.09,0.08,3.1270737109291896e7
0.68,0.77,0.78,3.155723350740327e7
0.83,0.33,0.95,3.1233861754088763e7
0.41,0.99,0.37,3.1304387388091505e7
0.26,0.99,0.66,3.1223460471380547e7
0.56,0.31,0.6,3.131340857408629e7
0.65,0.3,0.77,3.125889774592525e7
0.41,0.4,0.78,3.1566358449897252e7
0.2,0.87,0.95,3.1202124262574546e7
0.36,1.0,0.59,3.126553448214445e7
0.96,0.91,0.36,3.141516400102763e7
0.59,0.47,0.75,3.1479205360675313e7
0.84,0.44,0.28,3.126396193415632e7
0.07,0.15,0.43,3.1432508551895827e7
0.22,0.81,0.68,3.1241459109487403e7
0.66,0.06,0.05,3.11880089601122e7
0.48,0.89,0.56,3.136419652400711e7
0.88,0.34,0.75,3.1202102650278687e7
0.31,0.94,0.46,3.126411118182194e7
0.03,0.49,0.19,3.1193380702773713e7
0.6,0.35,0.81,3.1351863996442236e7
0.73,0.48,0.8,3.1347889387626853e7
0.6,0.47,0.13,3.1502241666442774e7
0.27,0.82,0.92,3.124157148135985e7
0.62,0.13,0.58,3.1146910477105986e7
0.12,0.99,0.88,3.117606323989485e7
0.57,0.73,0.09,3.1530688311408576e7
0.1,0.8,0.72,3.1196404783387292e7
0.12,0.82,0.1,3.1174487567113727e7
0.74,0.19,0.43,3.11488169799824e7
0.1,0.9,1.0,3.1174798115165055e7
0.22,0.51,0.57,3.1375309247431558e7
0.39,0.39,0.44,3.1563285841479633e7
0.17,0.7,0.28,3.123735192291822e7
0.7,0.21,0.76,3.1182680240201138e7
0.81,0.84,0.06,3.156869191851817e7
