,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-0.03339211372337688,-0.015489452624604258,-0.025700708493868824,-0.6910453158814017,6.045343871021126,6.047480218067344,6.019201259281714,0.004849551816771225,0.5120643525353833,0.27680261939098577,5.1503815923633344e-14,0.0,0.0,0.0,0.05137299232733561,-704.2384077511551,1416.4768155023103,1437.0796213326803,0.176719885466934,AB_Q_E_alphaCCC_WOB,0.6896124310001048,0.0001,-0.09704152304314273,1.0,sub22
