,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-20.959359081165825,11.077121426496099,19.521382804216138,4.399416176678457,362.77702367199265,350.106510417448,375.1345992786256,5.572677325563083e-07,0.0387110699062951,2.4869216317350505e-05,0.7660180234827358,0.0,0.0,0.0,0.04855728659101355,-7447.078106365989,14900.156212731978,14915.61536763679,6743.890553242371,AB_Q_alphaCCC_WOB,0.08224887765105074,-0.6493464026767543,0.8135919619537914,sub33
