,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,0.13281523088566324,-0.04780973850833764,0.05062915997101053,-0.16530221866975228,5.967116482263488,5.840756286744145,5.9000909181183925,0.0052941022492789674,0.30911489288890576,0.2060133780562941,0.012918877558699707,0.0,0.0,0.0,0.01579428476761824,-1368.4418330802234,2742.883666160447,2758.3239826988047,0.5051749077858616,AB_Q_alphaCCC_WOB,0.047151385742033695,-0.8700198637869077,0.6156296300626338,sub19
