,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-0.08900744888907743,0.04153833745229023,0.010064569917059743,0.03777799616034899,6.0325146526986115,6.044928350071753,6.011768367634348,3.2075879043348155e-24,0.0009488619927722184,0.42230072496979176,0.4236984706479816,0.0,0.0,0.0,0.08994158835671229,100.88349239183776,-199.76698478367553,-194.61236942676186,0.05001123877705664,SR_Q_WOB,0.6960102259852341,sub27
