,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-0.11225866684316527,0.0011885124911789058,0.012415382673018838,-0.04899124400445998,6.0393226828082245,5.964535249906264,5.951415411085064,6.848645035781778e-30,0.9116837975317094,0.17606297131606324,0.07293912998938407,0.0,0.0,0.0,0.14712171640615657,506.6668739437139,-1009.3337478874278,-999.0928591426427,0.02580818460366434,SR_Q_D_WOB,0.6625843731122123,1.0,sub47
