,trial_index,RT,congruency,stimPosit,respPosit,correction,hand,block1,block2,block3,error_outlier,nblock,postError,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr
0,1,373.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,-0.5,0.5
1,2,472.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1.0,1,0.05665777975060299,0.5,0.5,0.05665777975060299,0.9433422202493971,0.0,0.0,0.9433422202493971,-0.9433422202493971
2,3,323.8,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.10689535148867035,0.5,0.5,0.8931046485113296,0.10689535148867035,0.0,0.0,-0.8931046485113296,0.8931046485113296
3,4,423.3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5,0.5,0.5,0.10120265293918917,0.8987973470608108,-0.5,0.5,0.0,0.0
4,5,326.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.05665777975060299,0.05665777975060299,0.9433422202493971,0.38997494512081765,0.6100250548791823,0.9433422202493971,-0.9433422202493971,0.0,0.0
5,6,394.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.10689535148867035,0.8931046485113296,0.10689535148867035,0.46964495177717125,0.5303550482228288,-0.8931046485113296,0.8931046485113296,0.0,0.0
6,7,389.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5083747193184505,0.10120265293918917,0.8987973470608108,0.49162528068154954,0.5083747193184505,0.0,0.0,-0.49162528068154954,0.49162528068154954
7,8,361.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.6100250548791823,0.38997494512081765,0.6100250548791823,0.05570879374536719,0.9442912062546328,-0.38997494512081765,0.38997494512081765,0.0,0.0
8,9,292.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.3774235467944321,0.04419022909781756,0.9558097709021824,0.3774235467944321,0.622576453205568,0.0,0.0,0.622576453205568,-0.622576453205568
9,10,383.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9294524008727347,0.3742456653044562,0.6257543346955439,0.9294524008727347,0.07054759912726527,0.0,0.0,0.07054759912726527,-0.07054759912726527
