P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
-0.0295593317372486,0.0507444358485013,0.012503982323180757,0.07612652527452067,5.885077396529686,5.925424402726332,5.943362122450009,1.4897953729492743e-11,1.205556488513325e-09,0.07452419948632841,0.028589192689604626,0.0,0.0,0.0,0.12563484944069614,844.1775210730583,-1684.3550421461166,-1674.074136059914,0.015364158859741303,AB_Q_E_WOB,0.7923982041581039,0.003250689470045497,sub01
-0.06688953299252337,-0.02044766545739099,-0.013821984152704136,0.2028976138066012,6.011843638468188,5.9831779983935975,5.954272749426602,5.240058815408153e-22,0.028976736560409107,0.07907631368405657,5.549241641428228e-06,0.0,0.0,0.0,0.11272851373483672,698.1324418424801,-1392.2648836849605,-1381.9729147495316,0.01948394272167122,AB_Q_E_WOB,0.37262787082990095,0.0001,sub02
-0.0010040939868042331,0.05456676561861276,0.09265209177905437,0.04266375655362442,5.891789080010253,5.883879906076814,5.916040108177833,0.9181466556937566,1.616085581308589e-05,4.715241111086376e-20,0.11201372976356977,0.0,0.0,0.0,0.08867206775409198,409.98585480132897,-815.9717096026579,-805.7519506765134,0.029963101813544318,AB_Q_E_WOB,0.21057521112610805,0.9538445625230852,sub04
-0.04701399324291256,0.04430351532612672,-0.0186125514588624,0.0523816139580664,5.940161876687872,5.884308318908973,5.888092428670438,7.396054155852363e-09,0.0006215500286758082,0.0828160254294676,0.04861312868760315,0.0,0.0,0.0,0.06388380964574003,318.63366267355383,-633.2673253471074,-623.0623266355583,0.034652793965847965,AB_Q_E_WOB,0.5484499773939988,0.11401613025153125,sub13
-0.039861181394748674,-0.05766866195900471,-0.03403232737834032,0.041291627740393605,6.079440553812088,6.0298489135343925,6.045756711035428,7.096838999953497e-10,3.3721323028025798e-06,0.001219572766325447,0.06207351784151535,0.0,0.0,0.0,0.08490889366121201,351.2647421167794,-698.5294842335588,-688.3593556456536,0.03250828760141395,AB_Q_E_WOB,0.8195672058867515,0.7708834299146647,sub14
-0.0338622226181637,0.019513670830619875,0.03345220204423493,0.12049414254335078,6.023470534876663,6.089219824779457,6.169976356095637,1.15155262735974e-05,0.14532595423553232,0.003318401003114391,0.009794845710612992,0.0,0.0,0.0,0.1074760955576084,235.87428236735585,-467.7485647347117,-457.4835696313916,0.04016846497173954,AB_Q_E_WOB,0.674710993785959,0.0001,sub15
-0.09317634752522523,0.05330006475221147,0.03274848495511157,0.08737739612168298,5.898756989304858,5.868395318076247,5.980119102054147,4.194734797144832e-19,0.0005261617876405835,0.00958989294321552,0.007909346555196484,0.0,0.0,0.0,0.12066855297171153,115.81668282237499,-227.63336564475003,-217.41360671860545,0.04845498713755835,AB_Q_E_WOB,0.4324351303180122,0.0001,sub16
-0.03730963107576205,0.036819566073495,0.05643038755905591,0.0076472057693092186,5.87198955989773,5.835235555375722,5.9032390430575825,2.8798019416139753e-06,0.01028573526290932,2.800877775626136e-06,0.840291664805042,0.0,0.0,0.0,0.05399800098149332,172.23555151956768,-340.47110303913536,-330.21732142133783,0.0443980076488394,AB_Q_E_WOB,0.7058671348983335,0.0001,sub33
-0.06417625829796325,0.008760012253446692,-0.029483458668866924,0.07902049153190283,5.996271436448118,6.028244130302571,6.034865608517822,3.438365008534308e-12,0.4781916049407549,0.004505198699033798,0.011660477993914556,0.0,0.0,0.0,0.061449125591912075,354.81790861408786,-705.6358172281758,-695.3933123216866,0.03300525293157234,AB_Q_E_WOB,0.3507741771406092,0.28807159211714195,sub34
-0.06120309654534041,0.025394300861870302,0.054893372886843705,0.10146403640804193,5.985981844007108,5.990355029264549,5.979386556734128,8.568533505100695e-11,0.062453440159507524,1.7185883548786057e-06,0.009929615464043277,0.0,0.0,0.0,0.0674167078794995,230.54503274181184,-457.0900654836237,-446.8298684633725,0.04047606558775614,AB_Q_E_WOB,0.4373560959825704,0.6023446256153971,sub35
