,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,relevant,subject
0,-117.34874827830431,-12.659455097801551,12.037535979271496,8.44823007264215,516.6117171117678,540.9283445584911,499.8158630210837,7.074769123582909e-21,0.27049815670200617,0.2231004615435687,0.8475954679958599,3.763093977497048e-298,1.982704471190453e-233,9.389412825394572e-285,0.07609604198708375,-8215.95437854925,16441.9087570985,16467.559249649126,30277.94324622373,SR_Q_D_alphaCCC_relevant_WOB,0.4955018982306494,0.9522593789835928,-0.1850513846276275,0.8294638329477881,0.855264147781727,sub36
