,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-44.33418355335307,-9.33533549490555,-11.815474940141776,-1.6884650311632612,437.5084131837448,429.40638196946026,420.63003678058476,9.689298113089056e-25,0.15808386311311035,0.03304291064602779,0.8671467282532306,0.0,0.0,0.0,0.10295598884712942,-6882.959218281462,13773.918436562924,13794.125859054748,8783.823186549676,SR_Q_D_alphaCCC_WOB,1.0,0.8667950459357743,-0.23214063609586388,0.8451100076405511,sub11
