,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-0.03958688915139817,0.023825627910603706,-0.00374500070469283,0.04854329952106706,6.036420717941068,6.065365287748046,6.023284468681848,4.32105711236588e-10,0.05801053574292661,0.7282383826927559,0.3285341815036993,0.0,0.0,0.0,0.036244334804532374,301.7652978678059,-595.5305957356118,-574.9910323293483,0.036197039708389694,AB_Q_E_alphaCCC_WOB,1.0,0.09447894884861453,-0.27392897627003765,0.8475848217309045,sub41
