,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-0.05685830264955538,0.004472143601652684,0.0027992575115791674,-0.050371872872887635,5.965908619821356,5.924650185736544,5.9422104234724005,4.14214081905368e-07,0.6929429411768369,0.8050843625235788,0.09030357319390091,0.0,0.0,0.0,0.030445765335568198,252.49020835665965,-498.9804167133193,-483.67291864599537,0.03863878135589825,AB_Q_alphaCCC_WOB,0.2971447509976582,-0.11967732904758788,0.527176381361411,sub30
