,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-29.443267613705316,8.816501837853174,9.64977419797512,34.96967284345702,401.88360394280585,385.26274570903047,391.0605927188989,6.459329787217575e-22,0.009049005416088076,0.004307989907137963,0.0020941913902619924,0.0,0.0,0.0,0.09602125473870782,-7054.406090438287,14114.812180876574,14130.27368228131,3616.458526348599,SR_Q_D_E_WOB,0.7231095668588348,0.5091712705552809,0.3067097248228793,sub21
