,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-200.61458998459122,6.42791177466149,-5.751553541488089,-33.94389535613851,429.9548220052619,457.3277199290816,430.64639282063126,0.014022622708859882,0.45578461049834273,0.43634695707396265,0.01955966500293777,5.778689067821008e-254,0.0,6.082170118766048e-254,0.01596365541703526,-7953.369985385975,15914.73997077195,15935.308117070777,17095.475434381522,SR_Q_D_alphaCCC_WOB,0.03708607349214118,0.9605756604045571,-0.20435427669738693,1.0,sub18
