P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
-26.616028908059747,19.48227779211141,5.09105949146648,19.65675903474689,362.4773279985469,377.3323633503458,386.58130678407537,2.9187611066158486e-36,4.69654614161605e-10,0.05557387449629274,0.13657781443574726,0.0,0.0,0.0,0.1957700576809147,-6649.991074772232,13303.982149544468,13314.263055630669,2210.4160779004183,SR_Q_D_WOB,0.925515500508126,0.7734597957995386,sub01
-29.574041726475397,-6.333800099526903,-5.632496543065318,81.06337445545711,408.41185184515314,397.227937768253,385.72831266576935,3.1962103906992225e-39,0.07092491195087712,0.06027244286104486,1.927311107369347e-06,0.0,0.0,0.0,0.16840870694763632,-6843.541384518974,13691.082769037948,13701.37473797338,2829.474136394949,SR_Q_D_WOB,1.0,0.9209153827869548,sub02
-13.05372618981641,18.36535985749041,37.19775153455712,13.211901044847655,370.6120828746848,368.54067915428834,380.085344511519,0.00017097878920026605,0.00013747732549052808,1.1483903361275895e-19,0.22380659567972788,0.0,0.0,0.0,0.09567746712184066,-6941.569671557649,13887.139343115296,13897.359102041442,4937.216735029397,SR_Q_D_WOB,0.4901417636867381,0.06328299648408292,sub04
-53.33518870362129,16.648049007768304,-6.3740208687409785,13.627684902300338,385.69262610801536,368.8004254771869,369.5152071420842,2.8466780116416272e-28,0.0003248879624322136,0.10218778214342007,0.15855729678671301,0.0,0.0,0.0,0.1314179390251855,-6844.573576526581,13693.147153053162,13703.352151764711,4577.5111569038345,SR_Q_D_WOB,0.5201325899241726,0.7553262159093721,sub13
-30.754313673084816,-24.78575645346253,-13.016517728073866,21.79064565585145,443.4077961634824,423.39775372013315,428.36783280751405,3.307972610704732e-11,2.3902892904320627e-06,0.0035990600259558727,0.02018586755883712,0.0,0.0,0.0,0.0877545143895061,-6877.3389671671985,13758.677934334397,13768.8480629223,5895.553486271013,SR_Q_D_WOB,0.6268440055323566,0.7295988242505174,sub14
-59.882441655285604,12.351698559923975,15.263565321167686,57.10032357385128,418.64047512762085,447.8672319009591,494.0468643818637,8.223125990722352e-16,0.05521865818949201,0.0059227080859097095,0.011981005140680484,0.0,0.0,0.0,0.14308726949519554,-7511.810710632064,15027.621421264128,15037.886416367448,9526.38460141745,SR_Q_D_WOB,0.4677697160578809,0.884602635966443,sub15
-55.397702394785576,32.4329720675043,14.317036260407187,22.754706840933814,366.05795906179856,350.90642478206917,404.3489060244194,6.8948293729402165e-28,1.2179277149842762e-07,0.0053896051186943395,0.09011510880308578,0.0,1.324867214969245e-296,0.0,0.1560420526418952,-7238.218632383043,14480.437264766086,14490.65702369223,8016.663257994554,SR_Q_D_WOB,0.7417134243385377,0.8794606895886093,sub16
-50.58879575840511,10.359515809371914,20.15887608438758,-5.172227422019843,365.3477540358805,354.07667671080765,379.46263362581084,2.879040862552453e-25,0.05072493169345167,7.610022962352553e-06,0.7153051931637502,0.0,0.0,0.0,0.11605839458223755,-7203.611827116451,14411.223654232903,14421.477435850704,6211.701467628803,SR_Q_D_WOB,0.6071387228449976,0.8271759969986421,sub33
-86.24520296515436,1.4690101546893288,-10.099802676889102,30.790806305349705,409.3305380942025,423.297848668524,423.833600394768,3.6424774133995276e-17,0.7795140421405223,0.022258792192433857,0.02101470707764291,0.0,0.0,0.0,0.07340607866981896,-7140.1984233014255,14284.396846602851,14294.63935150934,5985.989469548437,SR_Q_D_WOB,0.17072467884528458,0.4233669885259172,sub34
-53.88720929454314,14.85589501699005,23.204665688097748,46.50776613807506,402.9801596594208,405.6859631619429,402.60029674925806,2.6371958342715146e-27,0.007608889148442604,1.2623549263425786e-06,0.00463393577671531,0.0,0.0,0.0,0.12336344808351553,-7305.717781602043,14615.435563204086,14625.695760224336,7048.92350597212,SR_Q_D_WOB,0.6662095983850359,0.977714783670496,sub35
-117.34983656634435,-12.659448959139304,12.037520597555686,8.44818763512697,516.6116957215006,540.9283541551747,499.81583970219566,7.074769143862927e-21,0.2704983853687765,0.22310105212471326,0.8475962240710235,3.7631171016665992e-298,1.982696042435527e-233,9.389493901789946e-285,0.07609604198286524,-8215.9543785521,16435.9087571042,16446.168954124452,30277.943246361738,SR_Q_D_WOB,0.495495779226503,0.9522678103399308,sub36
-79.48369456850628,21.684786610210036,21.005188821168414,-6.563824249488298,394.6878347738122,392.6994028387617,383.2584711314842,6.718774205190007e-29,3.6340457783292984e-05,1.6281810035100919e-06,0.5327659009823009,0.0,0.0,0.0,0.14726046807240756,-6998.562570781402,14001.125141562805,14011.33507245934,5733.12190518072,SR_Q_D_WOB,0.3422782183317342,0.6419850474289579,sub37
-56.583470800236825,16.007831669802567,9.490964211194116,-27.289198325284303,394.44309256954654,403.83410644785056,404.61616261982164,9.808143598354026e-14,0.005949604225867146,0.04980886246019073,0.013835565878267276,0.0,0.0,0.0,0.07494008249500461,-6857.406420741721,13718.81284148344,13728.952589740358,6797.9661523158165,SR_Q_D_WOB,0.3368901791408703,0.4860949882343036,sub38
-84.62508871093999,2.86157606104927,34.98015687500411,25.37014998810824,387.91555242519485,372.64792701562754,349.9898244441061,9.723329940717815e-70,0.5535447586834579,7.509695847062931e-17,0.08561970575381679,0.0,0.0,0.0,0.2821094856193652,-7103.693781237169,14211.387562474338,14221.641344092137,5290.5590969409795,SR_Q_D_WOB,0.6100132412917529,0.9965749306365872,sub39
