,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-42.504008951279985,9.785155302159984,14.21103034583577,75.81225044100688,416.50717677053,410.9396180040491,390.02962537973065,2.1091471556920096e-13,0.06649053276292445,0.0018220479632703394,0.013939409903521783,0.0,0.0,0.0,0.07018482261247938,-7385.777417661982,14781.554835323965,14807.292631679911,6529.706641641791,SR_Q_D_E_alphaCCC_WOB,0.4677945073305339,0.5333798888505668,0.9062775310412332,-0.11261937642348963,0.3661941236479116,sub10
