,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-0.13540415194460315,0.03160494645344872,0.05597603418946927,0.09611120682062979,5.980206537973196,5.9853355986226235,5.979529511549464,1.0523714775752068e-30,0.013976757985650266,4.258615475589293e-07,0.011297378227939515,0.0,0.0,0.0,0.13303144179922433,276.1059034666587,-548.2118069333173,-537.9516099130662,0.03762824888748024,SR_Q_D_WOB,0.6504914824832847,0.9685385974950548,sub35
