,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,relevant,subject
0,-39.52020074253721,-24.550474090954694,-13.141748686715491,21.59638744427686,442.85432134640206,423.0115090139101,428.50406377837277,6.861673528603031e-12,2.7693144054452454e-06,0.0032536348727421676,0.021157482290019878,0.0,0.0,0.0,0.0901202224828217,-6875.788768008171,13761.577536016342,13787.002857486104,5880.264664548083,SR_Q_D_alphaCCC_relevant_WOB,0.4491039818581488,0.739655978903666,-0.17437558860248958,0.8065158177603229,0.5222504649194353,sub14
