,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-28.184598677823182,-11.844880114705088,7.31504067165099,29.478627783842697,495.0455430452356,514.9356651532756,500.8661718982613,8.951057838502814e-06,0.09920025718355738,0.22956848133287905,0.17554762988551037,0.0,0.0,0.0,0.03220558080029812,-7609.5607193485375,15225.121438697075,15240.511734227452,11466.306228392981,AB_Q_alphaCCC_WOB,0.1396973188958669,-0.14031297205659565,0.5364494088822559,sub46
