P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
-0.01653347119846165,0.04368278339042088,-0.0002143395118789776,0.08316331610304853,5.888915347303822,5.913781724309331,5.947736972703189,0.03358533200073028,0.011781145965124735,0.988452989474588,0.25995937454804896,0.0,0.0,0.0,0.019775787942885592,-107.9659479782872,219.9318959565744,230.23329887175944,0.06935488349246045,AB_Q_E_WOB,1.0,0.5057685818819782,sub01
-0.08749130488084794,-0.05349026344140784,-0.025411169530283828,0.20975313191986344,6.03119147765025,6.019390516118338,5.9534358477788665,6.633677384169638e-11,0.0026378700257386352,0.08938321853446134,0.01365383528444241,0.0,0.0,0.0,0.054833792601527764,-124.14242009343548,252.28484018687092,262.5956327906644,0.07107241744368441,AB_Q_E_WOB,0.3371531942284807,0.0001,sub02
0.085532209237161,0.07488943865778921,0.07984175622289147,-0.09975027003203213,5.831529204571772,5.835005381112107,5.89845282970466,0.0030369139284121037,0.009087245024508441,0.0007137811527944143,0.1041472425415845,0.0,0.0,0.0,0.02392370200349614,-700.2714986860351,1404.5429973720702,1414.8459682998794,0.1754725187785336,AB_Q_E_WOB,0.03325216184618603,0.0024680995569962986,sub04
-0.04012547930302682,0.026133132312170317,-0.009891336710327159,0.06662559687010022,5.928547128336106,5.8674644768959645,5.880730173490845,1.300746014501248e-05,0.07862844570553895,0.43340725459454943,0.029521315269513668,0.0,0.0,0.0,0.033793503049847066,95.33512797236358,-186.67025594472716,-176.3672850169177,0.050423135744674434,AB_Q_E_WOB,0.5806176701176119,0.04610075733870832,sub13
-0.037101364371261936,-0.053253484846748016,-0.028756890378408676,0.04307085257156285,6.075080842556429,6.0218227688796615,6.037055044764582,6.244570835643373e-10,6.677118573923851e-06,0.004435714921322557,0.0423962534892892,0.0,0.0,0.0,0.08098241694984654,384.01102907205865,-764.0220581441173,-753.7237949470024,0.03202643296169605,AB_Q_E_WOB,0.8540443954967366,0.752466436283066,sub14
-0.030709400400475192,0.01604313922888814,0.04996795788897307,0.10938488048180288,6.014410236384987,6.063635897720499,6.162389774897179,0.0007842554461302637,0.4290418664537756,0.004139941123348543,0.11016404065803367,0.0,0.0,0.0,0.05377792496805522,-311.6151284446846,627.2302568893692,637.528520086484,0.0955313264694356,AB_Q_E_WOB,1.0,0.12261934355609372,sub15
-0.09543824149582614,0.04445045913791594,0.028802042657286142,0.0963240367926847,5.901233218111166,5.876502172443531,5.985670659526173,2.242529336768892e-20,0.002313358882790429,0.020002612185370125,0.003038167107720141,0.0,0.0,0.0,0.1197268954841827,122.16456130851248,-240.32912261702492,-230.03243112922482,0.0483175848009448,AB_Q_E_WOB,0.4113592469165951,0.0001,sub16
-0.029330282512666575,0.027676683938729463,0.050220136991366134,0.012453225154923309,5.872135802923571,5.83062541114869,5.898956633094635,0.00036318353647431717,0.07898435513638466,0.0002001526285054251,0.7727956607062375,0.0,0.0,0.0,0.03393650943527393,12.042589845394561,-20.08517969078912,-9.77907642091416,0.0574567343833018,AB_Q_E_WOB,0.8052236805651392,0.0001,sub33
-0.06351225830729099,0.006762312970069739,-0.03562371132757285,0.07235708981051875,6.001574115405397,6.034495422808454,6.034243771396189,1.277681054002264e-11,0.5817123102457444,0.0006230616368451031,0.02116041964435086,0.0,0.0,0.0,0.05751146478917269,343.9874892924702,-683.9749785849402,-673.6751449126763,0.034119410848852526,AB_Q_E_WOB,0.3189747668947066,0.13933013486394774,sub34
-0.059053298367263925,0.0251572893912896,0.054528420606853915,0.1034850604587476,5.9844191547531285,5.991326110993551,5.980684687063418,6.593510609389889e-11,0.060366538360918674,1.6593785619972231e-06,0.007601871385035595,0.0,0.0,0.0,0.06602248026676949,231.8603155447022,-459.7206310894044,-449.41609337733934,0.0407210589254914,AB_Q_E_WOB,0.4685896100951134,0.6487411294432703,sub35
