,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-108.80840699235884,1.0167860771554142,-13.434918876547322,28.592807274526976,412.3226434071204,425.9872993235695,423.9888639164863,6.347665230091048e-16,0.8468634059351003,0.0026790771363773146,0.03406889219755062,0.0,0.0,0.0,0.06647348484926441,-7380.898210490386,14765.796420980772,14776.096254653037,6304.949866614962,SR_Q_D_WOB,0.11786671456107375,0.4032926522266538,sub34
