P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
-33.16432047031161,17.835676005445258,4.942045205156279,19.579358503709386,362.5454393659038,377.50101341193886,386.7270564726329,1.605582249975203e-33,2.1542323296442793e-08,0.0698668829587106,0.15014214900318915,0.0,0.0,0.0,0.17782183404984986,-6756.615449940478,13523.230899880957,13548.98440716892,2346.6296918054973,SR_Q_D_E_alphaCCC_WOB,0.4905003949482474,0.6613757568498032,0.6236770668549211,-0.03128967876756705,0.838245560405586,sub01
-29.689901904789046,-7.876617096857412,-5.821046143182252,81.36698483814408,409.3652332664191,398.53157612264846,385.20538079139016,1.4443179012821145e-38,0.026648695545095073,0.055699930157127486,2.7533802606348183e-06,0.0,0.0,0.0,0.16668745850352462,-6933.067010298228,13876.134020596453,13901.911002105935,2941.2311387365908,SR_Q_D_E_alphaCCC_WOB,1.0,0.8988702480725221,0.0001,-0.19991723328125197,1.0,sub02
-7.487317709822121,13.036951443544707,35.775879127526395,4.166735213158076,367.89345686978265,365.75957407589163,379.25844278148514,0.007822372354819203,0.009228200125085509,6.601730577417329e-17,0.7047807352170394,0.0,0.0,0.0,0.06960733005254804,-7321.321553290027,14652.643106580052,14678.400533899578,5639.4880309202745,SR_Q_D_E_alphaCCC_WOB,0.00011394318581155588,0.0001,0.9999932356068688,-0.7599880241675128,0.8800115465471783,sub04
-59.86621595214907,10.553659551985406,-3.2673348180990023,16.37667753602599,383.0070429288788,366.87269748237776,368.1742441588461,3.974568956880012e-25,0.02822659486914357,0.42837729557789983,0.10208137001490128,0.0,0.0,0.0,0.10303772270286793,-7291.938418336899,14593.876836673799,14619.634263993325,5385.65111624594,SR_Q_D_E_alphaCCC_WOB,0.4329905861245187,0.6889963715125779,0.3051162879934713,-0.4800611424652821,0.5491412717827455,sub13
-51.91673439185336,-21.378589645530084,-11.743552632530037,21.626317609510053,441.0448017430163,419.6197018710148,424.8663775445308,7.392533758480566e-15,1.5052327967973957e-05,0.005903924957046002,0.015506585763522769,0.0,0.0,0.0,0.0955810738799978,-7312.792664104993,14635.585328209983,14661.33098620277,5716.959113196964,SR_Q_D_E_alphaCCC_WOB,0.2502509307664131,0.8634824668807478,0.11977000317305968,-0.05347568269738723,0.6460982817984929,sub14
-63.53814008240815,14.639963340468702,17.940153212576877,46.43323637788211,415.79569321310487,444.28290614973474,491.8610968207817,1.7738145624476712e-15,0.0235824821781272,0.0013209668947096614,0.034446975329155256,0.0,0.0,0.0,0.1411118676701656,-7656.45831669034,15322.91663338068,15348.66229137347,9809.657568880655,SR_Q_D_E_alphaCCC_WOB,0.4266109415146612,0.936345546881809,0.458113115911081,-0.4421610420153964,0.5679529651856452,sub15
-59.32539267441327,26.393309202008105,12.25227066589701,33.05197563569223,368.0195355992945,357.25366187555574,408.5912005920918,6.5163930216699935e-31,6.302935696875423e-06,0.014901889274276409,0.012385138007594979,0.0,4e-323,0.0,0.15933785389133426,-7519.072500190147,15048.145000380295,15073.886729099795,7978.96491120838,SR_Q_D_E_alphaCCC_WOB,0.7114736688916746,0.7571468842622798,0.0001,-0.7757223190391244,0.6878489220497493,sub16
-51.49842481986929,7.3575520468217634,19.46786022588059,-2.8484835893055305,365.2287020927623,353.91679097893325,378.0639918067125,4.530655585114891e-25,0.15630271335420365,1.4153766594019736e-05,0.8421050702275283,0.0,0.0,0.0,0.10796206219107207,-7405.881255286717,14821.762510573433,14847.527768748118,6322.825469247528,SR_Q_D_E_alphaCCC_WOB,0.5500200980816776,0.8034876420636147,0.0001,-0.3847814129816526,0.6921600530678496,sub33
-62.9201947632405,2.0509509233836365,-12.792729689853847,28.11284226425962,411.16142370834746,424.5006247925163,422.997781277052,1.565637845107846e-16,0.6949754696434571,0.004188965194098934,0.03698589429843771,0.0,0.0,0.0,0.06850517358096088,-7379.510359096745,14769.02071819349,14794.770302374149,6291.228032826449,SR_Q_D_E_alphaCCC_WOB,0.2277660673536012,0.3675862722024732,0.7094172954154143,-0.7385564881282951,0.5481393682200575,sub34
-57.568099645785395,14.181508996844096,22.883895865277605,43.21819597944931,403.5111830631244,406.7861531254584,403.21280463263406,1.1927167692929524e-28,0.010211156237907628,1.648705071028136e-06,0.007924879796323982,0.0,0.0,0.0,0.12414215606495672,-7480.140866058727,14970.281732117452,14996.043076397616,7167.416043821607,SR_Q_D_E_alphaCCC_WOB,0.5834159608977315,0.930719718027096,0.004774190984065901,-0.6006117501090796,0.9197306537093624,sub35
