,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-0.08485920926047663,0.02353910619609805,0.02637280166372319,0.07837261992699601,5.983737305569903,5.940123657519873,5.95427704666419,2.925265971443963e-23,0.0044843572670765315,0.0014671748737638806,0.0048990304057644025,0.0,0.0,0.0,0.10325110754218891,633.71240858439,-1259.42481716878,-1238.8094819624646,0.02173509846538656,SR_Q_D_alphaCCC_WOB,0.5878512140659029,0.46317055769109805,-0.59268208305882,0.7131226607520064,sub21
