,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
0,-22.4561859612706,3.395156155536222,-15.917897317932264,3.4664477139861845,392.5082234191956,421.9912032470777,398.8736179463367,1.3206682787157155e-13,0.43690857535552163,1.178485078569609e-05,0.7199121703994331,0.0,0.0,0.0,0.10217933567399895,-6870.613934917954,13745.227869835908,13755.46390224484,4014.386633375972,AB_Q_E_WOB,0.4148890703333049,0.14600745890850697,sub40
